cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",39743,"(+/- 4481 )",34393,"(+/- 3698 )",44012,"(+/- 4046 )",62318,"(+/- 5401 )",26565,"(+/- 3537 )",32532,"(+/- 4448 )",46355,"(+/- 3518 )",42736,"(+/- 4344 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",169954,"(+/- 5213 )",173515,"(+/- 2128 )",164061,"(+/- 2530 )",186175,"(+/- 3762 )",158323,"(+/- 4635 )",159054,"(+/- 2154 )",159842,"(+/- 1895 )",173677,"(+/- 1620 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",4115,"(+/- 894 )",4615,"(+/- 1394 )",8438,"(+/- 1762 )",6359,"(+/- 1652 )",3237,"(+/- 1273 )",5820,"(+/- 1653 )",9681,"(+/- 1378 )",8448,"(+/- 1768 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",5.5,"(+/- 0.9 )",4.7,"(+/- 0.8 )",5.9,"(+/- 0.7 )",15.4,"(+/- 1.7 )",3.7,"(+/- 0.7 )",4.6,"(+/- 0.6 )",6.0,"(+/- 0.8 )",5.6,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",9.6,"(+/- 1.8 )",6.8,"(+/- 1.4 )",10.4,"(+/- 1.5 )",23.7,"(+/- 2.8 )",5.7,"(+/- 1.5 )",8.1,"(+/- 1.4 )",11.4,"(+/- 1.8 )",9.8,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",9.6,"(+/- 4.3 )",5.0,"(+/- 2.4 )",10.2,"(+/- 4.4 )",20.1,"(+/- 5.4 )",4.8,"(+/- 2.4 )",9.3,"(+/- 3.4 )",8.2,"(+/- 4.1 )",11.6,"(+/- 4.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",2.0,"(+/- 0.6 )",2.6,"(+/- 0.7 )",3.0,"(+/- 0.5 )",6.5,"(+/- 1.5 )",2.3,"(+/- 0.6 )",2.1,"(+/- 0.5 )",2.9,"(+/- 0.4 )",2.8,"(+/- 0.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",2.5,"(+/- 1.0 )",2.6,"(+/- 0.9 )",4.3,"(+/- 1.1 )",9.0,"(+/- 2.6 )",2.7,"(+/- 1.0 )",2.6,"(+/- 1.1 )",3.8,"(+/- 0.8 )",4.3,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",0.1,"(+/- 0.2 )",1.9,"(+/- 1.6 )",2.9,"(+/- 1.3 )",3.8,"(+/- 3.6 )",2.6,"(+/- 1.5 )",1.5,"(+/- 1.2 )",2.4,"(+/- 1.5 )",4.1,"(+/- 3.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",23.3,"(+/- 4.9 )",16.0,"(+/- 3.4 )",19.5,"(+/- 3.9 )",29.1,"(+/- 3.6 )",13.1,"(+/- 3.9 )",20.2,"(+/- 3.7 )",24.2,"(+/- 5.1 )",23.7,"(+/- 4.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",31.7,"(+/- 7.3 )",21.4,"(+/- 4.9 )",29.1,"(+/- 6.0 )",37.6,"(+/- 4.8 )",20.3,"(+/- 6.3 )",27.0,"(+/- 5.6 )",34.2,"(+/- 6.8 )",29.1,"(+/- 5.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",46.7,"(+/- 17.3 )",25.8,"(+/- 18.2 )",45.2,"(+/- 18.8 )",33.2,"(+/- 10.9 )",20.1,"(+/- 13.0 )",32.4,"(+/- 14.8 )",21.5,"(+/- 9.8 )",42.6,"(+/- 12.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",8.7,"(+/- 0.8 )",10.1,"(+/- 0.8 )",11.4,"(+/- 0.8 )",20.3,"(+/- 1.4 )",6.4,"(+/- 0.7 )",8.0,"(+/- 0.8 )",9.9,"(+/- 0.7 )",9.0,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",10.3,"(+/- 2.2 )",9.5,"(+/- 1.8 )",12.3,"(+/- 1.5 )",29.2,"(+/- 3.4 )",7.0,"(+/- 1.5 )",11.1,"(+/- 2.0 )",13.7,"(+/- 2.0 )",13.1,"(+/- 1.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",10.1,"(+/- 2.1 )",9.0,"(+/- 1.8 )",11.8,"(+/- 1.5 )",29.0,"(+/- 3.4 )",6.6,"(+/- 1.5 )",10.8,"(+/- 2.0 )",13.3,"(+/- 2.0 )",12.7,"(+/- 1.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",12.1,"(+/- 3.3 )",8.3,"(+/- 2.2 )",12.7,"(+/- 2.4 )",28.8,"(+/- 4.8 )",7.1,"(+/- 2.4 )",13.9,"(+/- 3.3 )",13.4,"(+/- 3.0 )",16.8,"(+/- 3.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",9.5,"(+/- 2.1 )",9.2,"(+/- 2.2 )",11.5,"(+/- 1.6 )",29.1,"(+/- 3.7 )",6.4,"(+/- 1.6 )",9.7,"(+/- 2.1 )",13.2,"(+/- 2.1 )",11.2,"(+/- 2.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",8.2,"(+/- 0.7 )",10.2,"(+/- 0.8 )",11.2,"(+/- 0.7 )",17.3,"(+/- 1.1 )",6.3,"(+/- 0.7 )",7.2,"(+/- 0.6 )",8.8,"(+/- 0.5 )",7.8,"(+/- 0.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",6.0,"(+/- 1.1 )",6.3,"(+/- 0.9 )",7.0,"(+/- 0.8 )",12.0,"(+/- 1.9 )",7.0,"(+/- 1.4 )",7.9,"(+/- 1.2 )",7.6,"(+/- 0.7 )",6.8,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",5.8,"(+/- 1.0 )",5.3,"(+/- 0.9 )",6.6,"(+/- 0.7 )",17.6,"(+/- 1.9 )",3.7,"(+/- 0.7 )",5.5,"(+/- 0.8 )",6.9,"(+/- 0.8 )",6.7,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",20.6,"(+/- 1.7 )",23.2,"(+/- 1.8 )",25.7,"(+/- 1.9 )",27.5,"(+/- 2.0 )",16.6,"(+/- 1.7 )",16.8,"(+/- 1.6 )",21.6,"(+/- 1.4 )",18.3,"(+/- 1.9 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",165178,"(+/- 5468 )",199184,"(+/- 4412 )",185973,"(+/- 4014 )",194895,"(+/- 6203 )",162905,"(+/- 4942 )",159840,"(+/- 3681 )",146325,"(+/- 2723 )",169739,"(+/- 3642 )"
Education,"School Enrollment","Nursery school, preschool",9333,"(+/- 1481 )",10440,"(+/- 1378 )",11208,"(+/- 1176 )",4475,"(+/- 1056 )",8974,"(+/- 1476 )",9856,"(+/- 1239 )",8784,"(+/- 1181 )",10505,"(+/- 1383 )"
Education,"School Enrollment",Kindergarten,9123,"(+/- 1691 )",9142,"(+/- 1362 )",7736,"(+/- 1195 )",20391,"(+/- 2570 )",8008,"(+/- 1252 )",9227,"(+/- 1412 )",8367,"(+/- 1071 )",9745,"(+/- 1694 )"
Education,"School Enrollment","Elementary school (grades 1-8)",74371,"(+/- 3374 )",70496,"(+/- 2441 )",68070,"(+/- 2264 )",78365,"(+/- 3262 )",65183,"(+/- 3106 )",67422,"(+/- 2508 )",68562,"(+/- 1992 )",72566,"(+/- 2575 )"
Education,"School Enrollment","High school (grades 9-12)",39179,"(+/- 2442 )",36909,"(+/- 1886 )",33181,"(+/- 1322 )",37915,"(+/- 2289 )",40469,"(+/- 2594 )",35337,"(+/- 1677 )",35461,"(+/- 1449 )",39527,"(+/- 1758 )"
Education,"School Enrollment","College or graduate school",33172,"(+/- 2628 )",72197,"(+/- 3585 )",65778,"(+/- 3082 )",53749,"(+/- 3952 )",40271,"(+/- 3478 )",37998,"(+/- 3066 )",25151,"(+/- 1827 )",37396,"(+/- 2617 )"
Education,"Educational Attainment","Population 25 years and over",500882,"(+/- 4815 )",521266,"(+/- 2223 )",483418,"(+/- 2347 )",452496,"(+/- 4091 )",524502,"(+/- 4222 )",504312,"(+/- 2934 )",515418,"(+/- 2549 )",512991,"(+/- 1647 )"
Education,"Educational Attainment","Less than 9th grade",10656,"(+/- 1910 )",9042,"(+/- 1518 )",11293,"(+/- 1357 )",23304,"(+/- 2949 )",9268,"(+/- 1946 )",9552,"(+/- 1227 )",11975,"(+/- 1145 )",13712,"(+/- 1612 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",28277,"(+/- 3253 )",17266,"(+/- 2219 )",19678,"(+/- 1930 )",35648,"(+/- 2860 )",17224,"(+/- 2089 )",24621,"(+/- 2284 )",27040,"(+/- 2048 )",22306,"(+/- 2195 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",148734,"(+/- 5224 )",120146,"(+/- 4194 )",161894,"(+/- 4558 )",134705,"(+/- 5876 )",138040,"(+/- 5622 )",170179,"(+/- 5545 )",177614,"(+/- 4174 )",172080,"(+/- 5512 )"
Education,"Educational Attainment","Some college, no degree",107628,"(+/- 4908 )",89011,"(+/- 4305 )",98141,"(+/- 3949 )",92491,"(+/- 4976 )",104685,"(+/- 4649 )",100556,"(+/- 3843 )",108186,"(+/- 3062 )",103573,"(+/- 4274 )"
Education,"Educational Attainment","Associate's degree",52699,"(+/- 3882 )",51610,"(+/- 3385 )",62091,"(+/- 2856 )",33613,"(+/- 2997 )",54854,"(+/- 3090 )",56933,"(+/- 3182 )",64787,"(+/- 2507 )",61794,"(+/- 4063 )"
Education,"Educational Attainment","Bachelor's degree",101041,"(+/- 4970 )",141710,"(+/- 5044 )",85390,"(+/- 3964 )",83822,"(+/- 4608 )",136113,"(+/- 5622 )",97934,"(+/- 4102 )",85872,"(+/- 3448 )",97996,"(+/- 4006 )"
Education,"Educational Attainment","Graduate or professional degree",51847,"(+/- 3663 )",92481,"(+/- 4255 )",44931,"(+/- 2371 )",48913,"(+/- 3369 )",64318,"(+/- 3543 )",44537,"(+/- 2707 )",39944,"(+/- 2225 )",41530,"(+/- 2945 )"
Education,"Educational Attainment","Percent high school graduate or higher",92.2,"(+/- 0.8 )",95.0,"(+/- 0.5 )",93.6,"(+/- 0.5 )",87.0,"(+/- 0.9 )",94.9,"(+/- 0.5 )",93.2,"(+/- 0.5 )",92.4,"(+/- 0.5 )",93.0,"(+/- 0.6 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",30.5,"(+/- 1.1 )",44.9,"(+/- 1.0 )",27.0,"(+/- 0.9 )",29.3,"(+/- 1.2 )",38.2,"(+/- 1.1 )",28.3,"(+/- 0.9 )",24.4,"(+/- 0.8 )",27.2,"(+/- 1.0 )"

"Source: 2019 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",266132,G,380895,G,283202,G,317032,G,411460,G,316241,G,259018,G,332728,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",80,H,1170,H,294,H,0,N,92,G,436,G,788,G,648,H
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",70,G,292,H,1174,G,0,N,197,J,4226,J,675,H,403,H
Business,"Paid employees for pay period including March 12",Utilities,1132,J,1986,G,1777,G,1654,J,2060,J,1486,G,1284,J,1764,H
Business,"Paid employees for pay period including March 12",Construction,12412,G,19036,G,12318,G,6550,G,21299,G,14356,G,13227,G,19133,G
Business,"Paid employees for pay period including March 12",Manufacturing,55388,G,43723,G,53324,G,33603,G,67133,G,88570,G,63510,G,73601,G
Business,"Paid employees for pay period including March 12","Wholesale trade",14777,G,17852,G,11562,G,15552,G,27493,G,11345,G,9696,G,14495,G
Business,"Paid employees for pay period including March 12","Retail trade",43876,G,45794,G,38904,G,21680,G,47977,G,36068,G,35947,G,40784,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",13643,G,10275,G,18437,H,9297,G,13484,G,10913,G,14176,H,16830,G
Business,"Paid employees for pay period including March 12",Information,2794,H,20534,H,5268,H,8553,H,7497,G,3363,H,2721,G,4714,G
Business,"Paid employees for pay period including March 12","Finance and insurance",6033,G,27209,G,15003,G,30277,H,21174,G,11184,G,10354,G,16932,H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",2787,G,5542,G,2921,G,4388,G,5325,G,2889,G,1589,G,2925,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",7413,G,30843,G,7394,G,17346,G,20614,G,10877,G,6089,G,10787,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",5606,G,6942,G,7182,H,14652,H,19157,H,9477,G,2767,H,11290,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",14876,G,18787,G,11777,G,21606,G,23368,G,12025,G,8381,G,17345,G
Business,"Paid employees for pay period including March 12","Educational services",3789,H,4966,G,3233,G,16179,H,14940,G,6207,H,2014,G,5854,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",35796,G,62690,G,47883,H,64408,H,63183,G,43956,G,46508,G,44219,H
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",5169,G,6343,G,5188,G,6359,G,7299,H,5967,G,3646,G,6159,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",29259,G,40672,G,28526,G,32666,G,32314,G,29599,G,25484,G,31135,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",11222,G,16221,G,11022,G,12231,G,16844,G,13284,G,10138,G,13684,G
Business,"Paid employees for pay period including March 12","Industries not classified",10,J,18,J,15,G,24,H,10,J,13,J,24,J,26,J
Business,"Annual payroll ($1,000)","Total for all sectors",11983501,G,21425609,G,12513385,G,18852602,G,22062160,G,15364002,G,11023267,G,15685332,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",2349,G,75005,J,11881,H,0,N,2570,G,19364,G,33024,G,31559,H
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",4027,G,24028,H,87408,G,0,N,16436,H,589551,J,43490,H,22826,H
Business,"Annual payroll ($1,000)",Utilities,129551,J,240882,G,150665,G,233108,J,223556,J,188424,G,119949,H,179659,H
Business,"Annual payroll ($1,000)",Construction,833577,G,1316368,G,1127499,H,494407,G,1579184,G,1016191,G,821312,G,1288823,G
Business,"Annual payroll ($1,000)",Manufacturing,3302000,G,2635093,G,2702433,G,2066741,G,4082751,G,5093109,G,3186185,G,4139650,G
Business,"Annual payroll ($1,000)","Wholesale trade",965987,G,1100703,G,652395,G,1261673,H,2120746,G,679917,G,534172,G,866792,G
Business,"Annual payroll ($1,000)","Retail trade",1289670,G,1484180,G,1009849,G,624617,G,1328153,G,957738,G,1008209,G,1064230,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",594079,G,472539,G,854348,H,397933,G,643642,G,494755,G,596030,G,829204,H
Business,"Annual payroll ($1,000)",Information,108726,H,1908110,H,390202,H,674268,H,594611,H,158869,H,107444,G,271741,G
Business,"Annual payroll ($1,000)","Finance and insurance",402186,G,2405399,G,864915,H,3256837,H,1987793,G,794057,G,632459,G,1211538,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",113546,G,266634,G,93543,G,249987,G,252951,G,100423,G,52652,G,115467,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",374375,G,2849658,G,385097,G,1573571,G,1534871,G,690665,G,308089,G,676636,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",655765,H,810230,G,505224,H,1676995,H,1572005,H,1031670,G,175030,H,824607,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",525020,G,664728,G,417209,G,838774,G,873081,G,404336,G,280653,G,570202,G
Business,"Annual payroll ($1,000)","Educational services",94475,H,127320,G,78775,G,558453,G,1032563,H,150669,G,42113,G,153639,G
Business,"Annual payroll ($1,000)","Health care and social assistance",1723974,G,3549252,G,2389224,H,3391718,H,3023944,H,2097686,G,2347348,G,2191102,H
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",99829,G,143562,G,83958,G,475622,G,111284,G,109813,G,66787,G,362451,H
Business,"Annual payroll ($1,000)","Accommodation and food services",457104,G,771335,G,411401,G,631610,G,527463,G,456605,G,417712,G,515673,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",307075,G,579895,G,297050,G,445499,G,554118,G,329673,G,250362,G,369090,G
Business,"Annual payroll ($1,000)","Industries not classified",186,H,688,G,309,G,453,H,438,G,487,G,247,H,443,H
Business,"Total Establishments","Total for all sectors",15526,X,19484,X,16916,X,13510,X,21316,X,16682,X,19167,X,18437,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",24,X,43,X,79,X,0,X,24,X,56,X,227,X,78,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",9,X,18,X,27,X,0,X,16,X,26,X,38,X,20,X
Business,"Total Establishments",Utilities,23,X,27,X,60,X,20,X,36,X,34,X,95,X,54,X
Business,"Total Establishments",Construction,1700,X,1855,X,1646,X,621,X,2177,X,1663,X,2238,X,2007,X
Business,"Total Establishments",Manufacturing,1041,X,862,X,936,X,675,X,1436,X,1236,X,1270,X,1224,X
Business,"Total Establishments","Wholesale trade",747,X,928,X,709,X,524,X,1396,X,742,X,718,X,916,X
Business,"Total Establishments","Retail trade",2118,X,2374,X,2352,X,1589,X,2489,X,2196,X,2728,X,2529,X
Business,"Total Establishments","Transportation and warehousing",741,X,594,X,830,X,442,X,630,X,694,X,1026,X,788,X
Business,"Total Establishments",Information,197,X,499,X,328,X,256,X,362,X,250,X,308,X,271,X
Business,"Total Establishments","Finance and insurance",810,X,1220,X,1129,X,705,X,1564,X,1047,X,1018,X,1219,X
Business,"Total Establishments","Real estate and rental and leasing",544,X,928,X,612,X,607,X,761,X,513,X,564,X,570,X
Business,"Total Establishments","Professional, scientific, and technical services",1127,X,2240,X,1067,X,1328,X,1980,X,1145,X,1166,X,1286,X
Business,"Total Establishments","Management of companies and enterprises",82,X,142,X,113,X,150,X,197,X,118,X,59,X,143,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",876,X,986,X,701,X,936,X,1170,X,804,X,806,X,940,X
Business,"Total Establishments","Educational services",177,X,296,X,158,X,250,X,264,X,169,X,146,X,188,X
Business,"Total Establishments","Health care and social assistance",1808,X,1890,X,1948,X,2235,X,2694,X,1972,X,2004,X,1924,X
Business,"Total Establishments","Arts, entertainment, and recreation",327,X,470,X,334,X,220,X,384,X,367,X,396,X,405,X
Business,"Total Establishments","Accommodation and food services",1577,X,2061,X,1986,X,1510,X,1700,X,1776,X,2332,X,2026,X
Business,"Total Establishments","Other services (except public administration)",1587,X,2032,X,1881,X,1422,X,2010,X,1863,X,2011,X,1828,X
Business,"Total Establishments","Industries not classified",11,X,19,X,20,X,17,X,26,X,11,X,17,X,21,X

"Source: 2019 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
