cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",41397,"(+/- 4228 )",27870,"(+/- 3818 )",22281,"(+/- 2962 )",37329,"(+/- 5197 )",46044,"(+/- 5070 )",28177,"(+/- 4484 )",36105,"(+/- 2645 )",33409,"(+/- 2295 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",167530,"(+/- 2118 )",185955,"(+/- 2485 )",179246,"(+/- 5539 )",178926,"(+/- 2447 )",157536,"(+/- 5689 )",196532,"(+/- 3969 )",165578,"(+/- 1976 )",147080,"(+/- 1494 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",7827,"(+/- 2021 )",4433,"(+/- 1469 )",2153,"(+/- 787 )",5845,"(+/- 2759 )",3744,"(+/- 1208 )",4794,"(+/- 2638 )",7938,"(+/- 1384 )",5653,"(+/- 1170 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",5.1,"(+/- 0.8 )",3.6,"(+/- 0.7 )",3.0,"(+/- 0.7 )",6.5,"(+/- 1.3 )",8.6,"(+/- 1.2 )",3.5,"(+/- 0.6 )",5.7,"(+/- 0.6 )",6.2,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",9.1,"(+/- 1.6 )",6.0,"(+/- 1.3 )",4.8,"(+/- 1.2 )",11.5,"(+/- 2.4 )",14.4,"(+/- 2.5 )",5.6,"(+/- 1.2 )",10.3,"(+/- 1.3 )",11.1,"(+/- 1.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",6.5,"(+/- 3.4 )",4.9,"(+/- 3.2 )",4.1,"(+/- 3.6 )",7.6,"(+/- 3.7 )",8.5,"(+/- 4.6 )",5.9,"(+/- 3.5 )",12.4,"(+/- 3.3 )",15.5,"(+/- 4.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",2.1,"(+/- 0.6 )",1.4,"(+/- 0.4 )",1.8,"(+/- 0.7 )",2.3,"(+/- 0.7 )",3.4,"(+/- 0.8 )",1.9,"(+/- 0.6 )",2.5,"(+/- 0.4 )",2.5,"(+/- 0.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",2.8,"(+/- 1.2 )",1.6,"(+/- 0.6 )",2.0,"(+/- 1.1 )",3.7,"(+/- 1.5 )",5.0,"(+/- 1.9 )",2.8,"(+/- 1.1 )",3.6,"(+/- 1.1 )",2.0,"(+/- 0.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",2.2,"(+/- 3.2 )",0.0,"(+/- 0.7 )",3.0,"(+/- 3.5 )",1.9,"(+/- 2.2 )",1.2,"(+/- 1.2 )",2.4,"(+/- 2.9 )",2.8,"(+/- 1.7 )",2.8,"(+/- 2.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",21.8,"(+/- 3.9 )",14.1,"(+/- 3.2 )",9.3,"(+/- 3.4 )",21.6,"(+/- 5.0 )",27.0,"(+/- 4.7 )",12.8,"(+/- 3.8 )",22.9,"(+/- 3.6 )",25.0,"(+/- 4.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",30.0,"(+/- 5.1 )",19.5,"(+/- 4.5 )",14.3,"(+/- 5.2 )",31.9,"(+/- 6.6 )",35.1,"(+/- 6.1 )",17.4,"(+/- 5.5 )",31.0,"(+/- 5.1 )",34.5,"(+/- 5.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",27.2,"(+/- 15.2 )",22.8,"(+/- 14.5 )",2.8,"(+/- 5.0 )",32.0,"(+/- 15.6 )",34.3,"(+/- 18.2 )",32.1,"(+/- 19.4 )",35.7,"(+/- 12.1 )",47.5,"(+/- 13.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",9.3,"(+/- 0.9 )",5.9,"(+/- 0.7 )",5.2,"(+/- 0.7 )",10.7,"(+/- 1.3 )",13.7,"(+/- 1.2 )",6.3,"(+/- 0.8 )",10.4,"(+/- 0.8 )",10.6,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",10.7,"(+/- 1.9 )",7.6,"(+/- 1.7 )",6.5,"(+/- 1.8 )",15.4,"(+/- 3.1 )",18.7,"(+/- 3.4 )",7.5,"(+/- 1.6 )",13.3,"(+/- 1.8 )",11.6,"(+/- 1.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",10.3,"(+/- 1.9 )",7.2,"(+/- 1.7 )",6.3,"(+/- 1.8 )",15.0,"(+/- 3.1 )",18.3,"(+/- 3.5 )",6.9,"(+/- 1.5 )",13.0,"(+/- 1.8 )",11.2,"(+/- 1.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",10.1,"(+/- 2.7 )",6.0,"(+/- 2.2 )",5.7,"(+/- 2.2 )",12.8,"(+/- 3.8 )",17.6,"(+/- 4.2 )",8.4,"(+/- 2.6 )",14.6,"(+/- 2.4 )",15.4,"(+/- 2.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",10.4,"(+/- 2.1 )",7.7,"(+/- 2.0 )",6.5,"(+/- 2.0 )",15.8,"(+/- 3.5 )",18.7,"(+/- 3.7 )",6.4,"(+/- 1.6 )",12.4,"(+/- 1.9 )",9.7,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",8.8,"(+/- 0.7 )",5.4,"(+/- 0.6 )",4.8,"(+/- 0.6 )",9.3,"(+/- 1.0 )",12.3,"(+/- 0.8 )",5.9,"(+/- 0.7 )",9.5,"(+/- 0.6 )",10.4,"(+/- 0.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",6.7,"(+/- 1.0 )",5.5,"(+/- 1.4 )",5.3,"(+/- 1.2 )",8.6,"(+/- 1.5 )",9.7,"(+/- 1.5 )",6.5,"(+/- 1.3 )",8.3,"(+/- 0.9 )",8.7,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",5.8,"(+/- 1.0 )",4.0,"(+/- 0.8 )",3.4,"(+/- 0.8 )",8.3,"(+/- 1.6 )",10.4,"(+/- 1.7 )",4.0,"(+/- 0.8 )",7.1,"(+/- 0.9 )",6.4,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",21.9,"(+/- 1.7 )",15.3,"(+/- 1.6 )",13.9,"(+/- 1.5 )",19.0,"(+/- 1.7 )",20.1,"(+/- 1.4 )",17.8,"(+/- 1.7 )",23.2,"(+/- 1.4 )",24.7,"(+/- 1.6 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",169054,"(+/- 4230 )",188407,"(+/- 3498 )",180145,"(+/- 5584 )",183096,"(+/- 3521 )",174024,"(+/- 5628 )",189114,"(+/- 5396 )",155734,"(+/- 3455 )",146532,"(+/- 2512 )"
Education,"School Enrollment","Nursery school, preschool",13633,"(+/- 1712 )",12748,"(+/- 1663 )",14071,"(+/- 1928 )",11181,"(+/- 1651 )",13087,"(+/- 1607 )",12625,"(+/- 1566 )",10492,"(+/- 1095 )",10493,"(+/- 1273 )"
Education,"School Enrollment",Kindergarten,8199,"(+/- 1230 )",8742,"(+/- 1547 )",9203,"(+/- 1806 )",9529,"(+/- 1736 )",8830,"(+/- 1805 )",9862,"(+/- 1666 )",8989,"(+/- 1041 )",6813,"(+/- 901 )"
Education,"School Enrollment","Elementary school (grades 1-8)",69049,"(+/- 2367 )",82205,"(+/- 2517 )",74664,"(+/- 3766 )",75408,"(+/- 2581 )",63902,"(+/- 4016 )",82635,"(+/- 3374 )",70583,"(+/- 2033 )",62807,"(+/- 1629 )"
Education,"School Enrollment","High school (grades 9-12)",34747,"(+/- 1991 )",42633,"(+/- 2332 )",44521,"(+/- 2384 )",37276,"(+/- 1949 )",27391,"(+/- 2560 )",43884,"(+/- 2234 )",34731,"(+/- 1394 )",32641,"(+/- 1277 )"
Education,"School Enrollment","College or graduate school",43426,"(+/- 2959 )",42079,"(+/- 2753 )",37686,"(+/- 3170 )",49702,"(+/- 2937 )",60814,"(+/- 4104 )",40108,"(+/- 3538 )",30939,"(+/- 2341 )",33778,"(+/- 2275 )"
Education,"Educational Attainment","Population 25 years and over",455430,"(+/- 2620 )",481445,"(+/- 2241 )",509293,"(+/- 5280 )",485867,"(+/- 2734 )",505040,"(+/- 6318 )",478637,"(+/- 4675 )",453032,"(+/- 2632 )",478468,"(+/- 1506 )"
Education,"Educational Attainment","Less than 9th grade",12860,"(+/- 1999 )",9198,"(+/- 1887 )",11551,"(+/- 1990 )",17503,"(+/- 2073 )",19216,"(+/- 2700 )",11522,"(+/- 2033 )",13576,"(+/- 1266 )",8304,"(+/- 1099 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",18799,"(+/- 1445 )",14325,"(+/- 2117 )",10719,"(+/- 1623 )",18097,"(+/- 2117 )",19530,"(+/- 2612 )",16350,"(+/- 2237 )",21028,"(+/- 1812 )",23112,"(+/- 1968 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",131492,"(+/- 4583 )",105508,"(+/- 5292 )",88770,"(+/- 5486 )",105177,"(+/- 5190 )",88982,"(+/- 5198 )",126840,"(+/- 5120 )",142002,"(+/- 3689 )",151226,"(+/- 4168 )"
Education,"Educational Attainment","Some college, no degree",92264,"(+/- 3463 )",98606,"(+/- 4768 )",94173,"(+/- 5252 )",84831,"(+/- 4090 )",90397,"(+/- 4409 )",107674,"(+/- 5073 )",101276,"(+/- 3190 )",116500,"(+/- 3218 )"
Education,"Educational Attainment","Associate's degree",58360,"(+/- 3230 )",57823,"(+/- 3537 )",48530,"(+/- 3441 )",42983,"(+/- 2917 )",43043,"(+/- 3359 )",60849,"(+/- 3176 )",69367,"(+/- 2386 )",61623,"(+/- 2653 )"
Education,"Educational Attainment","Bachelor's degree",89698,"(+/- 3867 )",131433,"(+/- 5386 )",167722,"(+/- 5628 )",135131,"(+/- 4968 )",155074,"(+/- 6761 )",110326,"(+/- 4933 )",75963,"(+/- 2959 )",77483,"(+/- 3426 )"
Education,"Educational Attainment","Graduate or professional degree",51957,"(+/- 2655 )",64552,"(+/- 3972 )",87828,"(+/- 4528 )",82145,"(+/- 4129 )",88798,"(+/- 4414 )",45076,"(+/- 2874 )",29820,"(+/- 1892 )",40220,"(+/- 2247 )"
Education,"Educational Attainment","Percent high school graduate or higher",93.0,"(+/- 0.5 )",95.1,"(+/- 0.6 )",95.6,"(+/- 0.5 )",92.7,"(+/- 0.5 )",92.3,"(+/- 0.7 )",94.2,"(+/- 0.6 )",92.4,"(+/- 0.5 )",93.4,"(+/- 0.5 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",31.1,"(+/- 1.0 )",40.7,"(+/- 1.2 )",50.2,"(+/- 1.1 )",44.7,"(+/- 1.2 )",48.3,"(+/- 1.3 )",32.5,"(+/- 1.2 )",23.4,"(+/- 0.8 )",24.6,"(+/- 0.9 )"

"Source: 2019 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",302222,G,281765,G,480326,G,363996,G,524418,G,237465,G,235595,G,217524,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",469,G,136,G,84,H,25,H,27,G,188,H,746,H,858,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",265,J,228,H,92,J,48,G,0,N,252,J,182,H,4132,G
Business,"Paid employees for pay period including March 12",Utilities,966,H,1367,J,1144,J,918,J,3662,J,1501,H,1465,H,1983,H
Business,"Paid employees for pay period including March 12",Construction,12031,G,16588,G,20538,G,13530,G,18719,H,23340,G,11502,G,11954,G
Business,"Paid employees for pay period including March 12",Manufacturing,51943,G,36129,G,62676,G,29825,G,31681,G,38216,G,45989,G,19888,G
Business,"Paid employees for pay period including March 12","Wholesale trade",9101,G,16677,G,33194,G,18336,G,22661,G,12235,G,15085,G,6053,G
Business,"Paid employees for pay period including March 12","Retail trade",38544,G,36859,G,52736,G,35297,G,33170,G,34577,G,34467,G,33527,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",11303,G,17341,G,11127,G,8694,G,22466,G,10066,G,7518,G,6191,G
Business,"Paid employees for pay period including March 12",Information,5815,G,7908,H,12212,G,8862,G,16206,G,2929,G,3209,G,3058,G
Business,"Paid employees for pay period including March 12","Finance and insurance",9256,H,14147,H,43138,H,22166,G,47341,G,6890,G,8365,G,7617,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",2788,G,3350,G,11121,G,5778,G,8825,G,2666,G,1426,G,2484,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",40610,H,11700,G,38082,G,18411,G,48844,G,7585,G,6883,G,7472,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",6041,H,8718,G,29748,G,28425,G,47553,G,3157,H,2710,G,2856,H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",8941,G,11794,G,31442,G,18689,G,25670,G,11852,G,5017,G,6479,G
Business,"Paid employees for pay period including March 12","Educational services",6486,G,8447,H,8339,G,21165,G,16354,G,4759,G,3815,H,4381,H
Business,"Paid employees for pay period including March 12","Health care and social assistance",56514,G,37975,H,60229,G,73692,G,102651,G,39128,G,51282,G,54783,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",3677,G,8344,G,7701,G,8857,G,11116,G,5014,G,2084,G,3812,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",25833,G,29856,G,38585,G,32312,G,45566,G,21920,G,22593,G,29488,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",11625,G,14189,G,18132,G,18962,G,21879,G,11178,G,11203,G,10488,G
Business,"Paid employees for pay period including March 12","Industries not classified",14,J,12,J,6,G,4,G,27,J,12,G,54,G,20,G
Business,"Annual payroll ($1,000)","Total for all sectors",14511106,G,14455267,G,31653205,G,21397081,G,36146601,G,10962574,G,9528341,G,9160019,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",23809,G,5342,G,2790,H,2001,G,967,G,6735,G,40946,G,34325,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",26106,H,19575,G,8047,J,7120,H,0,N,23191,J,13465,G,412592,G
Business,"Annual payroll ($1,000)",Utilities,86336,H,153839,J,140837,J,95701,H,411286,J,162747,H,128476,H,187426,H
Business,"Annual payroll ($1,000)",Construction,801585,G,1326873,G,1651025,G,1125220,G,1632144,H,1823763,G,758512,G,862261,G
Business,"Annual payroll ($1,000)",Manufacturing,2796300,G,2355232,G,4597423,G,2029961,G,2192968,G,2181138,G,2343870,G,1056130,G
Business,"Annual payroll ($1,000)","Wholesale trade",548367,G,1210029,G,2952338,G,1424175,H,1891063,G,658930,G,874129,G,297192,G
Business,"Annual payroll ($1,000)","Retail trade",965743,G,1064378,G,1647975,G,967908,G,1061711,G,935822,G,902397,G,908619,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",460191,G,753547,G,580016,G,457600,G,1403410,H,411798,G,296439,G,307568,G
Business,"Annual payroll ($1,000)",Information,270690,G,776414,H,1226785,G,784024,G,1595599,G,182970,G,140929,G,154651,G
Business,"Annual payroll ($1,000)","Finance and insurance",710996,H,1198568,H,5316318,H,1900531,G,5804392,G,455924,G,479172,G,415802,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",93734,G,160824,G,747806,G,320874,G,504801,G,102298,G,49931,G,81011,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",3622691,H,871947,G,3343492,G,1538153,G,4660512,G,457746,G,384903,G,468230,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",545023,H,825825,G,3202359,G,4198952,G,4994958,G,250326,G,184909,H,170254,H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",273545,G,512513,G,1347156,G,707585,G,1162761,G,505668,G,185109,G,193367,G
Business,"Annual payroll ($1,000)","Educational services",167321,G,243412,G,276597,G,602348,G,755744,G,136544,G,84259,H,108498,H
Business,"Annual payroll ($1,000)","Health care and social assistance",2329659,H,1460431,H,2944370,H,3618797,H,5515031,G,1875584,H,1989422,G,2575359,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",58970,G,435103,H,186063,G,286046,H,618738,H,99599,G,39200,G,79135,G
Business,"Annual payroll ($1,000)","Accommodation and food services",435690,G,627357,G,840685,G,631202,G,1087612,G,353827,G,377554,G,581981,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",294076,G,453589,G,640796,G,698490,G,851886,G,337451,G,253517,G,265111,G
Business,"Annual payroll ($1,000)","Industries not classified",274,H,469,G,327,H,393,G,1017,G,513,H,1202,H,507,J
Business,"Total Establishments","Total for all sectors",16825,X,17146,X,23626,X,17931,X,21200,X,17285,X,19222,X,17579,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",92,X,40,X,33,X,14,X,5,X,41,X,163,X,168,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",22,X,21,X,3,X,7,X,0,X,14,X,39,X,33,X
Business,"Total Establishments",Utilities,55,X,30,X,17,X,26,X,41,X,27,X,89,X,69,X
Business,"Total Establishments",Construction,2023,X,2090,X,2012,X,1252,X,1260,X,3212,X,2603,X,2402,X
Business,"Total Establishments",Manufacturing,870,X,748,X,1020,X,691,X,833,X,1065,X,976,X,826,X
Business,"Total Establishments","Wholesale trade",741,X,970,X,1697,X,828,X,992,X,742,X,944,X,559,X
Business,"Total Establishments","Retail trade",2379,X,1864,X,2478,X,2014,X,1965,X,2040,X,2814,X,2688,X
Business,"Total Establishments","Transportation and warehousing",783,X,692,X,447,X,387,X,368,X,660,X,1033,X,605,X
Business,"Total Establishments",Information,265,X,257,X,450,X,324,X,566,X,204,X,314,X,258,X
Business,"Total Establishments","Finance and insurance",1072,X,993,X,1937,X,1043,X,1282,X,905,X,1274,X,875,X
Business,"Total Establishments","Real estate and rental and leasing",556,X,901,X,1472,X,1041,X,1333,X,863,X,492,X,640,X
Business,"Total Establishments","Professional, scientific, and technical services",1054,X,2030,X,3692,X,2356,X,3527,X,1493,X,1050,X,1106,X
Business,"Total Establishments","Management of companies and enterprises",79,X,187,X,290,X,171,X,255,X,61,X,89,X,68,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",708,X,1035,X,1467,X,850,X,1104,X,1036,X,725,X,777,X
Business,"Total Establishments","Educational services",190,X,230,X,376,X,344,X,393,X,172,X,113,X,149,X
Business,"Total Establishments","Health care and social assistance",2072,X,1823,X,2483,X,2700,X,2741,X,1629,X,2151,X,2188,X
Business,"Total Establishments","Arts, entertainment, and recreation",347,X,337,X,400,X,387,X,452,X,322,X,398,X,418,X
Business,"Total Establishments","Accommodation and food services",1463,X,1249,X,1499,X,1563,X,1904,X,1077,X,1489,X,1805,X
Business,"Total Establishments","Other services (except public administration)",2037,X,1626,X,1835,X,1917,X,2156,X,1707,X,2441,X,1929,X
Business,"Total Establishments","Industries not classified",17,X,23,X,18,X,16,X,22,X,15,X,25,X,16,X

"Source: 2019 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
