cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",10.2,"(+/- 0.8 )",10.4,"(+/- 1.0 )",12.4,"(+/- 1.0 )",7.4,"(+/- 0.6 )",8.5,"(+/- 0.9 )",6.0,"(+/- 0.6 )",7.5,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",9.1,"(+/- 1.5 )",6.0,"(+/- 1.0 )",9.3,"(+/- 1.4 )",7.4,"(+/- 1.2 )",6.8,"(+/- 1.1 )",5.6,"(+/- 1.5 )",5.6,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",8.1,"(+/- 1.3 )",4.1,"(+/- 1.2 )",9.9,"(+/- 1.2 )",5.0,"(+/- 0.8 )",6.0,"(+/- 1.1 )",4.7,"(+/- 0.9 )",6.6,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",16.5,"(+/- 1.4 )",25.7,"(+/- 2.3 )",26.7,"(+/- 2.3 )",21.8,"(+/- 2.0 )",21.5,"(+/- 2.0 )",15.5,"(+/- 1.6 )",15.7,"(+/- 1.7 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",183050,"(+/- 5535 )",225741,"(+/- 5945 )",170454,"(+/- 5521 )",222973,"(+/- 6137 )",205491,"(+/- 4489 )",208801,"(+/- 6443 )",189904,"(+/- 5603 )"
Education,"School Enrollment","Nursery school, preschool",16464,"(+/- 2155 )",13002,"(+/- 1769 )",9726,"(+/- 1498 )",16331,"(+/- 1967 )",11624,"(+/- 1884 )",13546,"(+/- 1751 )",13345,"(+/- 1875 )"
Education,"School Enrollment",Kindergarten,8649,"(+/- 1595 )",8143,"(+/- 1682 )",7349,"(+/- 1621 )",11693,"(+/- 1701 )",10636,"(+/- 1897 )",14184,"(+/- 2231 )",8968,"(+/- 1518 )"
Education,"School Enrollment","Elementary school (grades 1-8)",71755,"(+/- 3104 )",73359,"(+/- 3805 )",76197,"(+/- 3018 )",95199,"(+/- 3715 )",81255,"(+/- 2558 )",89146,"(+/- 4064 )",80777,"(+/- 3510 )"
Education,"School Enrollment","High school (grades 9-12)",32356,"(+/- 1943 )",39413,"(+/- 2278 )",36382,"(+/- 2376 )",52032,"(+/- 2414 )",41311,"(+/- 2245 )",49575,"(+/- 3143 )",39081,"(+/- 2589 )"
Education,"School Enrollment","College or graduate school",53826,"(+/- 4099 )",91824,"(+/- 5022 )",40800,"(+/- 3931 )",47718,"(+/- 3436 )",60665,"(+/- 4163 )",42350,"(+/- 3127 )",47733,"(+/- 3770 )"
Education,"Educational Attainment","Population 25 years and over",621474,"(+/- 4212 )",563353,"(+/- 5607 )",534957,"(+/- 4255 )",582259,"(+/- 4866 )",553635,"(+/- 1964 )",559231,"(+/- 5812 )",560034,"(+/- 6124 )"
Education,"Educational Attainment","Less than 9th grade",23935,"(+/- 2786 )",7450,"(+/- 2125 )",17610,"(+/- 2971 )",25836,"(+/- 3396 )",10489,"(+/- 2169 )",18619,"(+/- 3207 )",23763,"(+/- 3284 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",27287,"(+/- 3497 )",13316,"(+/- 2939 )",28218,"(+/- 2997 )",27194,"(+/- 2574 )",18736,"(+/- 2530 )",24560,"(+/- 3146 )",35207,"(+/- 4049 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",107942,"(+/- 6148 )",80227,"(+/- 5588 )",139001,"(+/- 5821 )",133245,"(+/- 5924 )",124115,"(+/- 6105 )",110541,"(+/- 5503 )",141519,"(+/- 6891 )"
Education,"Educational Attainment","Some college, no degree",105044,"(+/- 5853 )",96256,"(+/- 5310 )",127609,"(+/- 5562 )",125537,"(+/- 5249 )",128214,"(+/- 5420 )",110680,"(+/- 5241 )",112230,"(+/- 6015 )"
Education,"Educational Attainment","Associate's degree",33400,"(+/- 3211 )",45530,"(+/- 3770 )",46093,"(+/- 3534 )",53834,"(+/- 3395 )",63053,"(+/- 4266 )",48605,"(+/- 3683 )",44446,"(+/- 3781 )"
Education,"Educational Attainment","Bachelor's degree",202086,"(+/- 5420 )",185856,"(+/- 6550 )",118714,"(+/- 5518 )",134461,"(+/- 4943 )",130492,"(+/- 5583 )",152232,"(+/- 5261 )",133984,"(+/- 4864 )"
Education,"Educational Attainment","Graduate or professional degree",121780,"(+/- 5763 )",134718,"(+/- 5514 )",57712,"(+/- 3620 )",82152,"(+/- 4205 )",78536,"(+/- 4733 )",93994,"(+/- 4799 )",68885,"(+/- 3867 )"
Education,"Educational Attainment","Percent high school graduate or higher",91.8,"(+/- 0.7 )",96.3,"(+/- 0.7 )",91.4,"(+/- 0.7 )",90.9,"(+/- 0.6 )",94.7,"(+/- 0.6 )",92.3,"(+/- 0.8 )",89.5,"(+/- 0.8 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",52.1,"(+/- 1.0 )",56.9,"(+/- 1.2 )",33.0,"(+/- 1.2 )",37.2,"(+/- 1.1 )",37.8,"(+/- 1.2 )",44.0,"(+/- 1.3 )",36.2,"(+/- 1.1 )"

"Source: 2019 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",525864,G,385720,G,262145,G,253858,G,272339,G,341099,G,292556,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",127,H,133,H,627,G,583,G,104,J,58,G,162,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",5714,G,1683,H,4472,G,5824,G,985,J,1008,H,1243,H
Business,"Paid employees for pay period including March 12",Utilities,2562,J,754,G,2231,H,1404,H,354,J,682,J,1605,J
Business,"Paid employees for pay period including March 12",Construction,27951,G,22677,G,24706,G,27804,G,17184,G,22002,G,32324,G
Business,"Paid employees for pay period including March 12",Manufacturing,20032,G,33018,G,12942,G,24317,G,11274,G,9723,G,17241,G
Business,"Paid employees for pay period including March 12","Wholesale trade",26974,G,16992,G,7219,G,9688,G,6181,G,18960,G,15595,G
Business,"Paid employees for pay period including March 12","Retail trade",41854,G,48120,G,39105,G,37692,G,35456,G,38185,G,39961,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",31272,H,4965,G,8079,G,5884,G,6512,G,8455,G,18464,G
Business,"Paid employees for pay period including March 12",Information,19117,G,19977,G,3899,G,8463,H,9720,G,27130,H,5653,H
Business,"Paid employees for pay period including March 12","Finance and insurance",29075,G,10417,G,8161,G,9427,G,12852,H,29733,G,15473,H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",13022,G,8762,G,7175,G,4023,G,4530,G,5772,G,4775,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",53036,G,40313,G,11873,G,16195,G,24961,G,26813,G,23518,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",20646,G,13387,H,2023,G,3595,G,2263,H,14590,H,6949,H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",47970,G,19248,G,12469,G,17395,G,20666,G,25917,G,19751,G
Business,"Paid employees for pay period including March 12","Educational services",19534,G,6399,G,3371,G,3990,G,8231,H,6506,G,4961,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",64451,G,45246,G,46370,G,33730,G,44220,G,50668,G,35898,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",13505,G,19596,G,8679,G,3059,G,4824,G,5719,G,3647,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",65491,G,58503,G,47293,G,28852,G,37005,G,35526,G,32625,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",23468,G,15485,G,11415,G,11914,G,24995,G,13627,G,12697,G
Business,"Paid employees for pay period including March 12","Industries not classified",63,G,45,J,36,J,19,J,22,J,25,G,14,G
Business,"Annual payroll ($1,000)","Total for all sectors",35474143,G,22743277,G,11251493,G,13516358,G,12912941,G,21704976,G,14907158,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",4243,H,4301,G,24370,G,27593,G,5881,J,4428,H,8883,H
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",936309,G,133863,H,388934,G,563213,G,83330,J,93596,H,150960,H
Business,"Annual payroll ($1,000)",Utilities,303258,J,74703,G,209179,H,124430,H,30785,J,71143,J,193532,J
Business,"Annual payroll ($1,000)",Construction,1907521,G,1447553,G,1467743,G,1973805,G,974462,G,1583207,G,2118168,G
Business,"Annual payroll ($1,000)",Manufacturing,1115571,G,2744598,H,667989,G,1319589,G,696795,G,523047,G,1117708,G
Business,"Annual payroll ($1,000)","Wholesale trade",1921920,G,1997476,G,400151,G,669600,G,437091,G,1642087,G,1038426,G
Business,"Annual payroll ($1,000)","Retail trade",1486927,G,1471484,G,1215215,G,1185400,G,1099674,G,1279137,G,1347919,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",2366537,H,233087,G,354392,G,326653,G,311411,G,443485,G,851761,G
Business,"Annual payroll ($1,000)",Information,2201489,G,2626634,G,178272,G,753365,H,599527,G,2810443,H,450155,G
Business,"Annual payroll ($1,000)","Finance and insurance",3886471,G,865572,G,599186,G,712436,G,951811,H,2819779,G,793846,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",901518,G,491727,G,309643,G,220051,G,210594,G,362362,G,241882,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",5600709,G,3701908,G,727251,G,1557926,G,2028096,G,2492552,G,1949869,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",2964931,G,1167189,G,141445,G,467103,G,180409,H,1466033,H,562822,H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",1749798,G,774933,G,449732,G,726695,G,953416,G,1267660,G,920708,G
Business,"Annual payroll ($1,000)","Educational services",731920,G,191634,G,97625,G,133306,H,292318,H,276285,G,173279,G
Business,"Annual payroll ($1,000)","Health care and social assistance",3931908,G,2363172,G,2342425,G,1737994,G,2204204,G,2894589,G,1752123,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",824581,G,499279,G,229445,G,80489,G,109729,G,347045,J,87939,G
Business,"Annual payroll ($1,000)","Accommodation and food services",1721711,G,1381578,G,1083028,G,540153,G,780376,G,794187,G,683363,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",913267,G,570730,G,364516,G,395139,G,962035,G,532720,G,463229,G
Business,"Annual payroll ($1,000)","Industries not classified",3554,H,1856,G,952,G,1418,G,997,H,1191,G,586,G
Business,"Total Establishments","Total for all sectors",31371,X,31428,X,26548,X,21163,X,20900,X,21440,X,20597,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",9,X,58,X,98,X,119,X,27,X,9,X,19,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",262,X,102,X,273,X,282,X,25,X,98,X,68,X
Business,"Total Establishments",Utilities,33,X,50,X,132,X,114,X,31,X,23,X,33,X
Business,"Total Establishments",Construction,2196,X,3272,X,4074,X,2734,X,2385,X,2005,X,2799,X
Business,"Total Establishments",Manufacturing,960,X,1082,X,751,X,724,X,540,X,388,X,737,X
Business,"Total Establishments","Wholesale trade",1565,X,1104,X,845,X,932,X,601,X,918,X,1067,X
Business,"Total Establishments","Retail trade",2890,X,3295,X,3387,X,2349,X,2413,X,2005,X,2276,X
Business,"Total Establishments","Transportation and warehousing",620,X,376,X,709,X,776,X,366,X,565,X,610,X
Business,"Total Establishments",Information,811,X,757,X,421,X,430,X,387,X,598,X,355,X
Business,"Total Establishments","Finance and insurance",2004,X,1609,X,1206,X,1294,X,1329,X,1806,X,1178,X
Business,"Total Establishments","Real estate and rental and leasing",2530,X,2569,X,2012,X,1289,X,1709,X,1618,X,1243,X
Business,"Total Establishments","Professional, scientific, and technical services",5985,X,5936,X,3056,X,2729,X,2962,X,3539,X,2853,X
Business,"Total Establishments","Management of companies and enterprises",320,X,139,X,81,X,88,X,82,X,199,X,121,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",1628,X,1621,X,1459,X,1097,X,1108,X,1209,X,1163,X
Business,"Total Establishments","Educational services",540,X,605,X,291,X,266,X,347,X,377,X,312,X
Business,"Total Establishments","Health care and social assistance",2910,X,2990,X,2339,X,2067,X,2421,X,2398,X,2007,X
Business,"Total Establishments","Arts, entertainment, and recreation",586,X,738,X,598,X,300,X,400,X,313,X,297,X
Business,"Total Establishments","Accommodation and food services",2778,X,2640,X,2520,X,1592,X,1759,X,1592,X,1624,X
Business,"Total Establishments","Other services (except public administration)",2714,X,2449,X,2260,X,1952,X,1994,X,1763,X,1821,X
Business,"Total Establishments","Industries not classified",30,X,36,X,36,X,29,X,14,X,17,X,14,X

"Source: 2019 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
