cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE"
Business,"Paid employees for pay period including March 12",Utilities,959,J,3349,J,1283,J,1682,G,2786,J,1730,H
Business,"Paid employees for pay period including March 12",Construction,18932,G,18224,G,18217,G,12011,G,11300,G,65548,H
Business,"Paid employees for pay period including March 12",Manufacturing,15242,G,28119,G,27056,G,19028,G,16200,G,15767,G
Business,"Paid employees for pay period including March 12","Wholesale trade",15896,G,10362,G,14658,G,8917,G,7894,G,14011,G
Business,"Paid employees for pay period including March 12","Retail trade",45209,G,30487,G,41046,G,31370,G,32536,G,43136,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",15199,G,18157,G,13089,G,7557,G,6715,G,11990,G
Business,"Paid employees for pay period including March 12",Information,3954,G,3542,G,3626,G,2620,G,3670,H,4851,H
Business,"Paid employees for pay period including March 12","Finance and insurance",14031,G,9443,G,8659,G,6966,H,8840,G,14231,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",6021,G,5104,G,8248,G,3652,H,2876,G,4980,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",16916,G,19821,G,17103,G,7756,G,7909,G,23289,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",7021,G,4601,H,3762,G,1675,G,2156,H,9740,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",17870,G,16447,G,13963,G,9489,G,7910,G,17574,G
Business,"Paid employees for pay period including March 12","Educational services",13095,G,15845,G,4157,G,2527,G,3211,G,5957,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",59975,G,38224,G,52625,G,51049,G,54559,G,47714,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",6546,G,8489,H,2777,G,2661,G,1886,G,4538,H
Business,"Paid employees for pay period including March 12","Accommodation and food services",37282,G,51900,G,38860,G,27244,G,22142,G,37169,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",14584,G,12709,G,11631,G,10161,G,10083,G,14882,G
Business,"Paid employees for pay period including March 12","Industries not classified",10,G,25,H,41,J,43,H,27,J,20,J
Business,"Annual payroll ($1,000)","Total for all sectors",15582072,G,15498527,G,14351011,G,8679795,G,7958449,G,17212121,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",3458,G,30676,H,21409,H,67149,G,65740,G,12134,H
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",632991,H,224648,G,1218425,G,450499,G,70073,G,94242,G
Business,"Annual payroll ($1,000)",Utilities,78679,J,479191,J,111032,J,135621,G,271424,J,162135,H
Business,"Annual payroll ($1,000)",Construction,1121590,G,1045705,G,1244646,G,627158,G,642563,G,4529017,H
Business,"Annual payroll ($1,000)",Manufacturing,1051963,G,2672601,G,2051426,G,1023067,G,915649,G,1218727,G
Business,"Annual payroll ($1,000)","Wholesale trade",999564,G,633293,G,874551,G,508673,G,394082,G,929421,G
Business,"Annual payroll ($1,000)","Retail trade",1262141,G,868078,G,1124582,G,846198,G,849935,G,1212616,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",1101276,G,1060795,G,756293,G,343619,G,331529,G,657624,G
Business,"Annual payroll ($1,000)",Information,198737,G,226734,G,170746,G,122046,G,252275,H,232244,H
Business,"Annual payroll ($1,000)","Finance and insurance",1041038,G,831160,G,511280,G,387673,G,450867,G,1051164,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",325708,G,236844,G,528437,G,158345,G,110925,G,258894,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",1219274,G,1587166,G,1201096,G,381767,G,387349,G,1727261,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",583962,G,586070,H,257304,G,104161,G,118794,G,618161,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",614271,G,603428,G,727928,H,280199,G,275552,G,740458,G
Business,"Annual payroll ($1,000)","Educational services",496440,H,735360,G,120032,G,76627,G,82488,G,198133,G
Business,"Annual payroll ($1,000)","Health care and social assistance",3115058,G,1808477,G,2311874,G,2380247,G,2088173,G,2299013,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",548296,J,178088,G,52524,G,54526,G,35514,H,86799,H
Business,"Annual payroll ($1,000)","Accommodation and food services",682461,G,1259919,G,708080,G,468740,G,329727,G,633963,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",504777,G,428609,G,358235,G,262473,G,285290,G,549569,G
Business,"Annual payroll ($1,000)","Industries not classified",388,H,1685,J,1111,H,1007,G,500,H,546,G
Business,"Total Establishments","Total for all sectors",21322,X,16109,X,19830,X,14926,X,15033,X,18520,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",61,X,9,X,46,X,213,X,194,X,37,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",181,X,50,X,478,X,393,X,140,X,87,X
Business,"Total Establishments",Utilities,59,X,57,X,74,X,126,X,136,X,61,X
Business,"Total Establishments",Construction,1726,X,927,X,1469,X,1170,X,1055,X,1659,X
Business,"Total Establishments",Manufacturing,524,X,513,X,766,X,401,X,405,X,498,X
Business,"Total Establishments","Wholesale trade",1229,X,678,X,1039,X,644,X,591,X,931,X
Business,"Total Establishments","Retail trade",2962,X,2574,X,2963,X,2399,X,2598,X,2748,X
Business,"Total Establishments","Transportation and warehousing",780,X,687,X,703,X,561,X,499,X,497,X
Business,"Total Establishments",Information,291,X,273,X,241,X,225,X,240,X,251,X
Business,"Total Establishments","Finance and insurance",1574,X,890,X,1337,X,1065,X,1143,X,1362,X
Business,"Total Establishments","Real estate and rental and leasing",1087,X,756,X,1064,X,720,X,655,X,934,X
Business,"Total Establishments","Professional, scientific, and technical services",2716,X,1962,X,2457,X,1356,X,1450,X,2332,X
Business,"Total Establishments","Management of companies and enterprises",140,X,118,X,111,X,67,X,52,X,113,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",1081,X,750,X,867,X,583,X,569,X,930,X
Business,"Total Establishments","Educational services",262,X,270,X,210,X,140,X,132,X,262,X
Business,"Total Establishments","Health care and social assistance",2564,X,1557,X,2422,X,1847,X,2247,X,2002,X
Business,"Total Establishments","Arts, entertainment, and recreation",343,X,299,X,261,X,205,X,182,X,267,X
Business,"Total Establishments","Accommodation and food services",2041,X,2122,X,1706,X,1278,X,1146,X,1782,X
Business,"Total Establishments","Other services (except public administration)",1686,X,1598,X,1597,X,1508,X,1575,X,1743,X
Business,"Total Establishments","Industries not classified",15,X,19,X,19,X,25,X,24,X,24,X

"Source: 2019 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
