cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE","District 37 Estimate","District 37 MOE","District 38 Estimate","District 38 MOE","District 39 Estimate","District 39 MOE","District 40 Estimate","District 40 MOE","District 41 Estimate","District 41 MOE","District 42 Estimate","District 42 MOE","District 43 Estimate","District 43 MOE","District 44 Estimate","District 44 MOE","District 45 Estimate","District 45 MOE","District 46 Estimate","District 46 MOE","District 47 Estimate","District 47 MOE","District 48 Estimate","District 48 MOE","District 49 Estimate","District 49 MOE","District 50 Estimate","District 50 MOE","District 51 Estimate","District 51 MOE","District 52 Estimate","District 52 MOE","District 53 Estimate","District 53 MOE"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",14.2,"(+/- 3.5 )",13.0,"(+/- 3.9 )",12.1,"(+/- 3.6 )",8.5,"(+/- 3.4 )",5.5,"(+/- 3.0 )",20.2,"(+/- 4.8 )",12.1,"(+/- 4.1 )",24.6,"(+/- 5.6 )",23.0,"(+/- 5.0 )",19.0,"(+/- 5.0 )",13.4,"(+/- 4.4 )",4.9,"(+/- 2.9 )",15.9,"(+/- 5.0 )",7.5,"(+/- 4.3 )",5.5,"(+/- 2.6 )",32.6,"(+/- 6.1 )",4.0,"(+/- 2.2 )",1.9,"(+/- 1.6 )",5.9,"(+/- 3.2 )",16.3,"(+/- 4.3 )",36.3,"(+/- 5.0 )",17.1,"(+/- 4.2 )",20.0,"(+/- 5.9 )",10.4,"(+/- 4.0 )",15.1,"(+/- 4.4 )",9.9,"(+/- 2.9 )",7.5,"(+/- 2.7 )",12.4,"(+/- 5.2 )",23.5,"(+/- 4.8 )",10.3,"(+/- 3.4 )",17.3,"(+/- 4.4 )",16.3,"(+/- 4.8 )",5.0,"(+/- 3.6 )",34.4,"(+/- 5.5 )",17.8,"(+/- 4.8 )",25.8,"(+/- 6.1 )",20.9,"(+/- 5.1 )",9.3,"(+/- 3.4 )",9.9,"(+/- 3.6 )",30.9,"(+/- 4.9 )",16.0,"(+/- 4.4 )",9.8,"(+/- 3.4 )",21.2,"(+/- 4.3 )",20.0,"(+/- 4.2 )",6.2,"(+/- 2.4 )",17.9,"(+/- 4.6 )",15.1,"(+/- 4.7 )",10.7,"(+/- 4.5 )",7.2,"(+/- 3.7 )",16.2,"(+/- 4.0 )",27.2,"(+/- 6.1 )",3.8,"(+/- 1.9 )",10.4,"(+/- 4.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",15.8,"(+/- 3.5 )",9.4,"(+/- 2.0 )",12.8,"(+/- 2.8 )",10.8,"(+/- 3.1 )",7.1,"(+/- 1.8 )",19.8,"(+/- 3.5 )",11.1,"(+/- 2.3 )",20.6,"(+/- 3.5 )",17.6,"(+/- 2.8 )",13.5,"(+/- 2.1 )",10.4,"(+/- 2.4 )",8.4,"(+/- 3.0 )",14.6,"(+/- 3.3 )",5.6,"(+/- 1.9 )",5.4,"(+/- 2.0 )",32.4,"(+/- 4.1 )",4.6,"(+/- 1.4 )",2.5,"(+/- 1.2 )",6.6,"(+/- 1.9 )",17.5,"(+/- 2.8 )",33.1,"(+/- 3.3 )",21.0,"(+/- 3.5 )",21.5,"(+/- 4.3 )",11.9,"(+/- 3.5 )",12.7,"(+/- 3.0 )",12.3,"(+/- 2.7 )",8.0,"(+/- 2.2 )",15.4,"(+/- 3.4 )",22.4,"(+/- 3.8 )",12.1,"(+/- 3.1 )",16.5,"(+/- 3.0 )",15.6,"(+/- 3.3 )",4.9,"(+/- 1.9 )",33.7,"(+/- 3.3 )",17.1,"(+/- 2.9 )",19.6,"(+/- 3.7 )",21.0,"(+/- 3.4 )",10.9,"(+/- 2.6 )",9.1,"(+/- 2.2 )",27.9,"(+/- 3.1 )",13.0,"(+/- 2.7 )",8.8,"(+/- 1.7 )",20.4,"(+/- 3.8 )",22.1,"(+/- 3.1 )",8.2,"(+/- 2.5 )",19.1,"(+/- 3.3 )",20.7,"(+/- 3.5 )",10.6,"(+/- 2.9 )",6.6,"(+/- 2.1 )",15.8,"(+/- 3.0 )",24.3,"(+/- 3.5 )",5.0,"(+/- 1.4 )",11.1,"(+/- 3.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",13.4,"(+/- 1.1 )",9.5,"(+/- 0.7 )",12.7,"(+/- 1.1 )",7.9,"(+/- 0.8 )",7.9,"(+/- 0.8 )",13.9,"(+/- 1.3 )",9.5,"(+/- 1.0 )",14.4,"(+/- 1.3 )",11.3,"(+/- 0.9 )",10.6,"(+/- 1.0 )",7.9,"(+/- 0.8 )",9.9,"(+/- 0.9 )",12.6,"(+/- 1.1 )",6.6,"(+/- 0.7 )",5.2,"(+/- 0.7 )",18.8,"(+/- 1.6 )",5.2,"(+/- 0.7 )",5.2,"(+/- 0.7 )",7.3,"(+/- 0.7 )",11.0,"(+/- 1.2 )",18.4,"(+/- 1.4 )",13.3,"(+/- 1.3 )",13.5,"(+/- 1.4 )",12.0,"(+/- 1.0 )",9.3,"(+/- 1.0 )",7.0,"(+/- 0.8 )",9.0,"(+/- 0.8 )",12.2,"(+/- 1.1 )",13.8,"(+/- 1.1 )",9.1,"(+/- 0.9 )",10.8,"(+/- 1.0 )",10.4,"(+/- 1.1 )",8.3,"(+/- 0.8 )",19.2,"(+/- 1.1 )",10.8,"(+/- 1.1 )",14.0,"(+/- 1.3 )",14.8,"(+/- 0.9 )",8.3,"(+/- 1.0 )",6.8,"(+/- 0.6 )",16.5,"(+/- 1.4 )",10.3,"(+/- 1.1 )",7.3,"(+/- 0.9 )",12.5,"(+/- 1.1 )",11.9,"(+/- 0.9 )",9.2,"(+/- 1.1 )",10.6,"(+/- 1.2 )",12.0,"(+/- 1.0 )",7.1,"(+/- 0.7 )",5.7,"(+/- 0.7 )",10.2,"(+/- 1.2 )",14.8,"(+/- 1.3 )",8.8,"(+/- 0.9 )",9.6,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",8.5,"(+/- 1.2 )",7.7,"(+/- 1.0 )",8.7,"(+/- 1.5 )",6.9,"(+/- 1.2 )",9.0,"(+/- 1.5 )",10.7,"(+/- 1.8 )",6.8,"(+/- 1.2 )",13.1,"(+/- 2.2 )",10.4,"(+/- 1.7 )",9.4,"(+/- 1.8 )",6.4,"(+/- 1.4 )",16.3,"(+/- 2.4 )",12.1,"(+/- 1.8 )",6.7,"(+/- 1.4 )",7.5,"(+/- 1.4 )",14.0,"(+/- 2.3 )",5.6,"(+/- 1.4 )",6.7,"(+/- 1.3 )",9.2,"(+/- 1.8 )",8.9,"(+/- 2.0 )",18.6,"(+/- 3.6 )",11.8,"(+/- 1.8 )",11.5,"(+/- 2.3 )",6.9,"(+/- 1.1 )",11.6,"(+/- 2.3 )",6.8,"(+/- 1.3 )",12.1,"(+/- 1.8 )",17.6,"(+/- 2.3 )",16.2,"(+/- 2.4 )",9.5,"(+/- 1.6 )",12.3,"(+/- 1.8 )",11.8,"(+/- 1.9 )",9.3,"(+/- 1.8 )",24.4,"(+/- 3.0 )",11.2,"(+/- 2.1 )",12.0,"(+/- 1.5 )",15.7,"(+/- 2.4 )",9.9,"(+/- 1.9 )",7.2,"(+/- 1.2 )",16.8,"(+/- 2.9 )",10.5,"(+/- 2.1 )",7.7,"(+/- 1.5 )",14.1,"(+/- 2.5 )",13.4,"(+/- 1.9 )",8.8,"(+/- 1.7 )",12.9,"(+/- 2.3 )",13.5,"(+/- 1.8 )",6.4,"(+/- 1.1 )",4.9,"(+/- 1.0 )",9.9,"(+/- 1.8 )",18.2,"(+/- 2.8 )",8.8,"(+/- 1.7 )",9.0,"(+/- 1.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",9.2,"(+/- 1.5 )",5.7,"(+/- 0.9 )",8.0,"(+/- 1.3 )",6.0,"(+/- 1.1 )",4.5,"(+/- 0.9 )",12.8,"(+/- 1.9 )",7.1,"(+/- 1.2 )",13.7,"(+/- 1.8 )",10.9,"(+/- 1.3 )",9.4,"(+/- 1.4 )",6.5,"(+/- 1.2 )",4.9,"(+/- 1.2 )",9.0,"(+/- 1.4 )",3.5,"(+/- 0.9 )",3.3,"(+/- 0.8 )",20.9,"(+/- 2.5 )",3.0,"(+/- 0.7 )",2.1,"(+/- 0.6 )",4.0,"(+/- 0.9 )",10.1,"(+/- 1.4 )",21.9,"(+/- 1.9 )",13.4,"(+/- 1.9 )",13.2,"(+/- 2.1 )",6.4,"(+/- 1.4 )",8.3,"(+/- 1.4 )",6.3,"(+/- 1.1 )",5.9,"(+/- 1.0 )",8.1,"(+/- 1.4 )",13.1,"(+/- 1.7 )",6.5,"(+/- 1.2 )",9.7,"(+/- 1.3 )",8.7,"(+/- 1.4 )",3.6,"(+/- 1.1 )",18.3,"(+/- 1.5 )",11.0,"(+/- 1.4 )",12.6,"(+/- 1.8 )",12.1,"(+/- 1.5 )",6.3,"(+/- 1.1 )",5.1,"(+/- 0.9 )",18.3,"(+/- 1.8 )",8.7,"(+/- 1.4 )",6.1,"(+/- 1.0 )",12.2,"(+/- 1.7 )",12.5,"(+/- 1.4 )",5.5,"(+/- 1.1 )",10.4,"(+/- 1.5 )",10.5,"(+/- 1.6 )",5.9,"(+/- 1.1 )",4.0,"(+/- 1.0 )",9.1,"(+/- 1.4 )",15.5,"(+/- 2.0 )",4.1,"(+/- 0.8 )",6.3,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",29.6,"(+/- 1.8 )",21.9,"(+/- 1.6 )",33.0,"(+/- 2.5 )",20.0,"(+/- 2.2 )",19.9,"(+/- 1.8 )",24.3,"(+/- 2.1 )",23.2,"(+/- 2.4 )",34.0,"(+/- 3.1 )",28.4,"(+/- 2.6 )",26.8,"(+/- 3.2 )",19.1,"(+/- 2.0 )",16.1,"(+/- 1.4 )",22.7,"(+/- 1.9 )",18.2,"(+/- 1.8 )",18.0,"(+/- 2.4 )",36.5,"(+/- 3.3 )",15.5,"(+/- 2.2 )",15.7,"(+/- 1.8 )",22.3,"(+/- 2.0 )",24.0,"(+/- 2.6 )",35.2,"(+/- 3.7 )",26.3,"(+/- 2.6 )",28.7,"(+/- 3.0 )",29.2,"(+/- 2.4 )",25.3,"(+/- 2.7 )",18.4,"(+/- 2.9 )",23.0,"(+/- 2.1 )",22.8,"(+/- 1.9 )",30.4,"(+/- 2.0 )",20.3,"(+/- 2.3 )",27.7,"(+/- 2.5 )",30.2,"(+/- 2.5 )",19.4,"(+/- 2.1 )",31.9,"(+/- 2.2 )",25.8,"(+/- 2.8 )",27.2,"(+/- 2.5 )",25.8,"(+/- 1.9 )",29.1,"(+/- 3.3 )",23.6,"(+/- 2.4 )",34.3,"(+/- 2.5 )",31.3,"(+/- 4.0 )",22.0,"(+/- 2.9 )",24.9,"(+/- 2.3 )",29.6,"(+/- 3.1 )",23.7,"(+/- 3.0 )",26.1,"(+/- 3.0 )",26.0,"(+/- 2.2 )",15.4,"(+/- 1.2 )",16.1,"(+/- 1.6 )",25.7,"(+/- 3.0 )",30.4,"(+/- 2.7 )",20.3,"(+/- 2.1 )",21.8,"(+/- 2.4 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",164456,"(+/- 4603 )",162748,"(+/- 4720 )",215632,"(+/- 6221 )",162351,"(+/- 3965 )",165563,"(+/- 6231 )",214115,"(+/- 8020 )",194162,"(+/- 8398 )",197481,"(+/- 8886 )",224429,"(+/- 6902 )",214342,"(+/- 6128 )",186312,"(+/- 6584 )",138671,"(+/- 5557 )",193916,"(+/- 6104 )",169988,"(+/- 4997 )",194313,"(+/- 5638 )",233273,"(+/- 8028 )",180806,"(+/- 7640 )",201203,"(+/- 8018 )",196855,"(+/- 7212 )",217176,"(+/- 5943 )",226117,"(+/- 10782 )",231328,"(+/- 9411 )",212541,"(+/- 10054 )",211217,"(+/- 3927 )",210171,"(+/- 9702 )",184716,"(+/- 4583 )",175018,"(+/- 7534 )",130422,"(+/- 6943 )",190608,"(+/- 9548 )",176222,"(+/- 10860 )",215605,"(+/- 7728 )",179450,"(+/- 7393 )",172708,"(+/- 6864 )",173279,"(+/- 9388 )",223387,"(+/- 8545 )",168974,"(+/- 9197 )",179890,"(+/- 10039 )",186919,"(+/- 6691 )",185448,"(+/- 8029 )",214216,"(+/- 9071 )",242240,"(+/- 7332 )",238060,"(+/- 8054 )",193839,"(+/- 8317 )",200702,"(+/- 10235 )",224487,"(+/- 7281 )",204594,"(+/- 7519 )",182961,"(+/- 7253 )",167761,"(+/- 5789 )",176074,"(+/- 8161 )",193484,"(+/- 7944 )",205585,"(+/- 8595 )",195249,"(+/- 8931 )",204695,"(+/- 11139 )"
Education,"School Enrollment","Nursery school, preschool",8406,"(+/- 1423 )",9036,"(+/- 1326 )",11467,"(+/- 1752 )",10665,"(+/- 1586 )",10224,"(+/- 1918 )",13048,"(+/- 2325 )",11389,"(+/- 1691 )",8974,"(+/- 2708 )",10643,"(+/- 1808 )",12427,"(+/- 1944 )",13448,"(+/- 2007 )",11401,"(+/- 2057 )",14126,"(+/- 1549 )",10959,"(+/- 1616 )",11715,"(+/- 1600 )",8926,"(+/- 1682 )",14755,"(+/- 2050 )",16962,"(+/- 2286 )",13029,"(+/- 1921 )",13120,"(+/- 2314 )",10298,"(+/- 2137 )",11214,"(+/- 2379 )",10843,"(+/- 2426 )",9197,"(+/- 1565 )",10264,"(+/- 1745 )",11069,"(+/- 2009 )",12900,"(+/- 1951 )",8689,"(+/- 1424 )",9822,"(+/- 1374 )",11466,"(+/- 1763 )",10488,"(+/- 1856 )",11556,"(+/- 2343 )",12586,"(+/- 2067 )",8666,"(+/- 1645 )",13312,"(+/- 2179 )",7351,"(+/- 1592 )",10587,"(+/- 1883 )",8785,"(+/- 1652 )",12788,"(+/- 1814 )",11844,"(+/- 2016 )",8445,"(+/- 1874 )",11391,"(+/- 2176 )",12482,"(+/- 2264 )",13186,"(+/- 2234 )",14769,"(+/- 2721 )",14381,"(+/- 2681 )",11387,"(+/- 2222 )",12219,"(+/- 2078 )",12452,"(+/- 2400 )",10796,"(+/- 1909 )",11321,"(+/- 2341 )",12580,"(+/- 2201 )",10659,"(+/- 2297 )"
Education,"School Enrollment",Kindergarten,8881,"(+/- 1651 )",10184,"(+/- 1400 )",11052,"(+/- 1548 )",11331,"(+/- 2140 )",9434,"(+/- 1866 )",12281,"(+/- 2060 )",9413,"(+/- 1380 )",10305,"(+/- 2528 )",9793,"(+/- 1770 )",8514,"(+/- 1250 )",8987,"(+/- 1893 )",5269,"(+/- 1241 )",9035,"(+/- 1444 )",10705,"(+/- 1835 )",10702,"(+/- 1843 )",14171,"(+/- 2191 )",9572,"(+/- 1593 )",8906,"(+/- 1601 )",8108,"(+/- 1375 )",8978,"(+/- 1638 )",13216,"(+/- 2495 )",15068,"(+/- 2413 )",14246,"(+/- 2698 )",7320,"(+/- 1495 )",9095,"(+/- 1652 )",7442,"(+/- 1544 )",7642,"(+/- 1641 )",6041,"(+/- 1072 )",9010,"(+/- 1817 )",8603,"(+/- 1817 )",9533,"(+/- 1902 )",8123,"(+/- 1313 )",6591,"(+/- 1423 )",8572,"(+/- 1723 )",10330,"(+/- 1901 )",5687,"(+/- 1414 )",7651,"(+/- 1643 )",7560,"(+/- 1494 )",9439,"(+/- 2051 )",10907,"(+/- 1502 )",11424,"(+/- 1861 )",13151,"(+/- 2355 )",10874,"(+/- 2231 )",9314,"(+/- 1762 )",7919,"(+/- 1476 )",9418,"(+/- 1870 )",7955,"(+/- 1290 )",7494,"(+/- 1498 )",7768,"(+/- 2092 )",8768,"(+/- 1498 )",10026,"(+/- 1849 )",9256,"(+/- 1773 )",10412,"(+/- 2154 )"
Education,"School Enrollment","Elementary school (grades 1-8)",64432,"(+/- 2785 )",58311,"(+/- 2652 )",72674,"(+/- 3425 )",67565,"(+/- 2734 )",63872,"(+/- 3835 )",85814,"(+/- 4798 )",73070,"(+/- 4552 )",88143,"(+/- 6127 )",96957,"(+/- 4465 )",93657,"(+/- 4437 )",71014,"(+/- 4256 )",44801,"(+/- 2180 )",54491,"(+/- 3102 )",56826,"(+/- 3143 )",83357,"(+/- 4302 )",100019,"(+/- 4913 )",62852,"(+/- 4365 )",77826,"(+/- 4266 )",74264,"(+/- 3818 )",78831,"(+/- 3340 )",99904,"(+/- 6475 )",101367,"(+/- 5362 )",84171,"(+/- 5881 )",67719,"(+/- 2508 )",82712,"(+/- 6378 )",76185,"(+/- 2578 )",57369,"(+/- 4085 )",45062,"(+/- 4414 )",74561,"(+/- 5090 )",61655,"(+/- 5281 )",83616,"(+/- 5719 )",63225,"(+/- 5285 )",58453,"(+/- 4205 )",61425,"(+/- 5068 )",87870,"(+/- 5701 )",73826,"(+/- 5730 )",59771,"(+/- 5319 )",68754,"(+/- 4286 )",64579,"(+/- 4899 )",90916,"(+/- 5684 )",96356,"(+/- 4584 )",100998,"(+/- 4876 )",73641,"(+/- 5396 )",83215,"(+/- 5149 )",73153,"(+/- 4425 )",75046,"(+/- 4322 )",70948,"(+/- 4631 )",60827,"(+/- 4168 )",70144,"(+/- 4710 )",77431,"(+/- 5296 )",79941,"(+/- 4153 )",63382,"(+/- 5047 )",65736,"(+/- 4873 )"
Education,"School Enrollment","High school (grades 9-12)",32167,"(+/- 2146 )",36396,"(+/- 3071 )",40718,"(+/- 3320 )",39589,"(+/- 2407 )",35180,"(+/- 2708 )",38082,"(+/- 3457 )",45060,"(+/- 3250 )",47515,"(+/- 4077 )",53722,"(+/- 3441 )",47271,"(+/- 2577 )",43786,"(+/- 3280 )",19510,"(+/- 1792 )",32189,"(+/- 2319 )",33126,"(+/- 2863 )",41251,"(+/- 3379 )",54054,"(+/- 3054 )",37156,"(+/- 3046 )",41101,"(+/- 3209 )",38051,"(+/- 2682 )",46823,"(+/- 3279 )",55721,"(+/- 3935 )",47607,"(+/- 3752 )",51583,"(+/- 4196 )",33705,"(+/- 2097 )",51103,"(+/- 4093 )",42212,"(+/- 2277 )",32403,"(+/- 2803 )",24733,"(+/- 2636 )",41588,"(+/- 3159 )",32511,"(+/- 3126 )",45733,"(+/- 3862 )",35178,"(+/- 3098 )",31254,"(+/- 3225 )",33494,"(+/- 3436 )",47996,"(+/- 3572 )",39369,"(+/- 3993 )",30749,"(+/- 3628 )",36468,"(+/- 3158 )",38258,"(+/- 3735 )",50254,"(+/- 3622 )",51099,"(+/- 4124 )",53476,"(+/- 4716 )",39289,"(+/- 3230 )",40227,"(+/- 3630 )",39809,"(+/- 3321 )",43973,"(+/- 3246 )",31051,"(+/- 3109 )",35663,"(+/- 2624 )",38480,"(+/- 3718 )",40511,"(+/- 3862 )",48490,"(+/- 3857 )",33720,"(+/- 3543 )",33149,"(+/- 3891 )"
Education,"School Enrollment","College or graduate school",50570,"(+/- 3588 )",48821,"(+/- 3777 )",79721,"(+/- 4789 )",33201,"(+/- 2553 )",46853,"(+/- 3895 )",64890,"(+/- 4696 )",55230,"(+/- 4706 )",42544,"(+/- 4396 )",53314,"(+/- 4518 )",52473,"(+/- 4404 )",49077,"(+/- 3845 )",57690,"(+/- 4387 )",84075,"(+/- 5492 )",58372,"(+/- 4117 )",47288,"(+/- 3888 )",56103,"(+/- 4720 )",56471,"(+/- 4721 )",56408,"(+/- 4003 )",63403,"(+/- 4482 )",69424,"(+/- 4691 )",46978,"(+/- 4346 )",56072,"(+/- 4938 )",51698,"(+/- 5137 )",93276,"(+/- 3739 )",56997,"(+/- 5103 )",47808,"(+/- 3769 )",64704,"(+/- 4547 )",45897,"(+/- 3974 )",55627,"(+/- 4214 )",61987,"(+/- 5301 )",66235,"(+/- 4918 )",61368,"(+/- 4405 )",63824,"(+/- 4003 )",61122,"(+/- 4638 )",63879,"(+/- 5148 )",42741,"(+/- 4695 )",71132,"(+/- 6296 )",65352,"(+/- 4612 )",60384,"(+/- 4208 )",50295,"(+/- 3847 )",74916,"(+/- 4735 )",59044,"(+/- 4004 )",57553,"(+/- 4798 )",54760,"(+/- 4799 )",88837,"(+/- 6312 )",61776,"(+/- 4365 )",61620,"(+/- 4261 )",51558,"(+/- 4182 )",47230,"(+/- 5202 )",55978,"(+/- 4817 )",55807,"(+/- 4666 )",76311,"(+/- 5131 )",84739,"(+/- 8352 )"
Education,"Educational Attainment","Population 25 years and over",502634,"(+/- 5359 )",514776,"(+/- 5714 )",492041,"(+/- 6040 )",552358,"(+/- 6183 )",519390,"(+/- 7277 )",514711,"(+/- 7926 )",531936,"(+/- 8052 )",448074,"(+/- 8127 )",505038,"(+/- 8146 )",489271,"(+/- 4551 )",535458,"(+/- 6080 )",624292,"(+/- 6356 )",553531,"(+/- 4981 )",545305,"(+/- 7726 )",550420,"(+/- 7456 )",449986,"(+/- 8483 )",572018,"(+/- 9102 )",528134,"(+/- 8959 )",508258,"(+/- 11270 )",475688,"(+/- 4769 )",424849,"(+/- 10792 )",477908,"(+/- 8886 )",482820,"(+/- 9299 )",476471,"(+/- 1844 )",469409,"(+/- 10003 )",491060,"(+/- 3670 )",524931,"(+/- 9658 )",541874,"(+/- 10843 )",480197,"(+/- 15133 )",559906,"(+/- 16714 )",491524,"(+/- 9660 )",485687,"(+/- 10637 )",508984,"(+/- 11138 )",518267,"(+/- 12228 )",485100,"(+/- 8609 )",542185,"(+/- 8543 )",518935,"(+/- 14877 )",485813,"(+/- 9957 )",504099,"(+/- 8541 )",432756,"(+/- 10086 )",477323,"(+/- 7874 )",546396,"(+/- 9159 )",508495,"(+/- 13759 )",460026,"(+/- 12041 )",549853,"(+/- 9792 )",478516,"(+/- 8973 )",501717,"(+/- 10434 )",521323,"(+/- 10099 )",500886,"(+/- 8397 )",508173,"(+/- 11465 )",477722,"(+/- 12089 )",539667,"(+/- 11062 )",551681,"(+/- 13499 )"
Education,"Educational Attainment","Less than 9th grade",14626,"(+/- 2356 )",20837,"(+/- 3085 )",32770,"(+/- 4136 )",13896,"(+/- 2340 )",30600,"(+/- 3377 )",36185,"(+/- 4526 )",19714,"(+/- 3050 )",29025,"(+/- 4199 )",52959,"(+/- 4850 )",50312,"(+/- 5535 )",33080,"(+/- 3872 )",39952,"(+/- 3811 )",32880,"(+/- 3221 )",35049,"(+/- 3861 )",24533,"(+/- 2975 )",79042,"(+/- 4496 )",27119,"(+/- 3733 )",13725,"(+/- 2658 )",53159,"(+/- 4810 )",76776,"(+/- 6503 )",97542,"(+/- 6533 )",47299,"(+/- 5074 )",33127,"(+/- 4365 )",41810,"(+/- 4173 )",35675,"(+/- 4503 )",45829,"(+/- 3181 )",40423,"(+/- 3920 )",33166,"(+/- 3642 )",80708,"(+/- 5707 )",33943,"(+/- 4400 )",35391,"(+/- 4260 )",61321,"(+/- 4823 )",8819,"(+/- 1887 )",97388,"(+/- 5356 )",64272,"(+/- 5331 )",43689,"(+/- 6076 )",62493,"(+/- 5086 )",48434,"(+/- 5154 )",28879,"(+/- 3455 )",117509,"(+/- 6213 )",64231,"(+/- 4927 )",29313,"(+/- 4064 )",60350,"(+/- 4942 )",89976,"(+/- 5232 )",12824,"(+/- 2256 )",76118,"(+/- 5048 )",48913,"(+/- 4567 )",26347,"(+/- 3942 )",29766,"(+/- 3702 )",34754,"(+/- 4338 )",62135,"(+/- 4641 )",12636,"(+/- 3088 )",24916,"(+/- 3905 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",33242,"(+/- 3131 )",26606,"(+/- 2480 )",33484,"(+/- 3859 )",25095,"(+/- 2821 )",29600,"(+/- 2584 )",32849,"(+/- 3347 )",28352,"(+/- 3064 )",48645,"(+/- 5043 )",41656,"(+/- 4176 )",39000,"(+/- 4134 )",33499,"(+/- 3820 )",28480,"(+/- 3208 )",30228,"(+/- 3850 )",24538,"(+/- 3588 )",26990,"(+/- 2931 )",63535,"(+/- 5531 )",21005,"(+/- 2668 )",11209,"(+/- 1926 )",36078,"(+/- 3636 )",36178,"(+/- 3505 )",62823,"(+/- 4962 )",34487,"(+/- 3755 )",39333,"(+/- 4418 )",28584,"(+/- 3603 )",35462,"(+/- 3374 )",25560,"(+/- 2886 )",27253,"(+/- 3569 )",24670,"(+/- 3029 )",56966,"(+/- 3976 )",24322,"(+/- 3174 )",51442,"(+/- 4983 )",45818,"(+/- 4018 )",8855,"(+/- 1800 )",55099,"(+/- 5022 )",64772,"(+/- 4682 )",53000,"(+/- 5803 )",36591,"(+/- 4436 )",42784,"(+/- 4683 )",21885,"(+/- 3042 )",67330,"(+/- 4344 )",47264,"(+/- 4254 )",32663,"(+/- 4425 )",49558,"(+/- 4282 )",67427,"(+/- 4804 )",17029,"(+/- 2559 )",63763,"(+/- 4619 )",40441,"(+/- 3591 )",27693,"(+/- 4251 )",20367,"(+/- 3394 )",27236,"(+/- 3460 )",65944,"(+/- 5498 )",12935,"(+/- 2370 )",25653,"(+/- 3424 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",126087,"(+/- 5445 )",86831,"(+/- 5219 )",118829,"(+/- 5590 )",115634,"(+/- 5063 )",111318,"(+/- 6210 )",130008,"(+/- 6569 )",109928,"(+/- 6927 )",130904,"(+/- 7535 )",142612,"(+/- 7159 )",145920,"(+/- 6793 )",88054,"(+/- 5795 )",71280,"(+/- 5297 )",82426,"(+/- 4651 )",87460,"(+/- 6244 )",101557,"(+/- 5632 )",111131,"(+/- 7723 )",73005,"(+/- 6232 )",57177,"(+/- 5547 )",96178,"(+/- 6479 )",91547,"(+/- 5088 )",111741,"(+/- 7013 )",106395,"(+/- 7235 )",127147,"(+/- 6462 )",89345,"(+/- 5390 )",111141,"(+/- 6108 )",101178,"(+/- 5743 )",95987,"(+/- 6003 )",93645,"(+/- 5047 )",113451,"(+/- 7070 )",93299,"(+/- 5876 )",120797,"(+/- 5877 )",134102,"(+/- 6319 )",48073,"(+/- 4783 )",108490,"(+/- 6738 )",125432,"(+/- 6330 )",138953,"(+/- 7707 )",85974,"(+/- 5823 )",122919,"(+/- 6719 )",91120,"(+/- 5916 )",108761,"(+/- 5582 )",136901,"(+/- 6795 )",140886,"(+/- 6767 )",113538,"(+/- 8015 )",115134,"(+/- 5854 )",63209,"(+/- 4472 )",119119,"(+/- 7553 )",100852,"(+/- 6055 )",83086,"(+/- 4567 )",72904,"(+/- 4987 )",114045,"(+/- 6775 )",129528,"(+/- 7595 )",53921,"(+/- 4448 )",97752,"(+/- 7203 )"
