cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",7.8,"(+/- 0.9 )",10.2,"(+/- 1.0 )",13.6,"(+/- 1.2 )",9.7,"(+/- 0.8 )",11.3,"(+/- 1.0 )",20.1,"(+/- 1.4 )",14.3,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",5.8,"(+/- 1.1 )",10.3,"(+/- 1.9 )",10.5,"(+/- 1.7 )",8.3,"(+/- 1.5 )",9.7,"(+/- 1.2 )",17.9,"(+/- 2.1 )",10.1,"(+/- 1.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",6.7,"(+/- 1.4 )",9.2,"(+/- 1.5 )",11.5,"(+/- 1.6 )",8.5,"(+/- 1.1 )",9.5,"(+/- 1.4 )",20.1,"(+/- 2.2 )",13.2,"(+/- 1.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",17.8,"(+/- 2.5 )",22.3,"(+/- 2.3 )",31.3,"(+/- 2.8 )",22.4,"(+/- 2.1 )",25.9,"(+/- 2.6 )",33.9,"(+/- 2.2 )",29.7,"(+/- 2.5 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",182152,"(+/- 5710 )",171064,"(+/- 6143 )",164696,"(+/- 5586 )",176448,"(+/- 5051 )",169805,"(+/- 4718 )",163200,"(+/- 7259 )",153031,"(+/- 4913 )"
Education,"School Enrollment","Nursery school, preschool",10154,"(+/- 1806 )",9089,"(+/- 2035 )",6305,"(+/- 1498 )",9177,"(+/- 1458 )",10440,"(+/- 1951 )",6792,"(+/- 1435 )",7624,"(+/- 1611 )"
Education,"School Enrollment",Kindergarten,8139,"(+/- 1750 )",10853,"(+/- 1783 )",9357,"(+/- 1615 )",8746,"(+/- 1611 )",9547,"(+/- 1731 )",7388,"(+/- 1499 )",7985,"(+/- 1870 )"
Education,"School Enrollment","Elementary school (grades 1-8)",82764,"(+/- 3236 )",71690,"(+/- 3725 )",72079,"(+/- 3166 )",76950,"(+/- 3153 )",78982,"(+/- 2929 )",62426,"(+/- 4580 )",68672,"(+/- 3227 )"
Education,"School Enrollment","High school (grades 9-12)",38170,"(+/- 2869 )",40575,"(+/- 3359 )",33529,"(+/- 2877 )",37300,"(+/- 2455 )",38733,"(+/- 2619 )",31461,"(+/- 3076 )",34038,"(+/- 2698 )"
Education,"School Enrollment","College or graduate school",42925,"(+/- 3956 )",38857,"(+/- 3641 )",43426,"(+/- 3074 )",44275,"(+/- 3220 )",32103,"(+/- 3797 )",55133,"(+/- 4637 )",34712,"(+/- 3335 )"
Education,"Educational Attainment","Population 25 years and over",579978,"(+/- 6065 )",493815,"(+/- 6776 )",483422,"(+/- 5065 )",517193,"(+/- 4360 )",511308,"(+/- 5007 )",444138,"(+/- 9033 )",533350,"(+/- 3443 )"
Education,"Educational Attainment","Less than 9th grade",15606,"(+/- 2485 )",16143,"(+/- 2604 )",18382,"(+/- 2436 )",20137,"(+/- 2294 )",18318,"(+/- 2409 )",20521,"(+/- 2564 )",23539,"(+/- 3258 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",26707,"(+/- 3478 )",33662,"(+/- 3379 )",47029,"(+/- 4496 )",42287,"(+/- 4313 )",38034,"(+/- 3993 )",48442,"(+/- 4297 )",46871,"(+/- 4351 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",126938,"(+/- 7856 )",124789,"(+/- 5056 )",155289,"(+/- 5366 )",126547,"(+/- 5682 )",150328,"(+/- 7438 )",144999,"(+/- 5909 )",186370,"(+/- 6299 )"
Education,"Educational Attainment","Some college, no degree",118750,"(+/- 6819 )",96594,"(+/- 6037 )",95000,"(+/- 5310 )",103244,"(+/- 5270 )",115643,"(+/- 6604 )",89174,"(+/- 5023 )",106753,"(+/- 5419 )"
Education,"Educational Attainment","Associate's degree",54860,"(+/- 5076 )",49208,"(+/- 4227 )",52407,"(+/- 4413 )",51997,"(+/- 4228 )",54368,"(+/- 4006 )",39390,"(+/- 3068 )",50319,"(+/- 3619 )"
Education,"Educational Attainment","Bachelor's degree",145876,"(+/- 6685 )",105870,"(+/- 5452 )",69576,"(+/- 4207 )",109145,"(+/- 4293 )",87808,"(+/- 5444 )",63217,"(+/- 4688 )",75004,"(+/- 4203 )"
Education,"Educational Attainment","Graduate or professional degree",91241,"(+/- 5497 )",67549,"(+/- 5402 )",45739,"(+/- 3976 )",63836,"(+/- 3802 )",46809,"(+/- 4164 )",38395,"(+/- 3415 )",44494,"(+/- 3401 )"
Education,"Educational Attainment","Percent high school graduate or higher",92.7,"(+/- 0.8 )",89.9,"(+/- 0.8 )",86.5,"(+/- 1.0 )",87.9,"(+/- 0.9 )",89.0,"(+/- 0.8 )",84.5,"(+/- 1.1 )",86.8,"(+/- 0.9 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",40.9,"(+/- 1.4 )",35.1,"(+/- 1.3 )",23.9,"(+/- 1.1 )",33.4,"(+/- 0.9 )",26.3,"(+/- 1.3 )",22.9,"(+/- 1.3 )",22.4,"(+/- 0.9 )"

"Source: 2019 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",255306,G,218921,G,180934,G,369332,G,205483,G,285469,G,248414,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",93,H,382,G,428,G,115,G,650,G,1393,G,874,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",25,H,242,G,136,J,194,H,652,H,169,G,260,H
Business,"Paid employees for pay period including March 12",Utilities,560,H,2336,J,1973,J,808,J,2371,J,1338,J,1493,J
Business,"Paid employees for pay period including March 12",Construction,13211,G,11418,G,7934,G,16333,G,11215,G,17029,G,12203,G
Business,"Paid employees for pay period including March 12",Manufacturing,12451,G,22925,G,49887,G,59962,H,40646,G,38749,G,25477,G
Business,"Paid employees for pay period including March 12","Wholesale trade",5151,G,8334,G,8774,G,17143,G,8135,G,17498,G,8330,G
Business,"Paid employees for pay period including March 12","Retail trade",44827,G,37585,G,25517,G,42955,G,28718,G,29285,G,43035,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",9319,G,12396,G,6832,G,16166,G,10871,H,10615,G,7103,H
Business,"Paid employees for pay period including March 12",Information,8490,H,5302,G,1415,G,9021,G,3168,G,6304,H,3038,H
Business,"Paid employees for pay period including March 12","Finance and insurance",7685,G,6176,G,4143,G,12787,G,10103,H,15196,G,6971,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",6416,G,2776,G,1381,G,4396,G,2336,G,4540,H,6067,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",17041,G,9376,G,5726,G,22841,G,11272,G,18401,G,7202,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",2692,H,2156,G,937,H,13329,G,6045,G,2536,G,2986,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",15936,G,20795,G,6557,G,38057,G,8715,G,25514,G,10374,G
Business,"Paid employees for pay period including March 12","Educational services",4288,G,2032,G,3554,H,9722,G,3012,G,6988,G,1766,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",33787,G,29392,G,23728,H,47154,H,22840,G,43963,G,47979,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",7837,G,3172,G,2187,G,4601,G,2755,H,3180,G,7416,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",51266,G,30024,G,20525,G,37867,G,22087,G,31001,G,46068,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",14181,G,12090,G,9269,G,15851,G,9877,G,11734,G,9718,G
Business,"Paid employees for pay period including March 12","Industries not classified",50,H,12,J,31,J,30,J,15,J,36,J,54,J
Business,"Annual payroll ($1,000)","Total for all sectors",10879453,G,9025177,G,7585460,G,17049902,G,8948961,G,13778892,G,9496893,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",4703,H,15168,G,20546,G,3273,G,31079,G,63805,G,39490,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",2061,G,16536,G,8363,H,9682,H,49266,J,12051,G,10962,G
Business,"Annual payroll ($1,000)",Utilities,41958,H,187622,J,208614,J,76271,J,245671,J,115697,H,149561,J
Business,"Annual payroll ($1,000)",Construction,715456,G,597485,G,367815,G,963669,G,585052,G,972091,G,545236,G
Business,"Annual payroll ($1,000)",Manufacturing,790109,G,1413719,G,2692140,G,3725486,H,2133304,G,2498595,G,1448599,G
Business,"Annual payroll ($1,000)","Wholesale trade",311884,G,500078,G,502699,G,1168716,G,522885,G,1058245,G,425904,G
Business,"Annual payroll ($1,000)","Retail trade",1249089,G,968531,G,635697,G,1179972,G,703895,G,810654,G,1091685,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",374519,G,520230,G,296518,G,709944,G,448368,H,475780,G,277103,H
Business,"Annual payroll ($1,000)",Information,761793,H,249694,G,60850,G,499261,G,220700,G,429035,G,148956,H
Business,"Annual payroll ($1,000)","Finance and insurance",639850,G,379989,G,478696,H,904912,G,717122,H,1126288,G,384111,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",347226,G,120119,G,51540,G,198993,G,104235,G,241632,H,229682,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",1348795,G,597539,G,295536,G,1553881,G,715508,G,1427044,G,372762,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",200976,H,185078,G,100397,H,977541,G,544610,H,255371,G,342705,H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",539945,G,1093015,H,197935,G,1292654,G,269801,G,762436,G,307846,G
Business,"Annual payroll ($1,000)","Educational services",126560,G,55539,G,89778,H,317339,G,73753,G,217616,G,44620,G
Business,"Annual payroll ($1,000)","Health care and social assistance",1737915,G,1286173,H,998387,H,2277517,H,907265,G,2316775,G,2362090,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",172370,G,58723,G,38407,G,85515,G,46923,G,61926,H,150535,G
Business,"Annual payroll ($1,000)","Accommodation and food services",1078384,G,432938,G,306932,G,639257,G,326954,G,547111,G,913497,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",434745,G,346494,G,234146,G,465211,G,302252,G,386134,G,250556,G
Business,"Annual payroll ($1,000)","Industries not classified",1115,G,507,G,464,H,808,G,318,G,606,H,993,G
Business,"Total Establishments","Total for all sectors",20919,X,13972,X,11555,X,19453,X,12689,X,15581,X,17083,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",34,X,75,X,78,X,23,X,83,X,140,X,97,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",5,X,16,X,10,X,11,X,16,X,11,X,18,X
Business,"Total Establishments",Utilities,28,X,87,X,38,X,32,X,60,X,82,X,49,X
Business,"Total Establishments",Construction,2219,X,1317,X,1232,X,1667,X,1212,X,1210,X,1544,X
Business,"Total Establishments",Manufacturing,377,X,345,X,635,X,881,X,596,X,585,X,432,X
Business,"Total Establishments","Wholesale trade",631,X,558,X,481,X,1117,X,544,X,829,X,621,X
Business,"Total Establishments","Retail trade",2881,X,2277,X,2059,X,2668,X,2102,X,2413,X,3313,X
Business,"Total Establishments","Transportation and warehousing",468,X,353,X,274,X,504,X,343,X,585,X,364,X
Business,"Total Establishments",Information,307,X,191,X,141,X,295,X,203,X,291,X,215,X
Business,"Total Establishments","Finance and insurance",1294,X,1054,X,731,X,1503,X,896,X,978,X,1047,X
Business,"Total Establishments","Real estate and rental and leasing",1735,X,690,X,485,X,1079,X,590,X,729,X,1095,X
Business,"Total Establishments","Professional, scientific, and technical services",2709,X,1367,X,834,X,2245,X,1019,X,1604,X,1312,X
Business,"Total Establishments","Management of companies and enterprises",77,X,74,X,46,X,202,X,52,X,96,X,66,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",1276,X,833,X,581,X,1101,X,623,X,869,X,894,X
Business,"Total Establishments","Educational services",266,X,162,X,94,X,262,X,160,X,199,X,122,X
Business,"Total Establishments","Health care and social assistance",2162,X,1396,X,1041,X,1882,X,1238,X,1573,X,1828,X
Business,"Total Establishments","Arts, entertainment, and recreation",449,X,212,X,159,X,263,X,179,X,175,X,359,X
Business,"Total Establishments","Accommodation and food services",2124,X,1351,X,1150,X,1780,X,1148,X,1504,X,2071,X
Business,"Total Establishments","Other services (except public administration)",1844,X,1595,X,1469,X,1913,X,1610,X,1683,X,1609,X
Business,"Total Establishments","Industries not classified",33,X,19,X,17,X,25,X,15,X,25,X,27,X

"Source: 2019 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
