cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",24877,"(+/- 2960 )",31788,"(+/- 4182 )",18306,"(+/- 3386 )",28393,"(+/- 3160 )",25460,"(+/- 3489 )",28924,"(+/- 3045 )",28448,"(+/- 4049 )",34751,"(+/- 3035 )",29929,"(+/- 2886 )",30704,"(+/- 3303 )",34772,"(+/- 3418 )",31676,"(+/- 2840 )",27790,"(+/- 2258 )",27604,"(+/- 3081 )",27592,"(+/- 2475 )",30184,"(+/- 2887 )",30256,"(+/- 2999 )",28776,"(+/- 2809 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",10982,"(+/- 1770 )",57546,"(+/- 5888 )",106910,"(+/- 7418 )",16935,"(+/- 1720 )",46785,"(+/- 4098 )",9455,"(+/- 1524 )",7137,"(+/- 1791 )",7335,"(+/- 1874 )",1294,"(+/- 682 )",4893,"(+/- 1262 )",4031,"(+/- 1139 )",4832,"(+/- 1256 )",2589,"(+/- 843 )",5035,"(+/- 1503 )",1656,"(+/- 673 )",2762,"(+/- 959 )",18508,"(+/- 2531 )",44897,"(+/- 3730 )"
Workers,"Commuting to Work",Walked,5505,"(+/- 1249 )",10127,"(+/- 2135 )",48643,"(+/- 3144 )",7114,"(+/- 1700 )",13104,"(+/- 1676 )",8968,"(+/- 1519 )",7737,"(+/- 2489 )",7496,"(+/- 1556 )",10199,"(+/- 1698 )",11182,"(+/- 1865 )",10813,"(+/- 1740 )",15437,"(+/- 1913 )",12068,"(+/- 1895 )",9219,"(+/- 1650 )",9243,"(+/- 1608 )",10500,"(+/- 1640 )",7011,"(+/- 1301 )",20892,"(+/- 2502 )"
Workers,"Commuting to Work","Other means",2863,"(+/- 854 )",8961,"(+/- 2177 )",19265,"(+/- 2378 )",2995,"(+/- 751 )",4819,"(+/- 1391 )",6695,"(+/- 1628 )",6223,"(+/- 1826 )",4429,"(+/- 1234 )",2914,"(+/- 841 )",4581,"(+/- 1228 )",5184,"(+/- 1490 )",3767,"(+/- 934 )",4179,"(+/- 1147 )",3401,"(+/- 955 )",3975,"(+/- 935 )",4831,"(+/- 954 )",4186,"(+/- 1089 )",6765,"(+/- 1329 )"
Workers,"Commuting to Work","Worked from home",26619,"(+/- 2794 )",13048,"(+/- 2810 )",20903,"(+/- 3303 )",30032,"(+/- 2784 )",18281,"(+/- 2334 )",27737,"(+/- 2627 )",15863,"(+/- 1862 )",15421,"(+/- 2612 )",13693,"(+/- 1360 )",19306,"(+/- 2723 )",17816,"(+/- 2511 )",15635,"(+/- 1704 )",14199,"(+/- 1686 )",16509,"(+/- 2163 )",10074,"(+/- 1468 )",14490,"(+/- 1671 )",22150,"(+/- 2170 )",21752,"(+/- 2570 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",31.5,"(+/- 0.6 )",34.8,"(+/- 1.1 )",34.0,"(+/- 1.0 )",29.7,"(+/- 0.6 )",30.1,"(+/- 0.7 )",28.6,"(+/- 0.6 )",27.6,"(+/- 1.1 )",28.5,"(+/- 1.1 )",25.9,"(+/- 0.7 )",23.2,"(+/- 0.6 )",25.9,"(+/- 0.7 )",24.2,"(+/- 0.6 )",25.4,"(+/- 0.7 )",27.5,"(+/- 0.7 )",25.3,"(+/- 0.6 )",22.9,"(+/- 0.6 )",27.6,"(+/- 0.5 )",28.0,"(+/- 0.8 )"
Workers,Occupation,"Civilian employed population 16 years and over",381441,"(+/- 6030 )",313136,"(+/- 11239 )",357238,"(+/- 10920 )",387414,"(+/- 6083 )",353577,"(+/- 8309 )",376085,"(+/- 5909 )",363172,"(+/- 5959 )",330241,"(+/- 7362 )",343281,"(+/- 6685 )",381134,"(+/- 5860 )",374086,"(+/- 5721 )",322062,"(+/- 5408 )",330170,"(+/- 5347 )",318936,"(+/- 5360 )",307918,"(+/- 5755 )",317818,"(+/- 5911 )",372036,"(+/- 7033 )",355364,"(+/- 7371 )"
Workers,Occupation,"Management, business, science, and arts occupations",180169,"(+/- 6247 )",95707,"(+/- 6017 )",174510,"(+/- 7971 )",200199,"(+/- 5340 )",160465,"(+/- 5675 )",182783,"(+/- 5964 )",135208,"(+/- 5413 )",108207,"(+/- 5375 )",111963,"(+/- 4791 )",154072,"(+/- 5939 )",138633,"(+/- 4611 )",110717,"(+/- 4683 )",102764,"(+/- 4171 )",117357,"(+/- 4686 )",93999,"(+/- 3936 )",116304,"(+/- 4221 )",178069,"(+/- 6742 )",171749,"(+/- 6142 )"
Workers,Occupation,"Service occupations",51040,"(+/- 4029 )",79885,"(+/- 6471 )",77227,"(+/- 5448 )",51115,"(+/- 3999 )",64622,"(+/- 4394 )",54602,"(+/- 4071 )",63924,"(+/- 4553 )",65119,"(+/- 4964 )",58509,"(+/- 3783 )",61235,"(+/- 4391 )",56302,"(+/- 4968 )",57436,"(+/- 2936 )",59159,"(+/- 3976 )",55292,"(+/- 3685 )",56141,"(+/- 3771 )",58741,"(+/- 3874 )",53020,"(+/- 4030 )",57730,"(+/- 4565 )"
Workers,Occupation,"Sales and office occupations",79634,"(+/- 4903 )",64904,"(+/- 5359 )",65840,"(+/- 5765 )",77775,"(+/- 4336 )",70782,"(+/- 4635 )",74119,"(+/- 4583 )",75740,"(+/- 4173 )",70176,"(+/- 4701 )",66521,"(+/- 3470 )",76374,"(+/- 4785 )",76796,"(+/- 4029 )",58847,"(+/- 3232 )",62005,"(+/- 4033 )",66832,"(+/- 4074 )",59742,"(+/- 2886 )",63162,"(+/- 3270 )",77838,"(+/- 5211 )",72987,"(+/- 4302 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",29551,"(+/- 3620 )",27918,"(+/- 4179 )",10069,"(+/- 2011 )",26505,"(+/- 2392 )",20507,"(+/- 2552 )",25980,"(+/- 2813 )",26659,"(+/- 3040 )",27600,"(+/- 2996 )",36760,"(+/- 3075 )",25847,"(+/- 2937 )",37873,"(+/- 3389 )",34248,"(+/- 2030 )",39159,"(+/- 2829 )",31867,"(+/- 2820 )",35520,"(+/- 2686 )",28501,"(+/- 2286 )",26333,"(+/- 2621 )",20339,"(+/- 2208 )"
Workers,Occupation,"Production, transportation, and material moving occupations",41047,"(+/- 3667 )",44722,"(+/- 4404 )",29592,"(+/- 3850 )",31820,"(+/- 3023 )",37201,"(+/- 3579 )",38601,"(+/- 3095 )",61641,"(+/- 5260 )",59139,"(+/- 4102 )",69528,"(+/- 4463 )",63606,"(+/- 5038 )",64482,"(+/- 4386 )",60814,"(+/- 2952 )",67083,"(+/- 3780 )",47588,"(+/- 3422 )",62516,"(+/- 3322 )",51110,"(+/- 2693 )",36776,"(+/- 2667 )",32559,"(+/- 3091 )"
Workers,Industry,"Civilian employed population 16 years and over",381441,"(+/- 6030 )",313136,"(+/- 11239 )",357238,"(+/- 10920 )",387414,"(+/- 6083 )",353577,"(+/- 8309 )",376085,"(+/- 5909 )",363172,"(+/- 5959 )",330241,"(+/- 7362 )",343281,"(+/- 6685 )",381134,"(+/- 5860 )",374086,"(+/- 5721 )",322062,"(+/- 5408 )",330170,"(+/- 5347 )",318936,"(+/- 5360 )",307918,"(+/- 5755 )",317818,"(+/- 5911 )",372036,"(+/- 7033 )",355364,"(+/- 7371 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",1705,"(+/- 619 )",954,"(+/- 726 )",353,"(+/- 267 )",736,"(+/- 334 )",1226,"(+/- 574 )",7805,"(+/- 1677 )",2513,"(+/- 895 )",2284,"(+/- 961 )",6552,"(+/- 1535 )",3590,"(+/- 2155 )",7379,"(+/- 1324 )",11508,"(+/- 1363 )",8722,"(+/- 1401 )",7905,"(+/- 1508 )",8328,"(+/- 966 )",4376,"(+/- 961 )",2907,"(+/- 767 )",951,"(+/- 347 )"
Workers,Industry,Construction,28288,"(+/- 3394 )",21091,"(+/- 3771 )",6997,"(+/- 1550 )",24003,"(+/- 3004 )",17904,"(+/- 2369 )",19491,"(+/- 2470 )",18527,"(+/- 2292 )",18424,"(+/- 2358 )",23372,"(+/- 2228 )",18953,"(+/- 2431 )",29412,"(+/- 2587 )",24537,"(+/- 2053 )",26659,"(+/- 2730 )",23339,"(+/- 2539 )",23201,"(+/- 1983 )",20339,"(+/- 2236 )",25207,"(+/- 2585 )",15274,"(+/- 1824 )"
Workers,Industry,Manufacturing,42889,"(+/- 3370 )",25473,"(+/- 3582 )",17549,"(+/- 2775 )",46313,"(+/- 3652 )",23898,"(+/- 2683 )",48914,"(+/- 3414 )",44297,"(+/- 3688 )",39123,"(+/- 3515 )",53590,"(+/- 3508 )",43997,"(+/- 3597 )",58109,"(+/- 5167 )",42985,"(+/- 2709 )",45369,"(+/- 2945 )",38838,"(+/- 2825 )",46342,"(+/- 2675 )",47968,"(+/- 2832 )",32763,"(+/- 2467 )",26429,"(+/- 2411 )"
Workers,Industry,"Wholesale trade",12160,"(+/- 1923 )",6977,"(+/- 1948 )",3949,"(+/- 1180 )",11310,"(+/- 1670 )",8068,"(+/- 1908 )",8976,"(+/- 1228 )",11070,"(+/- 2091 )",10011,"(+/- 1654 )",8844,"(+/- 1483 )",13732,"(+/- 2828 )",12187,"(+/- 2201 )",7756,"(+/- 1195 )",7921,"(+/- 1341 )",9417,"(+/- 1651 )",5829,"(+/- 999 )",6297,"(+/- 912 )",10976,"(+/- 1777 )",5939,"(+/- 1046 )"
Workers,Industry,"Retail trade",41037,"(+/- 3575 )",32085,"(+/- 4124 )",29244,"(+/- 4562 )",35782,"(+/- 2812 )",34565,"(+/- 3331 )",34492,"(+/- 3361 )",40167,"(+/- 3528 )",41391,"(+/- 3443 )",42552,"(+/- 2607 )",39175,"(+/- 3290 )",43204,"(+/- 3306 )",35309,"(+/- 2408 )",41337,"(+/- 2906 )",40087,"(+/- 3113 )",37014,"(+/- 2379 )",33689,"(+/- 2953 )",39337,"(+/- 3363 )",37547,"(+/- 3387 )"
Workers,Industry,"Transportation and warehousing, and utilities",16215,"(+/- 2447 )",21652,"(+/- 3422 )",16508,"(+/- 2545 )",11838,"(+/- 2073 )",22411,"(+/- 2917 )",14776,"(+/- 2018 )",31303,"(+/- 2750 )",24396,"(+/- 2943 )",22428,"(+/- 2278 )",28499,"(+/- 3068 )",19118,"(+/- 2864 )",18453,"(+/- 1815 )",23095,"(+/- 2408 )",20894,"(+/- 2200 )",20465,"(+/- 1908 )",17041,"(+/- 2007 )",24243,"(+/- 2447 )",19483,"(+/- 2286 )"
Workers,Industry,Information,6933,"(+/- 1204 )",6021,"(+/- 1857 )",9046,"(+/- 1776 )",8063,"(+/- 1376 )",6569,"(+/- 1304 )",7048,"(+/- 1146 )",5908,"(+/- 1253 )",5667,"(+/- 1316 )",3839,"(+/- 914 )",4133,"(+/- 1212 )",5125,"(+/- 1551 )",4140,"(+/- 990 )",3206,"(+/- 802 )",3689,"(+/- 855 )",3340,"(+/- 894 )",3052,"(+/- 859 )",6823,"(+/- 1402 )",6729,"(+/- 1304 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",28639,"(+/- 2511 )",16743,"(+/- 2845 )",27493,"(+/- 2953 )",38286,"(+/- 3346 )",27486,"(+/- 2354 )",35873,"(+/- 3151 )",18971,"(+/- 2325 )",16572,"(+/- 2025 )",14474,"(+/- 1708 )",26443,"(+/- 2806 )",20984,"(+/- 2806 )",11258,"(+/- 1411 )",10567,"(+/- 1419 )",16212,"(+/- 2173 )",12749,"(+/- 1262 )",17946,"(+/- 1903 )",32066,"(+/- 2574 )",31268,"(+/- 2791 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",49772,"(+/- 3988 )",31487,"(+/- 3939 )",51283,"(+/- 3996 )",60859,"(+/- 3296 )",45561,"(+/- 3444 )",56433,"(+/- 3363 )",33549,"(+/- 2724 )",29639,"(+/- 2734 )",25985,"(+/- 2749 )",37553,"(+/- 2815 )",34723,"(+/- 3459 )",22093,"(+/- 2099 )",22177,"(+/- 2019 )",26080,"(+/- 2370 )",19866,"(+/- 2005 )",25227,"(+/- 2779 )",47744,"(+/- 3098 )",48305,"(+/- 3462 )"
Workers,Industry,"Educational services, and health care and social assistance",94793,"(+/- 4808 )",84506,"(+/- 5676 )",129625,"(+/- 6521 )",96675,"(+/- 4628 )",102053,"(+/- 4531 )",90721,"(+/- 4665 )",96488,"(+/- 4085 )",78284,"(+/- 4028 )",88199,"(+/- 3777 )",88177,"(+/- 5303 )",87562,"(+/- 4380 )",87229,"(+/- 3804 )",82192,"(+/- 3545 )",78975,"(+/- 3728 )",82782,"(+/- 4191 )",88091,"(+/- 3975 )",94313,"(+/- 4217 )",107428,"(+/- 5330 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",32228,"(+/- 3357 )",30087,"(+/- 4213 )",32743,"(+/- 3882 )",25616,"(+/- 2605 )",34205,"(+/- 3756 )",24861,"(+/- 2538 )",34707,"(+/- 3883 )",32717,"(+/- 3356 )",26390,"(+/- 2871 )",30296,"(+/- 3356 )",28265,"(+/- 3188 )",25389,"(+/- 2099 )",28102,"(+/- 2860 )",26640,"(+/- 3275 )",18616,"(+/- 1843 )",26531,"(+/- 2681 )",29415,"(+/- 3430 )",29748,"(+/- 2781 )"
Workers,Industry,"Other services, except public administration",15990,"(+/- 2003 )",16141,"(+/- 3086 )",15990,"(+/- 2683 )",17563,"(+/- 2089 )",16557,"(+/- 2470 )",17430,"(+/- 2556 )",14474,"(+/- 2464 )",16246,"(+/- 2381 )",16021,"(+/- 2103 )",18768,"(+/- 2711 )",17834,"(+/- 2336 )",16472,"(+/- 1694 )",16633,"(+/- 1986 )",16807,"(+/- 2161 )",15136,"(+/- 1653 )",16686,"(+/- 1657 )",16905,"(+/- 1519 )",15299,"(+/- 1915 )"
Workers,Industry,"Public administration",10792,"(+/- 2005 )",19919,"(+/- 2806 )",16458,"(+/- 2498 )",10370,"(+/- 1575 )",13074,"(+/- 1797 )",9265,"(+/- 1595 )",11198,"(+/- 1520 )",15487,"(+/- 2004 )",11035,"(+/- 1230 )",27818,"(+/- 2941 )",10184,"(+/- 1516 )",14933,"(+/- 1379 )",14190,"(+/- 1465 )",10053,"(+/- 1570 )",14250,"(+/- 1620 )",10575,"(+/- 1298 )",9337,"(+/- 2042 )",10964,"(+/- 1891 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",381441,"(+/- 6030 )",313136,"(+/- 11239 )",357238,"(+/- 10920 )",387414,"(+/- 6083 )",353577,"(+/- 8309 )",376085,"(+/- 5909 )",363172,"(+/- 5959 )",330241,"(+/- 7362 )",343281,"(+/- 6685 )",381134,"(+/- 5860 )",374086,"(+/- 5721 )",322062,"(+/- 5408 )",330170,"(+/- 5347 )",318936,"(+/- 5360 )",307918,"(+/- 5755 )",317818,"(+/- 5911 )",372036,"(+/- 7033 )",355364,"(+/- 7371 )"
Workers,"Class of Worker","Private wage and salary workers",327059,"(+/- 6902 )",258633,"(+/- 10884 )",305039,"(+/- 10742 )",336417,"(+/- 5638 )",299179,"(+/- 8246 )",322652,"(+/- 5740 )",311832,"(+/- 5849 )",274979,"(+/- 7357 )",284461,"(+/- 6900 )",308889,"(+/- 6679 )",319235,"(+/- 6456 )",257557,"(+/- 4647 )",268589,"(+/- 5438 )",271531,"(+/- 5735 )",246694,"(+/- 5476 )",262045,"(+/- 6136 )",320502,"(+/- 6896 )",302584,"(+/- 7316 )"
Workers,"Class of Worker","Government workers",35295,"(+/- 3045 )",36481,"(+/- 3313 )",38412,"(+/- 3446 )",32118,"(+/- 2915 )",37766,"(+/- 3013 )",33915,"(+/- 2833 )",36475,"(+/- 2831 )",38978,"(+/- 3201 )",42051,"(+/- 2695 )",54319,"(+/- 4236 )",30949,"(+/- 3051 )",43938,"(+/- 2886 )",41775,"(+/- 2670 )",30191,"(+/- 2687 )",45057,"(+/- 3083 )",37135,"(+/- 3112 )",35103,"(+/- 3332 )",39640,"(+/- 2998 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",18408,"(+/- 2455 )",17434,"(+/- 2918 )",13408,"(+/- 2410 )",17814,"(+/- 1972 )",15752,"(+/- 2548 )",18894,"(+/- 2116 )",14596,"(+/- 2242 )",15953,"(+/- 2289 )",16424,"(+/- 1664 )",17200,"(+/- 2374 )",22665,"(+/- 2844 )",19960,"(+/- 1672 )",18703,"(+/- 2244 )",16739,"(+/- 1939 )",15412,"(+/- 1656 )",18194,"(+/- 1856 )",15548,"(+/- 1977 )",12124,"(+/- 1669 )"
Workers,"Class of Worker","Unpaid family workers",679,"(+/- 379 )",588,"(+/- 541 )",379,"(+/- 355 )",1065,"(+/- 425 )",880,"(+/- 358 )",624,"(+/- 357 )",269,"(+/- 239 )",331,"(+/- 239 )",345,"(+/- 229 )",726,"(+/- 516 )",1237,"(+/- 626 )",607,"(+/- 365 )",1103,"(+/- 473 )",475,"(+/- 235 )",755,"(+/- 381 )",444,"(+/- 314 )",883,"(+/- 453 )",1016,"(+/- 427 )"
Housing,"Housing Occupancy","Total housing units",285580,"(+/- 1869 )",280330,"(+/- 7196 )",361781,"(+/- 7174 )",299508,"(+/- 2747 )",288409,"(+/- 3511 )",287997,"(+/- 2180 )",296400,"(+/- 2960 )",355934,"(+/- 3441 )",316254,"(+/- 3289 )",321181,"(+/- 3548 )",292232,"(+/- 2692 )",335203,"(+/- 2933 )",325103,"(+/- 2912 )",326809,"(+/- 1886 )",346466,"(+/- 2839 )",320106,"(+/- 2048 )",337352,"(+/- 4498 )",355935,"(+/- 4530 )"
Housing,"Housing Occupancy","Occupied housing units",272563,"(+/- 2859 )",259215,"(+/- 7137 )",315700,"(+/- 7209 )",283530,"(+/- 3068 )",267150,"(+/- 4014 )",270267,"(+/- 2931 )",272657,"(+/- 3570 )",275550,"(+/- 5545 )",275546,"(+/- 4087 )",299825,"(+/- 3902 )",278868,"(+/- 3514 )",276084,"(+/- 3807 )",281524,"(+/- 4186 )",292836,"(+/- 3317 )",280673,"(+/- 3174 )",283627,"(+/- 3205 )",313101,"(+/- 4758 )",320533,"(+/- 5072 )"
Housing,"Housing Occupancy","Vacant housing units",13017,"(+/- 2186 )",21115,"(+/- 2670 )",46081,"(+/- 4065 )",15978,"(+/- 2452 )",21259,"(+/- 2734 )",17730,"(+/- 2527 )",23743,"(+/- 2797 )",80384,"(+/- 5358 )",40708,"(+/- 3190 )",21356,"(+/- 2670 )",13364,"(+/- 2381 )",59119,"(+/- 3540 )",43579,"(+/- 3049 )",33973,"(+/- 2812 )",65793,"(+/- 3081 )",36479,"(+/- 3267 )",24251,"(+/- 2917 )",35402,"(+/- 3318 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",0.5,"(+/- 0.3 )",1.0,"(+/- 0.5 )",1.4,"(+/- 0.6 )",1.7,"(+/- 0.6 )",1.4,"(+/- 0.6 )",1.4,"(+/- 0.6 )",1.5,"(+/- 0.7 )",2.1,"(+/- 0.7 )",1.5,"(+/- 0.5 )",1.4,"(+/- 0.5 )",0.8,"(+/- 0.4 )",1.9,"(+/- 0.5 )",1.0,"(+/- 0.4 )",2.1,"(+/- 0.6 )",2.4,"(+/- 0.6 )",1.3,"(+/- 0.5 )",1.2,"(+/- 0.5 )",1.6,"(+/- 0.5 )"
Housing,"Housing Occupancy","Rental vacancy rate",4.4,"(+/- 1.8 )",4.3,"(+/- 1.3 )",4.7,"(+/- 1.1 )",6.7,"(+/- 2.1 )",4.9,"(+/- 1.4 )",5.4,"(+/- 1.6 )",4.6,"(+/- 1.3 )",3.3,"(+/- 1.3 )",5.9,"(+/- 1.9 )",4.4,"(+/- 1.3 )",2.5,"(+/- 1.4 )",5.0,"(+/- 1.4 )",5.7,"(+/- 1.6 )",5.7,"(+/- 1.6 )",7.2,"(+/- 2.0 )",6.0,"(+/- 1.5 )",5.2,"(+/- 1.4 )",3.5,"(+/- 0.9 )"
Housing,"Housing Tenure","Occupied housing units",272563,"(+/- 2859 )",259215,"(+/- 7137 )",315700,"(+/- 7209 )",283530,"(+/- 3068 )",267150,"(+/- 4014 )",270267,"(+/- 2931 )",272657,"(+/- 3570 )",275550,"(+/- 5545 )",275546,"(+/- 4087 )",299825,"(+/- 3902 )",278868,"(+/- 3514 )",276084,"(+/- 3807 )",281524,"(+/- 4186 )",292836,"(+/- 3317 )",280673,"(+/- 3174 )",283627,"(+/- 3205 )",313101,"(+/- 4758 )",320533,"(+/- 5072 )"
Housing,"Housing Tenure",Owner-occupied,209382,"(+/- 3813 )",150299,"(+/- 5561 )",148623,"(+/- 5218 )",203551,"(+/- 3960 )",178236,"(+/- 4672 )",188391,"(+/- 4174 )",180671,"(+/- 4517 )",189816,"(+/- 4408 )",210157,"(+/- 3948 )",202314,"(+/- 4612 )",201963,"(+/- 4685 )",193490,"(+/- 3248 )",211782,"(+/- 4309 )",217007,"(+/- 3497 )",209929,"(+/- 3851 )",200773,"(+/- 4270 )",222392,"(+/- 4861 )",183048,"(+/- 4233 )"
Housing,"Housing Tenure",Renter-occupied,63181,"(+/- 3519 )",108916,"(+/- 6807 )",167077,"(+/- 6338 )",79979,"(+/- 4027 )",88914,"(+/- 4040 )",81876,"(+/- 4054 )",91986,"(+/- 4242 )",85734,"(+/- 4217 )",65389,"(+/- 3625 )",97511,"(+/- 4535 )",76905,"(+/- 4449 )",82594,"(+/- 3912 )",69742,"(+/- 3745 )",75829,"(+/- 3447 )",70744,"(+/- 3162 )",82854,"(+/- 3896 )",90709,"(+/- 4996 )",137485,"(+/- 4309 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.74,"(+/- 0.04 )",2.79,"(+/- 0.08 )",2.39,"(+/- 0.07 )",2.71,"(+/- 0.04 )",2.77,"(+/- 0.05 )",2.76,"(+/- 0.04 )",2.64,"(+/- 0.05 )",2.54,"(+/- 0.06 )",2.49,"(+/- 0.05 )",2.51,"(+/- 0.04 )",2.71,"(+/- 0.04 )",2.49,"(+/- 0.04 )",2.45,"(+/- 0.04 )",2.35,"(+/- 0.03 )",2.37,"(+/- 0.03 )",2.40,"(+/- 0.03 )",2.40,"(+/- 0.03 )",2.26,"(+/- 0.04 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.06,"(+/- 0.09 )",2.67,"(+/- 0.11 )",2.11,"(+/- 0.07 )",2.01,"(+/- 0.08 )",2.27,"(+/- 0.09 )",2.39,"(+/- 0.08 )",2.51,"(+/- 0.08 )",2.27,"(+/- 0.09 )",2.22,"(+/- 0.08 )",2.17,"(+/- 0.07 )",2.28,"(+/- 0.09 )",2.19,"(+/- 0.06 )",2.20,"(+/- 0.08 )",1.94,"(+/- 0.07 )",1.99,"(+/- 0.07 )",2.00,"(+/- 0.05 )",1.81,"(+/- 0.05 )",1.85,"(+/- 0.05 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",272563,"(+/- 2859 )",259215,"(+/- 7137 )",315700,"(+/- 7209 )",283530,"(+/- 3068 )",267150,"(+/- 4014 )",270267,"(+/- 2931 )",272657,"(+/- 3570 )",275550,"(+/- 5545 )",275546,"(+/- 4087 )",299825,"(+/- 3902 )",278868,"(+/- 3514 )",276084,"(+/- 3807 )",281524,"(+/- 4186 )",292836,"(+/- 3317 )",280673,"(+/- 3174 )",283627,"(+/- 3205 )",313101,"(+/- 4758 )",320533,"(+/- 5072 )"
Housing,"Year Householder Moved into Unit","Moved in 2017 or later",51891,"(+/- 3405 )",68681,"(+/- 5624 )",115799,"(+/- 6068 )",68504,"(+/- 3524 )",61834,"(+/- 4012 )",64398,"(+/- 3368 )",70411,"(+/- 3926 )",62787,"(+/- 4082 )",52611,"(+/- 3438 )",78314,"(+/- 4495 )",64722,"(+/- 3853 )",60401,"(+/- 3512 )",52483,"(+/- 3638 )",58809,"(+/- 3545 )",50031,"(+/- 2884 )",64466,"(+/- 3440 )",74725,"(+/- 4547 )",93115,"(+/- 4371 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 to 2016",32044,"(+/- 2895 )",30463,"(+/- 3662 )",38514,"(+/- 3632 )",28256,"(+/- 2429 )",29545,"(+/- 2560 )",30513,"(+/- 2681 )",29445,"(+/- 2681 )",26194,"(+/- 2512 )",28048,"(+/- 2495 )",36066,"(+/- 3560 )",30288,"(+/- 3102 )",26195,"(+/- 1799 )",29603,"(+/- 2185 )",28014,"(+/- 2783 )",27154,"(+/- 2156 )",30943,"(+/- 2607 )",38395,"(+/- 2666 )",37046,"(+/- 2947 )"
Housing,"Year Householder Moved into Unit","Moved in 2014 to 2014",39615,"(+/- 3471 )",36227,"(+/- 3939 )",41122,"(+/- 4109 )",40426,"(+/- 3148 )",41555,"(+/- 3191 )",42692,"(+/- 3324 )",36393,"(+/- 2822 )",39452,"(+/- 2722 )",38331,"(+/- 2717 )",45590,"(+/- 3650 )",48361,"(+/- 3316 )",38486,"(+/- 2232 )",38365,"(+/- 2597 )",39012,"(+/- 2767 )",37743,"(+/- 1920 )",39324,"(+/- 2563 )",43533,"(+/- 2878 )",44065,"(+/- 2754 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",62765,"(+/- 3563 )",57814,"(+/- 4196 )",43989,"(+/- 4153 )",64723,"(+/- 3720 )",60073,"(+/- 3690 )",61721,"(+/- 3733 )",62788,"(+/- 3897 )",60189,"(+/- 3227 )",63104,"(+/- 3262 )",64181,"(+/- 3665 )",58673,"(+/- 3858 )",57684,"(+/- 2789 )",60583,"(+/- 2844 )",58196,"(+/- 3217 )",56878,"(+/- 2845 )",61971,"(+/- 3077 )",59933,"(+/- 3261 )",54567,"(+/- 3609 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",41098,"(+/- 2702 )",27480,"(+/- 3194 )",25858,"(+/- 2511 )",37616,"(+/- 2302 )",32815,"(+/- 2305 )",34809,"(+/- 2291 )",32488,"(+/- 2532 )",33566,"(+/- 2362 )",38625,"(+/- 2612 )",36723,"(+/- 3032 )",35589,"(+/- 2600 )",37304,"(+/- 2418 )",40286,"(+/- 2020 )",42220,"(+/- 2510 )",39847,"(+/- 2066 )",36698,"(+/- 2224 )",38208,"(+/- 2375 )",34120,"(+/- 2538 )"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier",45150,"(+/- 2991 )",38550,"(+/- 3211 )",50418,"(+/- 3449 )",44005,"(+/- 2553 )",41328,"(+/- 3015 )",36134,"(+/- 2465 )",41132,"(+/- 2845 )",53362,"(+/- 2670 )",54827,"(+/- 2808 )",38951,"(+/- 2608 )",41235,"(+/- 2930 )",56014,"(+/- 2465 )",60204,"(+/- 2527 )",66585,"(+/- 2532 )",69020,"(+/- 2687 )",50225,"(+/- 2190 )",58307,"(+/- 3034 )",57620,"(+/- 2914 )"
Housing,Value,"Owner-occupied units",209382,"(+/- 3813 )",150299,"(+/- 5561 )",148623,"(+/- 5218 )",203551,"(+/- 3960 )",178236,"(+/- 4672 )",188391,"(+/- 4174 )",180671,"(+/- 4517 )",189816,"(+/- 4408 )",210157,"(+/- 3948 )",202314,"(+/- 4612 )",201963,"(+/- 4685 )",193490,"(+/- 3248 )",211782,"(+/- 4309 )",217007,"(+/- 3497 )",209929,"(+/- 3851 )",200773,"(+/- 4270 )",222392,"(+/- 4861 )",183048,"(+/- 4233 )"
