cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE"
Housing,"Gross Rent","Median (dollars)",971,"(+/- 41 )",883,"(+/- 22 )",951,"(+/- 35 )",962,"(+/- 43 )",1331,"(+/- 39 )",1277,"(+/- 33 )",991,"(+/- 22 )",1366,"(+/- 36 )",1164,"(+/- 19 )"
Housing,"Gross Rent","No rent paid",8305,"(+/- 1410 )",5200,"(+/- 1143 )",6720,"(+/- 1207 )",8887,"(+/- 1827 )",2705,"(+/- 886 )",4399,"(+/- 1113 )",3043,"(+/- 1025 )",2101,"(+/- 699 )",3442,"(+/- 934 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Total households",273698,"(+/- 5792 )",309633,"(+/- 5090 )",248829,"(+/- 5548 )",329367,"(+/- 6791 )",300867,"(+/- 5578 )",333370,"(+/- 6274 )",258353,"(+/- 6635 )",293215,"(+/- 5651 )",323109,"(+/- 6564 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Less than $10,000",23896,"(+/- 2642 )",20945,"(+/- 2883 )",19933,"(+/- 2762 )",16121,"(+/- 2018 )",9178,"(+/- 1611 )",13544,"(+/- 2245 )",19277,"(+/- 2695 )",16122,"(+/- 2391 )",18034,"(+/- 2407 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$10,000 to $14,999",12552,"(+/- 1712 )",13062,"(+/- 1890 )",11374,"(+/- 1594 )",13315,"(+/- 2046 )",6719,"(+/- 1327 )",7834,"(+/- 1670 )",12238,"(+/- 1883 )",6328,"(+/- 1339 )",10170,"(+/- 1734 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$15,000 to $24,999",23758,"(+/- 2562 )",29672,"(+/- 2894 )",22180,"(+/- 2277 )",33792,"(+/- 3286 )",14338,"(+/- 2082 )",23782,"(+/- 2928 )",28817,"(+/- 3478 )",18978,"(+/- 2266 )",24768,"(+/- 2913 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$25,000 to $34,999",24316,"(+/- 3129 )",32361,"(+/- 2951 )",24345,"(+/- 2322 )",34061,"(+/- 3717 )",19261,"(+/- 2370 )",20894,"(+/- 2192 )",28841,"(+/- 3589 )",19029,"(+/- 2360 )",25647,"(+/- 2865 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$35,000 to $49,999",38232,"(+/- 2982 )",47539,"(+/- 3863 )",35418,"(+/- 3498 )",50639,"(+/- 4398 )",30367,"(+/- 2654 )",41496,"(+/- 3238 )",42235,"(+/- 4461 )",33836,"(+/- 2811 )",44878,"(+/- 4118 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$50,000 to $74,999",51647,"(+/- 3754 )",51848,"(+/- 3263 )",49512,"(+/- 3777 )",69323,"(+/- 4513 )",54836,"(+/- 3220 )",54839,"(+/- 3560 )",54205,"(+/- 3455 )",53707,"(+/- 3572 )",61755,"(+/- 4403 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$75,000 to $99,999",33940,"(+/- 2977 )",37031,"(+/- 2831 )",38258,"(+/- 3685 )",44124,"(+/- 3989 )",42220,"(+/- 2534 )",42148,"(+/- 3637 )",30174,"(+/- 3164 )",47591,"(+/- 3147 )",39330,"(+/- 3161 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$100,000 to $149,999",39410,"(+/- 3190 )",43006,"(+/- 3017 )",30682,"(+/- 3307 )",41798,"(+/- 3666 )",63492,"(+/- 3380 )",56891,"(+/- 3825 )",26169,"(+/- 2468 )",55146,"(+/- 3628 )",52341,"(+/- 4031 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$150,000 to $199,000",14476,"(+/- 2038 )",17275,"(+/- 2184 )",10033,"(+/- 1680 )",14145,"(+/- 1885 )",29168,"(+/- 2209 )",27755,"(+/- 2771 )",9129,"(+/- 1737 )",24749,"(+/- 2299 )",19005,"(+/- 1931 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$200,000 or more",11471,"(+/- 1931 )",16894,"(+/- 1989 )",7094,"(+/- 1405 )",12049,"(+/- 1962 )",31288,"(+/- 2241 )",44187,"(+/- 2436 )",7268,"(+/- 1673 )",17729,"(+/- 2129 )",27181,"(+/- 2645 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Median household income (dollars)",56117,"(+/- 2193 )",54835,"(+/- 2025 )",54583,"(+/- 1795 )",55040,"(+/- 1984 )",82540,"(+/- 3286 )",76615,"(+/- 1931 )",49066,"(+/- 1799 )",73632,"(+/- 3810 )",65379,"(+/- 1951 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Mean household income (dollars)",73110,"(+/- 2658 )",78700,"(+/- 2592 )",66621,"(+/- 1592 )",71309,"(+/- 2270 )",106183,"(+/- 2816 )",114024,"(+/- 3506 )",62036,"(+/- 1835 )",88749,"(+/- 2086 )",89861,"(+/- 3013 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",763470,"(+/- 10255 )",708507,"(+/- 12686 )",784050,"(+/- 19052 )",799297,"(+/- 15606 )",848045,"(+/- 12712 )",812997,"(+/- 18250 )",847070,"(+/- 21653 )",786377,"(+/- 12573 )",816091,"(+/- 17613 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",663321,"(+/- 11722 )",649195,"(+/- 12318 )",669812,"(+/- 17416 )",729187,"(+/- 16474 )",784803,"(+/- 11982 )",739207,"(+/- 17533 )",673640,"(+/- 21835 )",730739,"(+/- 13513 )",717357,"(+/- 15432 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",432356,"(+/- 13034 )",460437,"(+/- 12758 )",402418,"(+/- 15236 )",500985,"(+/- 17085 )",655212,"(+/- 11529 )",565739,"(+/- 15201 )",362044,"(+/- 17577 )",566511,"(+/- 14439 )",544042,"(+/- 14639 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",333744,"(+/- 10875 )",308035,"(+/- 9571 )",324634,"(+/- 14151 )",394797,"(+/- 13688 )",232594,"(+/- 10779 )",269882,"(+/- 12607 )",356517,"(+/- 18965 )",288614,"(+/- 11838 )",241156,"(+/- 15435 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",100149,"(+/- 8938 )",59312,"(+/- 6138 )",114238,"(+/- 9638 )",70110,"(+/- 7597 )",63242,"(+/- 6553 )",73790,"(+/- 7377 )",173430,"(+/- 11958 )",55638,"(+/- 7536 )",98734,"(+/- 9986 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",193128,"(+/- 6169 )",144434,"(+/- 7016 )",232925,"(+/- 10091 )",164002,"(+/- 7011 )",227016,"(+/- 7727 )",162968,"(+/- 8459 )",262249,"(+/- 11527 )",181227,"(+/- 7682 )",176333,"(+/- 10288 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",25834,"(+/- 3930 )",9763,"(+/- 2270 )",22404,"(+/- 4605 )",13422,"(+/- 2922 )",15135,"(+/- 2526 )",10865,"(+/- 3207 )",37329,"(+/- 5451 )",11137,"(+/- 2942 )",15441,"(+/- 3732 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",12.2,"(+/- 1.1 )",8.4,"(+/- 1.2 )",14.2,"(+/- 1.6 )",8.1,"(+/- 1.0 )",4.6,"(+/- 0.7 )",5.9,"(+/- 1.0 )",19.7,"(+/- 1.8 )",6.3,"(+/- 1.0 )",8.8,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",19.5,"(+/- 2.0 )",14.2,"(+/- 2.3 )",20.0,"(+/- 2.6 )",13.8,"(+/- 2.6 )",6.1,"(+/- 1.4 )",9.8,"(+/- 2.3 )",28.0,"(+/- 2.7 )",9.2,"(+/- 2.0 )",14.1,"(+/- 2.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",17.8,"(+/- 5.9 )",16.8,"(+/- 5.7 )",18.6,"(+/- 6.1 )",10.2,"(+/- 5.9 )",9.1,"(+/- 4.7 )",10.8,"(+/- 5.6 )",29.0,"(+/- 7.6 )",12.3,"(+/- 5.8 )",14.6,"(+/- 5.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",5.6,"(+/- 1.0 )",4.7,"(+/- 1.0 )",7.4,"(+/- 1.5 )",5.7,"(+/- 0.9 )",2.8,"(+/- 0.6 )",3.4,"(+/- 1.0 )",12.7,"(+/- 2.3 )",4.2,"(+/- 0.9 )",5.9,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",7.9,"(+/- 1.6 )",7.3,"(+/- 2.6 )",10.1,"(+/- 2.5 )",8.3,"(+/- 2.5 )",2.4,"(+/- 1.0 )",4.3,"(+/- 1.9 )",18.0,"(+/- 3.9 )",4.8,"(+/- 1.6 )",9.2,"(+/- 2.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",7.1,"(+/- 4.4 )",8.9,"(+/- 6.8 )",9.7,"(+/- 6.9 )",5.2,"(+/- 4.4 )",2.0,"(+/- 2.0 )",5.6,"(+/- 5.0 )",15.0,"(+/- 8.8 )",4.5,"(+/- 4.1 )",6.9,"(+/- 4.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",31.4,"(+/- 3.8 )",20.3,"(+/- 4.4 )",28.4,"(+/- 3.7 )",20.2,"(+/- 5.3 )",12.9,"(+/- 3.4 )",15.2,"(+/- 3.9 )",31.6,"(+/- 4.1 )",19.0,"(+/- 5.0 )",18.1,"(+/- 4.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",40.1,"(+/- 4.7 )",30.3,"(+/- 6.5 )",36.8,"(+/- 4.6 )",28.7,"(+/- 7.6 )",21.0,"(+/- 6.2 )",21.9,"(+/- 6.5 )",42.0,"(+/- 5.3 )",26.4,"(+/- 7.7 )",26.9,"(+/- 6.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",42.2,"(+/- 16.6 )",40.9,"(+/- 16.7 )",36.4,"(+/- 13.0 )",12.2,"(+/- 11.9 )",39.1,"(+/- 17.4 )",23.2,"(+/- 14.9 )",47.8,"(+/- 13.2 )",50.9,"(+/- 21.2 )",48.4,"(+/- 17.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",18.0,"(+/- 1.2 )",13.1,"(+/- 1.3 )",16.9,"(+/- 1.5 )",12.2,"(+/- 1.2 )",6.5,"(+/- 0.8 )",8.6,"(+/- 1.0 )",23.1,"(+/- 1.8 )",9.1,"(+/- 1.1 )",13.9,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",24.4,"(+/- 2.7 )",17.3,"(+/- 3.2 )",23.5,"(+/- 3.3 )",17.3,"(+/- 3.2 )",7.5,"(+/- 1.9 )",11.3,"(+/- 2.8 )",34.3,"(+/- 3.7 )",11.4,"(+/- 2.9 )",19.1,"(+/- 3.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",24.1,"(+/- 2.8 )",16.8,"(+/- 3.2 )",23.2,"(+/- 3.3 )",16.5,"(+/- 3.2 )",7.2,"(+/- 1.9 )",11.1,"(+/- 2.8 )",34.0,"(+/- 3.7 )",11.2,"(+/- 2.9 )",18.6,"(+/- 3.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",24.6,"(+/- 4.2 )",19.2,"(+/- 4.6 )",25.0,"(+/- 4.9 )",16.0,"(+/- 4.1 )",11.8,"(+/- 4.6 )",13.1,"(+/- 5.0 )",35.7,"(+/- 4.6 )",14.9,"(+/- 4.2 )",19.0,"(+/- 4.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",24.0,"(+/- 3.2 )",15.9,"(+/- 3.3 )",22.5,"(+/- 3.3 )",16.6,"(+/- 3.5 )",5.8,"(+/- 1.5 )",10.4,"(+/- 2.8 )",33.4,"(+/- 4.1 )",10.0,"(+/- 3.1 )",18.5,"(+/- 3.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",16.0,"(+/- 1.0 )",12.1,"(+/- 1.1 )",14.4,"(+/- 1.1 )",11.1,"(+/- 1.0 )",6.2,"(+/- 0.6 )",8.0,"(+/- 0.9 )",18.6,"(+/- 1.3 )",8.5,"(+/- 0.9 )",12.6,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",10.8,"(+/- 1.4 )",7.4,"(+/- 1.2 )",14.3,"(+/- 2.1 )",8.3,"(+/- 1.1 )",7.1,"(+/- 1.2 )",5.5,"(+/- 0.9 )",16.7,"(+/- 2.8 )",8.3,"(+/- 1.3 )",9.6,"(+/- 2.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",15.2,"(+/- 1.4 )",9.3,"(+/- 1.4 )",14.6,"(+/- 1.7 )",9.4,"(+/- 1.4 )",4.7,"(+/- 1.0 )",6.3,"(+/- 1.2 )",21.9,"(+/- 2.2 )",6.8,"(+/- 1.2 )",10.4,"(+/- 1.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",31.2,"(+/- 2.3 )",24.4,"(+/- 2.2 )",29.5,"(+/- 2.6 )",23.6,"(+/- 1.8 )",16.2,"(+/- 1.8 )",16.6,"(+/- 1.7 )",28.4,"(+/- 2.3 )",21.2,"(+/- 2.3 )",22.1,"(+/- 2.1 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",199375,"(+/- 6854 )",165998,"(+/- 9102 )",223404,"(+/- 10261 )",166902,"(+/- 7158 )",229734,"(+/- 8115 )",163514,"(+/- 8511 )",233429,"(+/- 10878 )",184465,"(+/- 8212 )",206988,"(+/- 9745 )"
Education,"School Enrollment","Nursery school, preschool",10055,"(+/- 2117 )",10399,"(+/- 1780 )",9913,"(+/- 2201 )",8836,"(+/- 1954 )",14094,"(+/- 2062 )",10015,"(+/- 1822 )",10807,"(+/- 2436 )",9660,"(+/- 1809 )",7842,"(+/- 1552 )"
Education,"School Enrollment",Kindergarten,9320,"(+/- 1503 )",7172,"(+/- 1602 )",11431,"(+/- 2184 )",6996,"(+/- 1677 )",10504,"(+/- 1705 )",9032,"(+/- 1673 )",13568,"(+/- 2531 )",7707,"(+/- 1506 )",9356,"(+/- 1758 )"
Education,"School Enrollment","Elementary school (grades 1-8)",81180,"(+/- 4261 )",62938,"(+/- 4583 )",96922,"(+/- 6962 )",77020,"(+/- 4815 )",96671,"(+/- 5181 )",68966,"(+/- 5254 )",110368,"(+/- 5964 )",79202,"(+/- 5864 )",71920,"(+/- 6442 )"
Education,"School Enrollment","High school (grades 9-12)",43909,"(+/- 2895 )",33151,"(+/- 3221 )",49473,"(+/- 4015 )",34781,"(+/- 3422 )",57022,"(+/- 4273 )",37910,"(+/- 4214 )",51448,"(+/- 4295 )",44164,"(+/- 3534 )",34929,"(+/- 3408 )"
Education,"School Enrollment","College or graduate school",54911,"(+/- 4841 )",52338,"(+/- 4885 )",55665,"(+/- 4620 )",39269,"(+/- 3679 )",51443,"(+/- 4907 )",37591,"(+/- 3942 )",47238,"(+/- 4504 )",43732,"(+/- 3866 )",82941,"(+/- 6189 )"
Education,"Educational Attainment","Population 25 years and over",523114,"(+/- 8000 )",520648,"(+/- 7605 )",487229,"(+/- 12156 )",614211,"(+/- 9869 )",566847,"(+/- 10360 )",599072,"(+/- 11438 )",510459,"(+/- 12474 )",569334,"(+/- 10626 )",553626,"(+/- 11386 )"
Education,"Educational Attainment","Less than 9th grade",22361,"(+/- 2750 )",16580,"(+/- 2459 )",50174,"(+/- 4225 )",17668,"(+/- 3107 )",11717,"(+/- 2027 )",18727,"(+/- 4067 )",76717,"(+/- 6716 )",16882,"(+/- 2579 )",21633,"(+/- 3790 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",40724,"(+/- 3433 )",29434,"(+/- 3216 )",59090,"(+/- 4534 )",49471,"(+/- 4787 )",20925,"(+/- 2648 )",31748,"(+/- 4502 )",69664,"(+/- 6262 )",30047,"(+/- 3563 )",29436,"(+/- 3676 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",134357,"(+/- 6170 )",111104,"(+/- 5633 )",140845,"(+/- 8893 )",181365,"(+/- 8811 )",115960,"(+/- 5442 )",107242,"(+/- 5662 )",147943,"(+/- 7668 )",130536,"(+/- 7049 )",101333,"(+/- 5797 )"
Education,"Educational Attainment","Some college, no degree",148526,"(+/- 6479 )",133242,"(+/- 5725 )",115175,"(+/- 6884 )",181850,"(+/- 7916 )",144702,"(+/- 6149 )",130861,"(+/- 6509 )",101972,"(+/- 5749 )",151793,"(+/- 6671 )",128724,"(+/- 7574 )"
Education,"Educational Attainment","Associate's degree",45451,"(+/- 3562 )",46382,"(+/- 3160 )",41163,"(+/- 4519 )",55130,"(+/- 5031 )",56722,"(+/- 3731 )",49630,"(+/- 4143 )",33292,"(+/- 3460 )",60606,"(+/- 3812 )",43478,"(+/- 4056 )"
Education,"Educational Attainment","Bachelor's degree",78190,"(+/- 4989 )",106911,"(+/- 5877 )",51686,"(+/- 4318 )",81908,"(+/- 5676 )",143479,"(+/- 5499 )",155437,"(+/- 7040 )",56005,"(+/- 4081 )",113324,"(+/- 5154 )",144098,"(+/- 6229 )"
Education,"Educational Attainment","Graduate or professional degree",53505,"(+/- 3799 )",76995,"(+/- 4432 )",29096,"(+/- 3026 )",46819,"(+/- 3879 )",73342,"(+/- 4450 )",105427,"(+/- 5404 )",24866,"(+/- 3118 )",66146,"(+/- 4409 )",84924,"(+/- 4776 )"
Education,"Educational Attainment","Percent high school graduate or higher",87.9,"(+/- 0.9 )",91.2,"(+/- 0.7 )",77.6,"(+/- 1.3 )",89.1,"(+/- 0.9 )",94.2,"(+/- 0.7 )",91.6,"(+/- 1.0 )",71.3,"(+/- 1.3 )",91.8,"(+/- 0.7 )",90.8,"(+/- 0.8 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",25.2,"(+/- 1.2 )",35.3,"(+/- 1.3 )",16.6,"(+/- 1.0 )",21.0,"(+/- 1.0 )",38.3,"(+/- 1.1 )",43.5,"(+/- 1.3 )",15.8,"(+/- 0.9 )",31.5,"(+/- 1.1 )",41.4,"(+/- 1.3 )"

"Source: 2019 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag","District 09 Estimate","District 09 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",174346,G,223637,G,181789,G,151907,G,221827,G,424012,G,410157,G,167902,G,523470,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",564,G,259,H,528,G,406,G,240,G,130,H,58,J,25,G,81,J
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",6100,H,1352,H,1104,J,1199,H,89,G,357,G,98,G,239,G,10,J
Business,"Paid employees for pay period including March 12",Utilities,1635,J,730,G,4528,J,832,H,28,H,1962,H,1717,J,341,G,738,J
Business,"Paid employees for pay period including March 12",Construction,8428,G,13826,G,12269,G,12446,G,18309,G,31876,G,32870,G,9429,G,33857,G
Business,"Paid employees for pay period including March 12",Manufacturing,14686,H,6011,H,17582,H,10155,G,16668,H,14111,G,39669,G,5724,G,30340,G
Business,"Paid employees for pay period including March 12","Wholesale trade",3475,G,2955,G,8453,G,4702,G,5728,G,10850,G,35846,G,3265,G,20469,G
Business,"Paid employees for pay period including March 12","Retail trade",28977,G,36034,G,26295,G,30474,G,37853,G,46353,G,33552,G,36189,G,50132,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",5338,G,4163,H,12391,G,3970,G,4064,G,10124,H,50507,G,2511,G,9817,G
Business,"Paid employees for pay period including March 12",Information,2358,H,5003,G,3508,G,1637,G,3688,H,14253,G,6894,G,1688,G,18471,G
Business,"Paid employees for pay period including March 12","Finance and insurance",2831,G,9303,G,5497,G,3324,G,15151,H,49895,G,25095,G,5629,H,52000,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",2658,H,5090,G,2849,G,2471,G,5191,G,10525,G,6247,G,3149,G,15252,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",4534,G,15271,G,6585,G,4527,G,11548,G,30389,G,17998,G,4974,H,57991,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",662,G,1960,G,1868,H,973,H,2406,H,13983,H,6839,H,566,G,28841,H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",7447,G,21497,G,11590,G,9684,G,14519,G,37545,G,30652,G,8328,G,51131,G
Business,"Paid employees for pay period including March 12","Educational services",3553,G,4985,G,3430,G,3297,G,7467,G,11032,G,18028,G,3157,G,9278,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",31595,G,49859,G,29398,G,27979,G,34271,G,53322,G,54010,G,38698,G,65865,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",4876,G,4010,G,3940,G,3446,G,5161,G,14082,G,5879,H,6067,H,7355,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",37561,G,30916,G,24247,G,24020,G,29566,G,57222,G,30521,G,30341,G,53342,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",7036,G,10392,G,5713,G,6355,G,9833,G,15939,G,13645,G,7575,G,18408,G
Business,"Paid employees for pay period including March 12","Industries not classified",32,H,21,J,14,J,10,J,47,H,62,G,32,H,7,J,92,G
Business,"Annual payroll ($1,000)","Total for all sectors",7171899,G,9167570,G,8474838,G,5567079,G,10003287,G,23934846,G,22168808,G,6388714,G,30669875,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",12839,H,8910,H,14700,G,18184,G,10421,H,5644,G,2572,J,778,G,2676,J
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",496354,H,85137,G,68340,J,79110,H,6146,G,29472,H,5960,G,10688,G,864,J
Business,"Annual payroll ($1,000)",Utilities,149157,J,59386,G,501796,J,63996,H,1358,J,228441,J,198768,J,31206,G,74610,J
Business,"Annual payroll ($1,000)",Construction,407878,G,729531,G,602431,G,532479,G,993247,G,2050525,G,1914564,G,476805,G,2189176,G
Business,"Annual payroll ($1,000)",Manufacturing,1101904,H,379055,H,1450831,H,444753,G,1185125,H,979295,G,2136926,G,297645,G,2001837,G
Business,"Annual payroll ($1,000)","Wholesale trade",174963,G,160463,G,482771,G,242054,G,475371,G,814548,G,2441599,G,170182,G,1685288,G
Business,"Annual payroll ($1,000)","Retail trade",779498,G,1037706,G,779865,G,877032,G,1191392,G,1658556,G,1131930,H,1101667,G,1771611,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",242334,G,183196,H,607371,H,161923,G,225429,G,468803,H,2834623,H,107333,G,555857,G
Business,"Annual payroll ($1,000)",Information,117428,H,322735,G,231156,H,63075,G,231032,H,1130141,G,531678,G,67789,G,1522245,G
Business,"Annual payroll ($1,000)","Finance and insurance",159761,G,626981,G,297134,G,180114,G,1027120,H,4368177,G,1888513,G,418142,H,4167273,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",104475,G,200254,G,89153,G,88868,G,241899,G,700506,G,320728,G,126886,G,965625,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",217278,G,1023976,G,430399,H,216085,G,877793,G,2347304,G,1466574,G,260385,G,5553234,H
Business,"Annual payroll ($1,000)","Management of companies and enterprises",54594,H,128453,G,113332,H,35351,H,146042,H,1450365,G,623455,G,29418,G,2206834,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",271046,H,641388,G,311221,G,397423,G,547541,G,1731546,G,1001220,G,271260,G,1899127,G
Business,"Annual payroll ($1,000)","Educational services",121565,G,189304,G,133258,H,97578,H,353028,G,499020,G,697953,G,105253,G,374251,G
Business,"Annual payroll ($1,000)","Health care and social assistance",1603080,G,2440939,G,1620046,G,1373178,G,1552343,G,3032348,H,3318454,G,1907552,H,3359259,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",123495,G,75217,G,91647,G,71211,G,88029,G,400863,G,425455,J,210119,H,482905,H
Business,"Annual payroll ($1,000)","Accommodation and food services",831778,G,595113,G,464918,G,444552,G,539471,G,1424493,G,654017,G,577483,G,1158499,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",201768,G,279356,G,184098,G,179681,G,309320,G,612956,G,573284,G,217871,G,697692,G
Business,"Annual payroll ($1,000)","Industries not classified",704,G,470,H,371,G,432,H,1180,H,1843,G,535,H,252,H,1012,H
Business,"Total Establishments","Total for all sectors",12269,X,15527,X,10146,X,13501,X,16889,X,26422,X,14380,X,12672,X,24618,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",43,X,25,X,36,X,31,X,12,X,40,X,8,X,12,X,12,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",61,X,17,X,17,X,50,X,12,X,16,X,8,X,12,X,4,X
Business,"Total Establishments",Utilities,82,X,34,X,36,X,74,X,9,X,21,X,17,X,17,X,17,X
Business,"Total Establishments",Construction,1156,X,1214,X,1035,X,1840,X,1784,X,2128,X,1135,X,1263,X,1521,X
