cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE"
People,Ancestry,Welsh,9007,"(+/- 2349 )",5557,"(+/- 1387 )",5145,"(+/- 1509 )",6617,"(+/- 1615 )",3534,"(+/- 1185 )",4961,"(+/- 1389 )",3451,"(+/- 1057 )",5052,"(+/- 1637 )",2947,"(+/- 847 )",3802,"(+/- 1262 )",5149,"(+/- 1689 )",6022,"(+/- 1932 )",5239,"(+/- 1100 )",4968,"(+/- 2418 )",4432,"(+/- 1191 )",5399,"(+/- 1405 )",5111,"(+/- 1607 )",4429,"(+/- 1499 )",5750,"(+/- 1735 )",708,"(+/- 375 )",2853,"(+/- 888 )",2750,"(+/- 1082 )",1096,"(+/- 400 )",358,"(+/- 271 )",790,"(+/- 546 )",543,"(+/- 277 )",358,"(+/- 212 )"
People,Ancestry,"West Indian (excluding Hispanic origin groups)",4873,"(+/- 1958 )",5518,"(+/- 1883 )",9770,"(+/- 2861 )",4894,"(+/- 2285 )",16686,"(+/- 4303 )",7871,"(+/- 2715 )",25266,"(+/- 5398 )",17875,"(+/- 5804 )",29209,"(+/- 6899 )",75511,"(+/- 9860 )",14820,"(+/- 5322 )",7698,"(+/- 2745 )",7027,"(+/- 2966 )",23404,"(+/- 6262 )",17927,"(+/- 4928 )",15167,"(+/- 4958 )",14345,"(+/- 3038 )",44561,"(+/- 7225 )",21960,"(+/- 5113 )",209548,"(+/- 15637 )",75071,"(+/- 10809 )",59476,"(+/- 9421 )",51518,"(+/- 8330 )",155405,"(+/- 13254 )",15959,"(+/- 4481 )",31737,"(+/- 9644 )",11589,"(+/- 3821 )"
People,"Veteran Status","Civilian population 18 years and over",601618,"(+/- 3571 )",575057,"(+/- 7301 )",603673,"(+/- 5969 )",644522,"(+/- 11030 )",574622,"(+/- 11499 )",649875,"(+/- 6750 )",655322,"(+/- 13331 )",637897,"(+/- 3407 )",712328,"(+/- 15996 )",622478,"(+/- 15152 )",687114,"(+/- 10154 )",651508,"(+/- 7240 )",616779,"(+/- 6721 )",647385,"(+/- 12162 )",627282,"(+/- 15713 )",714767,"(+/- 10156 )",671051,"(+/- 11507 )",648949,"(+/- 8912 )",699514,"(+/- 9204 )",608675,"(+/- 15066 )",647884,"(+/- 11253 )",627493,"(+/- 11503 )",600088,"(+/- 8813 )",586855,"(+/- 15980 )",639794,"(+/- 16468 )",604346,"(+/- 14690 )",618413,"(+/- 14158 )"
People,"Veteran Status","Civilian veterans",92827,"(+/- 4354 )",65323,"(+/- 3988 )",65211,"(+/- 4136 )",69296,"(+/- 4653 )",52997,"(+/- 3565 )",73189,"(+/- 4127 )",41126,"(+/- 3691 )",87017,"(+/- 4104 )",54278,"(+/- 4758 )",30880,"(+/- 3560 )",97800,"(+/- 5314 )",65944,"(+/- 3790 )",61160,"(+/- 3972 )",41748,"(+/- 3309 )",51343,"(+/- 3262 )",70217,"(+/- 4258 )",75988,"(+/- 4886 )",59460,"(+/- 4538 )",58997,"(+/- 3182 )",25338,"(+/- 2885 )",40886,"(+/- 3210 )",32986,"(+/- 2810 )",24900,"(+/- 2751 )",16508,"(+/- 2425 )",16361,"(+/- 2478 )",19463,"(+/- 2313 )",11021,"(+/- 1464 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population",755748,"(+/- 4300 )",682023,"(+/- 9109 )",734510,"(+/- 7704 )",817512,"(+/- 15836 )",713359,"(+/- 16094 )",783412,"(+/- 9289 )",809834,"(+/- 18717 )",772904,"(+/- 5583 )",924681,"(+/- 21445 )",805189,"(+/- 19840 )",796011,"(+/- 12964 )",803674,"(+/- 9862 )",720998,"(+/- 8909 )",825262,"(+/- 16900 )",793615,"(+/- 19565 )",865856,"(+/- 14854 )",789139,"(+/- 14194 )",788861,"(+/- 11004 )",826746,"(+/- 12532 )",788884,"(+/- 15782 )",783697,"(+/- 14561 )",755856,"(+/- 12141 )",760680,"(+/- 9106 )",748165,"(+/- 20128 )",792011,"(+/- 19946 )",771372,"(+/- 18116 )",746771,"(+/- 18119 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",132302,"(+/- 6617 )",120659,"(+/- 6704 )",96239,"(+/- 6009 )",91504,"(+/- 7013 )",103199,"(+/- 7326 )",132716,"(+/- 7493 )",90996,"(+/- 5094 )",118862,"(+/- 6013 )",122287,"(+/- 7387 )",95192,"(+/- 7912 )",163435,"(+/- 9099 )",133624,"(+/- 7230 )",109272,"(+/- 6108 )",91859,"(+/- 5824 )",110437,"(+/- 6391 )",119573,"(+/- 6683 )",150883,"(+/- 7301 )",113462,"(+/- 6702 )",118543,"(+/- 5971 )",96181,"(+/- 6352 )",103541,"(+/- 5569 )",85255,"(+/- 4590 )",74203,"(+/- 6031 )",80002,"(+/- 6064 )",84296,"(+/- 6316 )",72583,"(+/- 7073 )",79088,"(+/- 6240 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years",170277,"(+/- 1148 )",142201,"(+/- 3787 )",152729,"(+/- 4150 )",177138,"(+/- 7280 )",163329,"(+/- 7247 )",139441,"(+/- 4167 )",158621,"(+/- 9116 )",139116,"(+/- 2981 )",218883,"(+/- 9790 )",188424,"(+/- 8975 )",124593,"(+/- 5913 )",158410,"(+/- 5181 )",113191,"(+/- 5078 )",180106,"(+/- 8236 )",172416,"(+/- 8772 )",157296,"(+/- 7631 )",132454,"(+/- 6069 )",145728,"(+/- 4782 )",132803,"(+/- 5568 )",192836,"(+/- 9222 )",138303,"(+/- 6838 )",132912,"(+/- 6606 )",161919,"(+/- 7995 )",167241,"(+/- 8422 )",156144,"(+/- 7532 )",174079,"(+/- 9067 )",131593,"(+/- 8690 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",12416,"(+/- 2709 )",6497,"(+/- 1561 )",5837,"(+/- 1627 )",7047,"(+/- 2421 )",8514,"(+/- 2374 )",6841,"(+/- 1919 )",6229,"(+/- 1596 )",5805,"(+/- 1779 )",14519,"(+/- 3337 )",11806,"(+/- 2779 )",6449,"(+/- 1840 )",9417,"(+/- 1869 )",5032,"(+/- 1513 )",5750,"(+/- 1359 )",8321,"(+/- 1679 )",6597,"(+/- 2048 )",10069,"(+/- 2315 )",6779,"(+/- 1651 )",4404,"(+/- 1641 )",8942,"(+/- 2235 )",3554,"(+/- 950 )",4683,"(+/- 1270 )",6122,"(+/- 1326 )",8060,"(+/- 2410 )",5688,"(+/- 1572 )",6679,"(+/- 2378 )",2574,"(+/- 1013 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years",451206,"(+/- 4077 )",395017,"(+/- 7007 )",456393,"(+/- 6240 )",497651,"(+/- 11085 )",453496,"(+/- 11271 )",442731,"(+/- 5899 )",533843,"(+/- 12248 )",433732,"(+/- 3649 )",553523,"(+/- 13980 )",522173,"(+/- 14405 )",368971,"(+/- 9912 )",449311,"(+/- 7258 )",436488,"(+/- 6662 )",534619,"(+/- 11644 )",491011,"(+/- 14327 )",472346,"(+/- 9363 )",395850,"(+/- 11558 )",435340,"(+/- 8254 )",424691,"(+/- 8047 )",485541,"(+/- 13219 )",436213,"(+/- 11078 )",454818,"(+/- 11482 )",470126,"(+/- 9481 )",472588,"(+/- 13516 )",485593,"(+/- 14711 )",477746,"(+/- 12338 )",475770,"(+/- 13077 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",67411,"(+/- 5193 )",60968,"(+/- 5385 )",47738,"(+/- 4535 )",42884,"(+/- 4582 )",53586,"(+/- 4949 )",57991,"(+/- 4849 )",44654,"(+/- 4174 )",51177,"(+/- 4770 )",55538,"(+/- 4813 )",48154,"(+/- 5805 )",61924,"(+/- 6001 )",55933,"(+/- 4532 )",48973,"(+/- 4626 )",45138,"(+/- 3846 )",57449,"(+/- 4256 )",43709,"(+/- 4783 )",62480,"(+/- 5167 )",40160,"(+/- 4321 )",42656,"(+/- 4306 )",44552,"(+/- 4286 )",35483,"(+/- 3756 )",33446,"(+/- 3304 )",29590,"(+/- 3680 )",36888,"(+/- 4030 )",30676,"(+/- 4273 )",33685,"(+/- 4307 )",30282,"(+/- 3658 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over",134265,"(+/- 1872 )",144805,"(+/- 3861 )",125388,"(+/- 3524 )",142723,"(+/- 3750 )",96534,"(+/- 3852 )",201240,"(+/- 3315 )",117370,"(+/- 4384 )",200056,"(+/- 1488 )",152275,"(+/- 6054 )",94592,"(+/- 4643 )",302447,"(+/- 4908 )",195953,"(+/- 3729 )",171319,"(+/- 3693 )",110537,"(+/- 3822 )",130188,"(+/- 6891 )",236214,"(+/- 4924 )",260835,"(+/- 5290 )",207793,"(+/- 4758 )",269252,"(+/- 4515 )",110507,"(+/- 6118 )",209181,"(+/- 4807 )",168126,"(+/- 5673 )",128635,"(+/- 6132 )",108336,"(+/- 5922 )",150274,"(+/- 5367 )",119547,"(+/- 6285 )",139408,"(+/- 6653 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",52475,"(+/- 3282 )",53194,"(+/- 3135 )",42664,"(+/- 2949 )",41573,"(+/- 3035 )",41099,"(+/- 3560 )",67884,"(+/- 3865 )",40113,"(+/- 3165 )",61880,"(+/- 3759 )",52230,"(+/- 3959 )",35232,"(+/- 4223 )",95062,"(+/- 5957 )",68274,"(+/- 3894 )",55267,"(+/- 3733 )",40971,"(+/- 3656 )",44667,"(+/- 4390 )",69267,"(+/- 4166 )",78334,"(+/- 4438 )",66523,"(+/- 5214 )",71483,"(+/- 4175 )",42687,"(+/- 3823 )",64504,"(+/- 3787 )",47126,"(+/- 3515 )",38491,"(+/- 3899 )",35054,"(+/- 3391 )",47932,"(+/- 4089 )",32219,"(+/- 3497 )",46232,"(+/- 4249 )"
People,"Residence 1 Year Ago","Population 1 year and over",787752,"(+/- 2471 )",714036,"(+/- 9281 )",751040,"(+/- 6904 )",830214,"(+/- 15812 )",732396,"(+/- 15829 )",785324,"(+/- 9080 )",806287,"(+/- 18588 )",772206,"(+/- 4948 )",920164,"(+/- 21317 )",803208,"(+/- 19642 )",807139,"(+/- 12524 )",804323,"(+/- 9596 )",726248,"(+/- 9031 )",820974,"(+/- 17074 )",793535,"(+/- 20144 )",866721,"(+/- 14463 )",800234,"(+/- 14158 )",788908,"(+/- 10145 )",828133,"(+/- 11984 )",790518,"(+/- 15884 )",780240,"(+/- 14831 )",754622,"(+/- 11894 )",754680,"(+/- 9129 )",745619,"(+/- 19705 )",789963,"(+/- 19841 )",771643,"(+/- 18043 )",743282,"(+/- 17840 )"
People,"Residence 1 Year Ago","Same house",642030,"(+/- 8954 )",584524,"(+/- 10962 )",612844,"(+/- 12260 )",688346,"(+/- 18829 )",581102,"(+/- 16126 )",682936,"(+/- 11304 )",650811,"(+/- 17791 )",671397,"(+/- 10308 )",780459,"(+/- 24064 )",682881,"(+/- 21590 )",702278,"(+/- 14829 )",696775,"(+/- 12073 )",614185,"(+/- 11548 )",670886,"(+/- 18546 )",657939,"(+/- 20606 )",740550,"(+/- 15936 )",688164,"(+/- 16649 )",698931,"(+/- 13017 )",706009,"(+/- 14650 )",690886,"(+/- 17777 )",672176,"(+/- 15868 )",631717,"(+/- 12215 )",653868,"(+/- 13418 )",652047,"(+/- 21082 )",696284,"(+/- 21964 )",690738,"(+/- 18065 )",642422,"(+/- 17708 )"
People,"Residence 1 Year Ago","Different house in the U.S.",139585,"(+/- 8894 )",126678,"(+/- 8327 )",132403,"(+/- 9880 )",136068,"(+/- 11194 )",149565,"(+/- 11911 )",97969,"(+/- 8362 )",148073,"(+/- 11227 )",97725,"(+/- 8960 )",127482,"(+/- 13489 )",108388,"(+/- 15238 )",99715,"(+/- 9941 )",104497,"(+/- 8315 )",108242,"(+/- 8536 )",138986,"(+/- 11639 )",127084,"(+/- 11711 )",119028,"(+/- 9948 )",107490,"(+/- 11143 )",86021,"(+/- 8688 )",115254,"(+/- 10002 )",90094,"(+/- 9953 )",98726,"(+/- 8852 )",109953,"(+/- 8893 )",89658,"(+/- 10535 )",85609,"(+/- 9547 )",81558,"(+/- 10685 )",70968,"(+/- 8384 )",86000,"(+/- 7406 )"
People,"Residence 1 Year Ago","Same county",69258,"(+/- 7033 )",60794,"(+/- 6912 )",63939,"(+/- 7925 )",71432,"(+/- 8400 )",88495,"(+/- 8941 )",45465,"(+/- 6614 )",73235,"(+/- 9540 )",53981,"(+/- 7189 )",64778,"(+/- 11161 )",73191,"(+/- 13299 )",37659,"(+/- 4854 )",47757,"(+/- 5495 )",69244,"(+/- 7061 )",84973,"(+/- 9934 )",75023,"(+/- 9271 )",64421,"(+/- 6805 )",57112,"(+/- 9468 )",43227,"(+/- 6556 )",59836,"(+/- 6295 )",69351,"(+/- 9457 )",64438,"(+/- 8247 )",76920,"(+/- 8569 )",62765,"(+/- 9163 )",68043,"(+/- 8801 )",61480,"(+/- 9188 )",57021,"(+/- 8264 )",67421,"(+/- 7025 )"
People,"Residence 1 Year Ago","Different county",70327,"(+/- 6890 )",65884,"(+/- 5120 )",68464,"(+/- 6376 )",64636,"(+/- 7493 )",61070,"(+/- 8237 )",52504,"(+/- 7582 )",74838,"(+/- 7035 )",43744,"(+/- 5893 )",62704,"(+/- 9589 )",35197,"(+/- 5873 )",62056,"(+/- 8782 )",56740,"(+/- 6530 )",38998,"(+/- 5099 )",54013,"(+/- 6696 )",52061,"(+/- 7940 )",54607,"(+/- 7663 )",50378,"(+/- 5058 )",42794,"(+/- 5992 )",55418,"(+/- 6812 )",20743,"(+/- 3650 )",34288,"(+/- 4519 )",33033,"(+/- 5785 )",26893,"(+/- 5484 )",17566,"(+/- 3797 )",20078,"(+/- 3700 )",13947,"(+/- 2500 )",18579,"(+/- 2726 )"
People,"Residence 1 Year Ago","Same state",26181,"(+/- 3567 )",47269,"(+/- 4796 )",48480,"(+/- 4835 )",29521,"(+/- 4524 )",42244,"(+/- 6363 )",28110,"(+/- 5200 )",44066,"(+/- 5037 )",15676,"(+/- 3802 )",36822,"(+/- 6396 )",19391,"(+/- 4047 )",31117,"(+/- 5835 )",26223,"(+/- 4041 )",16956,"(+/- 3186 )",32323,"(+/- 5475 )",30174,"(+/- 5910 )",26031,"(+/- 5338 )",21891,"(+/- 3186 )",23318,"(+/- 4890 )",17728,"(+/- 3854 )",11368,"(+/- 2980 )",15449,"(+/- 3150 )",15327,"(+/- 3492 )",13937,"(+/- 3258 )",10581,"(+/- 2994 )",7909,"(+/- 2069 )",6158,"(+/- 1722 )",5699,"(+/- 1386 )"
People,"Residence 1 Year Ago","Different state",44146,"(+/- 5410 )",18615,"(+/- 3601 )",19984,"(+/- 4400 )",35115,"(+/- 5836 )",18826,"(+/- 4648 )",24394,"(+/- 5380 )",30772,"(+/- 4810 )",28068,"(+/- 4782 )",25882,"(+/- 6556 )",15806,"(+/- 4284 )",30939,"(+/- 5605 )",30517,"(+/- 5670 )",22042,"(+/- 3802 )",21690,"(+/- 3778 )",21887,"(+/- 4732 )",28576,"(+/- 5564 )",28487,"(+/- 4002 )",19476,"(+/- 3688 )",37690,"(+/- 5597 )",9375,"(+/- 2427 )",18839,"(+/- 3223 )",17706,"(+/- 4041 )",12956,"(+/- 4035 )",6985,"(+/- 2302 )",12169,"(+/- 2842 )",7789,"(+/- 1977 )",12880,"(+/- 2337 )"
People,"Residence 1 Year Ago",Abroad,6137,"(+/- 1774 )",2834,"(+/- 1165 )",5793,"(+/- 2049 )",5800,"(+/- 2494 )",1729,"(+/- 756 )",4419,"(+/- 2422 )",7403,"(+/- 2424 )",3084,"(+/- 1403 )",12223,"(+/- 3961 )",11939,"(+/- 4004 )",5146,"(+/- 2820 )",3051,"(+/- 1020 )",3821,"(+/- 1085 )",11102,"(+/- 2894 )",8512,"(+/- 3736 )",7143,"(+/- 2217 )",4580,"(+/- 1715 )",3956,"(+/- 1547 )",6870,"(+/- 2487 )",9538,"(+/- 3414 )",9338,"(+/- 2954 )",12952,"(+/- 4005 )",11154,"(+/- 3839 )",7963,"(+/- 2342 )",12121,"(+/- 3322 )",9937,"(+/- 3075 )",14860,"(+/- 4226 )"
Workers,"Employment Status","Population 16 years and over",644471,"(+/- 2318 )",595638,"(+/- 7894 )",621789,"(+/- 6054 )",678162,"(+/- 11129 )",593209,"(+/- 11884 )",666222,"(+/- 7283 )",673459,"(+/- 13925 )",659264,"(+/- 4356 )",739532,"(+/- 17177 )",642716,"(+/- 16137 )",702488,"(+/- 10680 )",670416,"(+/- 7465 )",631216,"(+/- 7001 )",669750,"(+/- 12864 )",648085,"(+/- 15990 )",732240,"(+/- 10300 )",685748,"(+/- 12147 )",666142,"(+/- 9012 )",714453,"(+/- 9524 )",631856,"(+/- 15108 )",662589,"(+/- 11624 )",646015,"(+/- 11723 )",618698,"(+/- 8801 )",604932,"(+/- 16637 )",659639,"(+/- 16806 )",627079,"(+/- 14713 )",634046,"(+/- 14949 )"
Workers,"Employment Status","In labor force",394462,"(+/- 5678 )",314782,"(+/- 8497 )",355434,"(+/- 8343 )",445596,"(+/- 11205 )",368790,"(+/- 9642 )",356976,"(+/- 8000 )",445481,"(+/- 12443 )",355700,"(+/- 7998 )",449569,"(+/- 14818 )",450133,"(+/- 13882 )",282273,"(+/- 9533 )",368017,"(+/- 9015 )",373759,"(+/- 7552 )",447759,"(+/- 10562 )",398925,"(+/- 11933 )",411804,"(+/- 9450 )",307090,"(+/- 11491 )",387082,"(+/- 10537 )",358903,"(+/- 9486 )",422402,"(+/- 11963 )",391261,"(+/- 10843 )",409443,"(+/- 10825 )",407166,"(+/- 9565 )",388553,"(+/- 11754 )",400681,"(+/- 12950 )",401119,"(+/- 10756 )",407325,"(+/- 13971 )"
Workers,"Employment Status","Civilian labor force",368780,"(+/- 6400 )",311963,"(+/- 8427 )",353493,"(+/- 8575 )",431397,"(+/- 11546 )",364803,"(+/- 9473 )",356087,"(+/- 7889 )",444850,"(+/- 12396 )",353219,"(+/- 7918 )",449340,"(+/- 14809 )",449653,"(+/- 13867 )",281344,"(+/- 9558 )",366883,"(+/- 8994 )",372206,"(+/- 7498 )",443985,"(+/- 10592 )",397853,"(+/- 11740 )",410281,"(+/- 9464 )",306953,"(+/- 11473 )",386135,"(+/- 10550 )",358388,"(+/- 9587 )",421800,"(+/- 12025 )",390983,"(+/- 10882 )",409145,"(+/- 10828 )",406402,"(+/- 9646 )",388153,"(+/- 11834 )",400443,"(+/- 12943 )",398699,"(+/- 10703 )",406729,"(+/- 14000 )"
Workers,"Employment Status",Employed,350550,"(+/- 6446 )",297243,"(+/- 8323 )",334880,"(+/- 9229 )",412241,"(+/- 11197 )",342047,"(+/- 9406 )",342619,"(+/- 7558 )",427653,"(+/- 11532 )",333612,"(+/- 7633 )",431037,"(+/- 14592 )",430500,"(+/- 13157 )",265594,"(+/- 9174 )",350973,"(+/- 8456 )",352837,"(+/- 7502 )",425198,"(+/- 10096 )",381220,"(+/- 11875 )",389238,"(+/- 9626 )",291799,"(+/- 10929 )",369451,"(+/- 10813 )",344670,"(+/- 9719 )",391339,"(+/- 11163 )",375018,"(+/- 10514 )",390837,"(+/- 10497 )",391921,"(+/- 10153 )",368904,"(+/- 11324 )",388456,"(+/- 13168 )",382785,"(+/- 10740 )",395896,"(+/- 13838 )"
Workers,"Employment Status",Unemployed,18230,"(+/- 2433 )",14720,"(+/- 2169 )",18613,"(+/- 3321 )",19156,"(+/- 2945 )",22756,"(+/- 3044 )",13468,"(+/- 2576 )",17197,"(+/- 2317 )",19607,"(+/- 4158 )",18303,"(+/- 3990 )",19153,"(+/- 3250 )",15750,"(+/- 2814 )",15910,"(+/- 3029 )",19369,"(+/- 3089 )",18787,"(+/- 3014 )",16633,"(+/- 2292 )",21043,"(+/- 3388 )",15154,"(+/- 3063 )",16684,"(+/- 3406 )",13718,"(+/- 2461 )",30461,"(+/- 3730 )",15965,"(+/- 2625 )",18308,"(+/- 2781 )",14481,"(+/- 2277 )",19249,"(+/- 2906 )",11987,"(+/- 2346 )",15914,"(+/- 2311 )",10833,"(+/- 1535 )"
Workers,"Employment Status","Armed Forces",25682,"(+/- 3102 )",2819,"(+/- 856 )",1941,"(+/- 876 )",14199,"(+/- 3130 )",3987,"(+/- 1573 )",889,"(+/- 625 )",631,"(+/- 380 )",2481,"(+/- 994 )",229,"(+/- 381 )",480,"(+/- 503 )",929,"(+/- 837 )",1134,"(+/- 694 )",1553,"(+/- 657 )",3774,"(+/- 982 )",1072,"(+/- 740 )",1523,"(+/- 671 )",137,"(+/- 126 )",947,"(+/- 812 )",515,"(+/- 512 )",602,"(+/- 429 )",278,"(+/- 230 )",298,"(+/- 237 )",764,"(+/- 684 )",400,"(+/- 401 )",238,"(+/- 210 )",2420,"(+/- 1111 )",596,"(+/- 476 )"
Workers,"Employment Status","Not in labor force",250009,"(+/- 5784 )",280856,"(+/- 7117 )",266355,"(+/- 7729 )",232566,"(+/- 7407 )",224419,"(+/- 7992 )",309246,"(+/- 8503 )",227978,"(+/- 7601 )",303564,"(+/- 7606 )",289963,"(+/- 10912 )",192583,"(+/- 8276 )",420215,"(+/- 7997 )",302399,"(+/- 7877 )",257457,"(+/- 7425 )",221991,"(+/- 7874 )",249160,"(+/- 11153 )",320436,"(+/- 8057 )",378658,"(+/- 9755 )",279060,"(+/- 7692 )",355550,"(+/- 7778 )",209454,"(+/- 8728 )",271328,"(+/- 7495 )",236572,"(+/- 8300 )",211532,"(+/- 7957 )",216379,"(+/- 10586 )",258958,"(+/- 10145 )",225960,"(+/- 9691 )",226721,"(+/- 10533 )"
Workers,"Employment Status","Civilian labor force",368780,"(+/- 6400 )",311963,"(+/- 8427 )",353493,"(+/- 8575 )",431397,"(+/- 11546 )",364803,"(+/- 9473 )",356087,"(+/- 7889 )",444850,"(+/- 12396 )",353219,"(+/- 7918 )",449340,"(+/- 14809 )",449653,"(+/- 13867 )",281344,"(+/- 9558 )",366883,"(+/- 8994 )",372206,"(+/- 7498 )",443985,"(+/- 10592 )",397853,"(+/- 11740 )",410281,"(+/- 9464 )",306953,"(+/- 11473 )",386135,"(+/- 10550 )",358388,"(+/- 9587 )",421800,"(+/- 12025 )",390983,"(+/- 10882 )",409145,"(+/- 10828 )",406402,"(+/- 9646 )",388153,"(+/- 11834 )",400443,"(+/- 12943 )",398699,"(+/- 10703 )",406729,"(+/- 14000 )"
Workers,"Employment Status","Unemployment Rate",4.9,"(+/- 0.7 )",4.7,"(+/- 0.7 )",5.3,"(+/- 1.0 )",4.4,"(+/- 0.7 )",6.2,"(+/- 0.8 )",3.8,"(+/- 0.7 )",3.9,"(+/- 0.5 )",5.6,"(+/- 1.1 )",4.1,"(+/- 0.9 )",4.3,"(+/- 0.7 )",5.6,"(+/- 1.0 )",4.3,"(+/- 0.8 )",5.2,"(+/- 0.8 )",4.2,"(+/- 0.7 )",4.2,"(+/- 0.6 )",5.1,"(+/- 0.8 )",4.9,"(+/- 1.0 )",4.3,"(+/- 0.9 )",3.8,"(+/- 0.7 )",7.2,"(+/- 0.8 )",4.1,"(+/- 0.7 )",4.5,"(+/- 0.7 )",3.6,"(+/- 0.6 )",5.0,"(+/- 0.7 )",3.0,"(+/- 0.6 )",4.0,"(+/- 0.6 )",2.7,"(+/- 0.4 )"
Workers,"Commuting to Work","Workers 16 years and over",366067,"(+/- 6508 )",294134,"(+/- 8125 )",331703,"(+/- 9201 )",420776,"(+/- 11323 )",338840,"(+/- 9293 )",339472,"(+/- 7761 )",422139,"(+/- 11562 )",329928,"(+/- 7545 )",424203,"(+/- 14768 )",421471,"(+/- 12911 )",260595,"(+/- 9079 )",346181,"(+/- 8862 )",348711,"(+/- 7552 )",422327,"(+/- 9844 )",376736,"(+/- 11997 )",385156,"(+/- 9800 )",285254,"(+/- 10597 )",366643,"(+/- 10868 )",337728,"(+/- 9547 )",384742,"(+/- 10849 )",368301,"(+/- 10545 )",385663,"(+/- 10611 )",384947,"(+/- 9912 )",363591,"(+/- 11323 )",381511,"(+/- 13128 )",379729,"(+/- 10947 )",391027,"(+/- 13813 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",276219,"(+/- 6751 )",243825,"(+/- 8023 )",260322,"(+/- 9655 )",336521,"(+/- 10462 )",267797,"(+/- 9382 )",270445,"(+/- 7672 )",330075,"(+/- 10399 )",273637,"(+/- 8725 )",343204,"(+/- 13871 )",316844,"(+/- 13251 )",202745,"(+/- 8152 )",270857,"(+/- 8804 )",268600,"(+/- 7899 )",321421,"(+/- 8888 )",307182,"(+/- 11714 )",299272,"(+/- 9491 )",225035,"(+/- 9585 )",292195,"(+/- 11347 )",262830,"(+/- 9412 )",297392,"(+/- 11369 )",283525,"(+/- 10883 )",288993,"(+/- 9931 )",307057,"(+/- 8771 )",281001,"(+/- 9630 )",294171,"(+/- 12056 )",305011,"(+/- 11030 )",276911,"(+/- 12161 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",38877,"(+/- 3790 )",29289,"(+/- 3215 )",30662,"(+/- 3817 )",28441,"(+/- 3984 )",32664,"(+/- 4009 )",26048,"(+/- 3389 )",39422,"(+/- 5289 )",22669,"(+/- 3433 )",43770,"(+/- 6130 )",48896,"(+/- 6950 )",29439,"(+/- 3927 )",25732,"(+/- 2966 )",24318,"(+/- 3292 )",40843,"(+/- 5844 )",32279,"(+/- 4066 )",38301,"(+/- 5151 )",29305,"(+/- 3845 )",29888,"(+/- 4237 )",31993,"(+/- 4477 )",43487,"(+/- 6597 )",37326,"(+/- 4048 )",30545,"(+/- 3659 )",31627,"(+/- 3885 )",31143,"(+/- 3718 )",39758,"(+/- 3906 )",37512,"(+/- 4002 )",26927,"(+/- 3499 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",1497,"(+/- 993 )",1038,"(+/- 651 )",3750,"(+/- 1126 )",2334,"(+/- 960 )",10146,"(+/- 2293 )",2193,"(+/- 1023 )",3904,"(+/- 1270 )",1168,"(+/- 674 )",3202,"(+/- 1394 )",11728,"(+/- 2770 )",584,"(+/- 736 )",1889,"(+/- 857 )",6838,"(+/- 2401 )",6646,"(+/- 1748 )",980,"(+/- 512 )",3569,"(+/- 1163 )",1284,"(+/- 908 )",2432,"(+/- 1100 )",2150,"(+/- 971 )",15344,"(+/- 3361 )",5184,"(+/- 1765 )",7498,"(+/- 2374 )",7102,"(+/- 1887 )",21497,"(+/- 3143 )",7299,"(+/- 1809 )",4521,"(+/- 1431 )",21083,"(+/- 4381 )"
