cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE"
Socioeconomic,"Health Insurance Coverage","With private health insurance",548948,"(+/- 11114 )",513879,"(+/- 17077 )",596903,"(+/- 17492 )",521041,"(+/- 14631 )",591453,"(+/- 12412 )",560519,"(+/- 14221 )",472292,"(+/- 16807 )",593428,"(+/- 13638 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",266544,"(+/- 8568 )",270757,"(+/- 12762 )",230427,"(+/- 11642 )",245738,"(+/- 11526 )",223759,"(+/- 10002 )",240745,"(+/- 9637 )",291797,"(+/- 12052 )",220990,"(+/- 9244 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",30061,"(+/- 3535 )",44039,"(+/- 7230 )",36487,"(+/- 6099 )",73738,"(+/- 8295 )",35829,"(+/- 4934 )",43533,"(+/- 5489 )",36277,"(+/- 5350 )",56867,"(+/- 7489 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",162798,"(+/- 3962 )",177433,"(+/- 9404 )",187668,"(+/- 9879 )",185492,"(+/- 7431 )",177884,"(+/- 5685 )",181395,"(+/- 6138 )",156212,"(+/- 7692 )",181853,"(+/- 6939 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",3599,"(+/- 1085 )",6087,"(+/- 2770 )",5287,"(+/- 1981 )",10307,"(+/- 2939 )",5771,"(+/- 1751 )",3550,"(+/- 1191 )",6119,"(+/- 2442 )",7062,"(+/- 2282 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",5.3,"(+/- 0.9 )",8.3,"(+/- 1.4 )",4.8,"(+/- 1.0 )",5.1,"(+/- 0.9 )",4.2,"(+/- 0.8 )",5.6,"(+/- 0.8 )",9.4,"(+/- 1.5 )",4.3,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",9.2,"(+/- 1.8 )",14.3,"(+/- 2.6 )",7.0,"(+/- 1.9 )",8.1,"(+/- 1.6 )",7.1,"(+/- 1.6 )",8.4,"(+/- 1.6 )",14.5,"(+/- 2.5 )",6.6,"(+/- 1.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",12.2,"(+/- 5.9 )",7.9,"(+/- 3.9 )",3.3,"(+/- 2.1 )",6.9,"(+/- 3.8 )",5.0,"(+/- 3.3 )",9.3,"(+/- 3.9 )",15.2,"(+/- 5.9 )",4.2,"(+/- 3.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",2.9,"(+/- 0.8 )",3.2,"(+/- 0.8 )",2.5,"(+/- 0.8 )",2.3,"(+/- 0.7 )",1.8,"(+/- 0.6 )",3.1,"(+/- 0.7 )",4.4,"(+/- 1.5 )",2.1,"(+/- 0.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",4.4,"(+/- 1.7 )",4.1,"(+/- 1.2 )",3.4,"(+/- 1.6 )",3.3,"(+/- 1.7 )",1.9,"(+/- 1.0 )",3.7,"(+/- 1.4 )",5.8,"(+/- 2.7 )",2.8,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",8.5,"(+/- 6.5 )",1.8,"(+/- 2.1 )",1.7,"(+/- 1.7 )",3.0,"(+/- 2.8 )",1.0,"(+/- 1.2 )",5.4,"(+/- 3.6 )",10.6,"(+/- 9.4 )",1.0,"(+/- 1.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",18.6,"(+/- 4.6 )",21.8,"(+/- 3.9 )",14.2,"(+/- 4.2 )",10.5,"(+/- 2.5 )",11.3,"(+/- 3.1 )",15.0,"(+/- 2.9 )",17.2,"(+/- 3.3 )",15.2,"(+/- 4.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",26.4,"(+/- 6.3 )",32.2,"(+/- 6.0 )",19.1,"(+/- 6.2 )",15.7,"(+/- 4.1 )",19.4,"(+/- 5.5 )",20.9,"(+/- 4.2 )",25.2,"(+/- 5.2 )",23.9,"(+/- 7.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",27.8,"(+/- 20.4 )",23.9,"(+/- 12.4 )",14.8,"(+/- 14.3 )",8.2,"(+/- 5.8 )",16.4,"(+/- 11.2 )",27.9,"(+/- 15.0 )",18.3,"(+/- 13.6 )",28.0,"(+/- 23.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",9.4,"(+/- 1.0 )",11.9,"(+/- 1.3 )",7.7,"(+/- 1.1 )",7.7,"(+/- 0.9 )",6.6,"(+/- 0.8 )",8.3,"(+/- 1.0 )",14.3,"(+/- 1.5 )",6.8,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",12.4,"(+/- 2.4 )",17.9,"(+/- 3.4 )",9.1,"(+/- 2.6 )",10.8,"(+/- 2.4 )",10.1,"(+/- 2.4 )",10.6,"(+/- 2.4 )",18.3,"(+/- 3.3 )",7.9,"(+/- 2.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",11.9,"(+/- 2.4 )",17.8,"(+/- 3.4 )",9.0,"(+/- 2.6 )",10.6,"(+/- 2.3 )",9.8,"(+/- 2.4 )",10.4,"(+/- 2.4 )",18.2,"(+/- 3.3 )",7.2,"(+/- 2.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",15.7,"(+/- 4.4 )",15.0,"(+/- 4.7 )",8.9,"(+/- 3.6 )",7.5,"(+/- 2.6 )",9.3,"(+/- 3.1 )",14.4,"(+/- 4.3 )",17.7,"(+/- 4.7 )",7.9,"(+/- 3.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",10.7,"(+/- 2.4 )",18.9,"(+/- 3.6 )",9.0,"(+/- 2.6 )",11.9,"(+/- 3.0 )",10.0,"(+/- 2.7 )",9.1,"(+/- 2.5 )",18.4,"(+/- 3.7 )",6.9,"(+/- 2.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",8.6,"(+/- 0.9 )",10.1,"(+/- 1.0 )",7.2,"(+/- 0.8 )",6.7,"(+/- 0.7 )",5.6,"(+/- 0.6 )",7.7,"(+/- 0.8 )",13.2,"(+/- 1.3 )",6.5,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",6.1,"(+/- 1.2 )",9.6,"(+/- 1.6 )",8.1,"(+/- 1.4 )",6.4,"(+/- 1.2 )",6.0,"(+/- 1.4 )",7.6,"(+/- 1.2 )",12.4,"(+/- 1.9 )",7.0,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",6.1,"(+/- 1.1 )",9.3,"(+/- 1.5 )",5.6,"(+/- 1.4 )",5.6,"(+/- 1.0 )",4.7,"(+/- 1.0 )",5.8,"(+/- 1.1 )",10.7,"(+/- 1.9 )",4.3,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",24.8,"(+/- 2.2 )",21.8,"(+/- 2.3 )",16.0,"(+/- 1.7 )",16.9,"(+/- 1.9 )",17.4,"(+/- 2.1 )",20.5,"(+/- 1.8 )",25.8,"(+/- 2.1 )",18.4,"(+/- 1.7 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",181018,"(+/- 5502 )",187176,"(+/- 9473 )",198496,"(+/- 10742 )",186376,"(+/- 7733 )",199130,"(+/- 7277 )",189597,"(+/- 7293 )",176948,"(+/- 9697 )",190878,"(+/- 7305 )"
Education,"School Enrollment","Nursery school, preschool",10974,"(+/- 1374 )",13486,"(+/- 2444 )",14229,"(+/- 2372 )",14011,"(+/- 2283 )",9284,"(+/- 1616 )",12743,"(+/- 2038 )",10423,"(+/- 1665 )",14935,"(+/- 2107 )"
Education,"School Enrollment",Kindergarten,10428,"(+/- 1631 )",9390,"(+/- 2029 )",8938,"(+/- 1804 )",8418,"(+/- 1680 )",6775,"(+/- 1228 )",8555,"(+/- 1557 )",6319,"(+/- 1500 )",8320,"(+/- 1464 )"
Education,"School Enrollment","Elementary school (grades 1-8)",69404,"(+/- 2941 )",75411,"(+/- 6417 )",77814,"(+/- 6365 )",77102,"(+/- 4318 )",76999,"(+/- 3718 )",80986,"(+/- 4175 )",66139,"(+/- 5593 )",76798,"(+/- 4415 )"
Education,"School Enrollment","High school (grades 9-12)",38440,"(+/- 2792 )",34947,"(+/- 2993 )",34922,"(+/- 3110 )",37019,"(+/- 3173 )",38167,"(+/- 2899 )",42719,"(+/- 3181 )",36370,"(+/- 3613 )",42564,"(+/- 2901 )"
Education,"School Enrollment","College or graduate school",51772,"(+/- 4079 )",53942,"(+/- 4431 )",62593,"(+/- 5511 )",49826,"(+/- 4246 )",67905,"(+/- 4774 )",44594,"(+/- 3804 )",57697,"(+/- 4667 )",48261,"(+/- 4052 )"
Education,"Educational Attainment","Population 25 years and over",518325,"(+/- 6479 )",515050,"(+/- 12428 )",533093,"(+/- 12689 )",524525,"(+/- 10403 )",513130,"(+/- 8190 )",534906,"(+/- 8203 )",504168,"(+/- 11002 )",540661,"(+/- 8533 )"
Education,"Educational Attainment","Less than 9th grade",13950,"(+/- 2343 )",16774,"(+/- 2768 )",15868,"(+/- 2320 )",35746,"(+/- 4092 )",18557,"(+/- 3423 )",24389,"(+/- 3960 )",15876,"(+/- 2533 )",27161,"(+/- 3522 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",31580,"(+/- 3178 )",33790,"(+/- 3504 )",23638,"(+/- 2940 )",29948,"(+/- 3522 )",25761,"(+/- 3153 )",27938,"(+/- 2723 )",38453,"(+/- 4298 )",22723,"(+/- 2867 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",156689,"(+/- 6252 )",148880,"(+/- 7357 )",97506,"(+/- 6735 )",135129,"(+/- 7502 )",143859,"(+/- 7051 )",126066,"(+/- 6214 )",127810,"(+/- 7856 )",94697,"(+/- 5672 )"
Education,"Educational Attainment","Some college, no degree",100655,"(+/- 4902 )",104316,"(+/- 6807 )",85247,"(+/- 4982 )",103738,"(+/- 5763 )",107455,"(+/- 6001 )",87495,"(+/- 5100 )",91807,"(+/- 5820 )",72834,"(+/- 4720 )"
Education,"Educational Attainment","Associate's degree",43853,"(+/- 3376 )",41654,"(+/- 4542 )",32322,"(+/- 2877 )",33373,"(+/- 3634 )",41420,"(+/- 3469 )",37333,"(+/- 2799 )",28072,"(+/- 3303 )",29266,"(+/- 3006 )"
Education,"Educational Attainment","Bachelor's degree",98786,"(+/- 5103 )",97298,"(+/- 5782 )",143468,"(+/- 6422 )",107482,"(+/- 5706 )",98758,"(+/- 5956 )",121498,"(+/- 5721 )",110810,"(+/- 6334 )",133681,"(+/- 5393 )"
Education,"Educational Attainment","Graduate or professional degree",72812,"(+/- 3617 )",72338,"(+/- 5028 )",135044,"(+/- 5834 )",79109,"(+/- 5057 )",77320,"(+/- 4335 )",110187,"(+/- 5159 )",91340,"(+/- 4124 )",160299,"(+/- 5494 )"
Education,"Educational Attainment","Percent high school graduate or higher",91.2,"(+/- 0.8 )",90.2,"(+/- 0.9 )",92.6,"(+/- 0.7 )",87.5,"(+/- 0.9 )",91.4,"(+/- 0.8 )",90.2,"(+/- 0.9 )",89.2,"(+/- 0.9 )",90.8,"(+/- 0.8 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",33.1,"(+/- 1.1 )",32.9,"(+/- 1.5 )",52.2,"(+/- 1.1 )",35.6,"(+/- 1.3 )",34.3,"(+/- 1.4 )",43.3,"(+/- 1.3 )",40.1,"(+/- 1.3 )",54.4,"(+/- 1.2 )"

"Source: 2019 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",203160,G,348146,G,397298,G,206940,G,221802,G,297814,G,309653,G,338130,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",338,G,272,J,18,J,12,G,90,H,177,H,43,H,81,H
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",161,G,208,H,0,N,0,N,112,H,482,H,15,J,42,G
Business,"Paid employees for pay period including March 12",Utilities,963,H,899,J,2743,J,334,J,1961,G,713,J,1919,J,314,J
Business,"Paid employees for pay period including March 12",Construction,15713,G,27358,G,20796,G,17944,G,29962,G,19572,G,8655,G,21755,G
Business,"Paid employees for pay period including March 12",Manufacturing,17517,H,22026,G,18100,H,4656,G,5001,G,18530,G,6567,H,6968,G
Business,"Paid employees for pay period including March 12","Wholesale trade",7444,G,25773,G,15906,G,8904,G,5614,G,9810,G,5923,H,8063,G
Business,"Paid employees for pay period including March 12","Retail trade",34243,G,47058,G,42541,G,30992,G,32444,G,44627,G,24686,G,31632,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",9248,H,20766,G,16860,H,11337,H,5526,G,10326,G,4509,G,2805,G
Business,"Paid employees for pay period including March 12",Information,2261,G,6682,G,11663,G,4558,G,3494,G,7916,G,4317,G,8549,G
Business,"Paid employees for pay period including March 12","Finance and insurance",5186,G,14215,G,14509,G,4686,G,3919,G,13789,G,21021,H,17298,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",2612,G,6656,H,7979,G,5678,G,5844,H,4065,G,6823,G,7948,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",9368,G,40842,G,52293,H,19720,G,32725,G,40324,G,32439,G,53594,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",856,G,9631,G,15246,G,1422,G,1955,H,5011,G,7796,J,11418,H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",10840,G,27551,G,26777,G,17488,G,17202,G,19666,G,17858,G,38932,G
Business,"Paid employees for pay period including March 12","Educational services",4899,H,5115,H,16777,H,4109,G,3060,G,5732,H,35010,H,10610,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",36813,G,40855,G,64451,G,27555,G,32589,G,45988,G,86924,H,61842,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",4631,G,4596,G,10284,G,4845,H,2371,G,5375,G,5793,H,7015,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",29230,G,33072,G,40398,G,30668,G,27204,G,31701,G,24793,G,28055,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",10802,G,14555,G,19928,G,12018,G,10669,G,13990,G,14514,G,21155,G
Business,"Paid employees for pay period including March 12","Industries not classified",35,J,16,J,26,J,14,J,60,G,20,G,48,J,54,G
Business,"Annual payroll ($1,000)","Total for all sectors",8654736,G,20371174,G,24124778,G,9519809,G,11608831,G,15843256,G,19954372,G,22724438,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",13219,G,11594,J,390,H,280,G,2977,G,7933,G,1437,G,3633,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",10582,G,15589,H,0,N,0,N,5842,G,32401,H,690,H,2755,G
Business,"Annual payroll ($1,000)",Utilities,98463,H,101978,J,449873,J,32756,J,249273,G,89737,H,243974,J,36394,J
Business,"Annual payroll ($1,000)",Construction,839863,G,1934741,G,1373574,G,1248734,G,2095930,G,1236408,G,530575,G,1481484,G
Business,"Annual payroll ($1,000)",Manufacturing,1070948,H,1415606,G,1485301,H,265322,G,291325,G,1320182,G,433076,H,431718,H
Business,"Annual payroll ($1,000)","Wholesale trade",442237,G,1743867,G,1170714,G,556699,G,384018,G,695100,G,504068,H,898909,H
Business,"Annual payroll ($1,000)","Retail trade",974039,G,1413579,G,1299733,G,907445,G,974662,G,1343806,G,715430,G,1045485,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",445291,H,1133163,G,1044967,H,454804,H,234553,G,463372,G,225405,G,141915,G
Business,"Annual payroll ($1,000)",Information,121196,G,586831,G,1267536,G,326943,G,237296,G,621272,H,331531,G,897066,G
Business,"Annual payroll ($1,000)","Finance and insurance",335946,G,1282519,H,1508013,G,339854,G,297538,G,1042725,G,2985521,H,2384354,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",119147,G,425842,G,508548,G,286394,G,341209,H,211960,G,463543,G,741171,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",599069,G,4460113,G,5196539,H,1595124,G,2984204,G,3753120,G,3082694,G,4932820,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",85932,G,927533,G,1419653,G,146960,G,203220,H,424946,G,891725,H,1820073,J
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",441153,G,1190665,G,1156993,G,670757,G,653394,G,805277,G,798279,G,1694553,G
Business,"Annual payroll ($1,000)","Educational services",147112,H,173406,H,729375,H,142996,G,108615,G,203793,H,2367111,J,498965,G
Business,"Annual payroll ($1,000)","Health care and social assistance",1815084,G,1993984,G,3409668,G,1225180,G,1580676,G,2237932,G,5167338,H,3617227,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",121367,G,337583,H,404866,H,92887,H,60231,G,110154,G,142460,H,183375,G
Business,"Annual payroll ($1,000)","Accommodation and food services",657015,G,701418,G,894060,G,758565,G,505733,G,630961,G,530020,G,642251,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",316168,G,520760,G,803575,G,467297,G,397093,G,611501,G,538326,G,1268564,G
Business,"Annual payroll ($1,000)","Industries not classified",905,H,403,G,1032,H,812,G,1042,G,676,G,1169,G,1726,G
Business,"Total Establishments","Total for all sectors",17648,X,16484,X,21351,X,13170,X,14466,X,19249,X,15505,X,20903,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",80,X,4,X,6,X,4,X,19,X,47,X,9,X,23,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",16,X,6,X,0,X,0,X,10,X,15,X,3,X,3,X
Business,"Total Establishments",Utilities,38,X,25,X,36,X,9,X,20,X,28,X,34,X,16,X
Business,"Total Establishments",Construction,2542,X,1575,X,1701,X,1517,X,2005,X,1792,X,1008,X,2131,X
Business,"Total Establishments",Manufacturing,494,X,488,X,469,X,218,X,248,X,490,X,228,X,314,X
Business,"Total Establishments","Wholesale trade",684,X,917,X,951,X,475,X,408,X,763,X,442,X,541,X
Business,"Total Establishments","Retail trade",2389,X,2296,X,2480,X,1923,X,1847,X,2455,X,2081,X,1903,X
Business,"Total Establishments","Transportation and warehousing",615,X,672,X,506,X,368,X,416,X,467,X,222,X,273,X
Business,"Total Establishments",Information,244,X,238,X,444,X,206,X,229,X,338,X,263,X,458,X
Business,"Total Establishments","Finance and insurance",856,X,866,X,1196,X,599,X,589,X,983,X,972,X,1232,X
Business,"Total Establishments","Real estate and rental and leasing",866,X,758,X,1131,X,706,X,626,X,836,X,801,X,1209,X
Business,"Total Establishments","Professional, scientific, and technical services",1684,X,2128,X,3543,X,1620,X,1987,X,3001,X,2698,X,4072,X
Business,"Total Establishments","Management of companies and enterprises",52,X,150,X,180,X,64,X,58,X,431,X,106,X,167,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",1120,X,1026,X,1206,X,814,X,893,X,1216,X,832,X,1256,X
Business,"Total Establishments","Educational services",221,X,192,X,389,X,211,X,199,X,284,X,265,X,461,X
Business,"Total Establishments","Health care and social assistance",1886,X,1822,X,2729,X,1534,X,1859,X,2340,X,2153,X,2841,X
Business,"Total Establishments","Arts, entertainment, and recreation",355,X,232,X,371,X,184,X,196,X,264,X,257,X,351,X
Business,"Total Establishments","Accommodation and food services",1621,X,1568,X,2023,X,1211,X,1338,X,1656,X,1518,X,1468,X
Business,"Total Establishments","Other services (except public administration)",1865,X,1503,X,1960,X,1492,X,1504,X,1813,X,1595,X,2141,X
Business,"Total Establishments","Industries not classified",20,X,18,X,29,X,15,X,15,X,30,X,18,X,43,X

"Source: 2019 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
