cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE"
Housing,"Gross Rent","No rent paid",5375,"(+/- 1315 )",3967,"(+/- 891 )",5434,"(+/- 1240 )",4129,"(+/- 1109 )",3071,"(+/- 1089 )",4307,"(+/- 1137 )",3538,"(+/- 1263 )",5722,"(+/- 1199 )",4856,"(+/- 1298 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Total households",279194,"(+/- 3719 )",268256,"(+/- 3559 )",291660,"(+/- 3095 )",294928,"(+/- 3592 )",313075,"(+/- 4192 )",280444,"(+/- 4173 )",296794,"(+/- 4219 )",286330,"(+/- 3770 )",287084,"(+/- 4571 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Less than $10,000",17802,"(+/- 2662 )",18865,"(+/- 2099 )",13503,"(+/- 1865 )",14846,"(+/- 2074 )",13907,"(+/- 2139 )",14313,"(+/- 2230 )",27895,"(+/- 3456 )",16851,"(+/- 2138 )",15373,"(+/- 1738 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$10,000 to $14,999",10342,"(+/- 1766 )",11322,"(+/- 1736 )",9838,"(+/- 1223 )",10748,"(+/- 1651 )",9588,"(+/- 1870 )",13365,"(+/- 1716 )",13691,"(+/- 2179 )",12845,"(+/- 2039 )",12594,"(+/- 2035 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$15,000 to $24,999",23667,"(+/- 2624 )",26107,"(+/- 2447 )",25223,"(+/- 1815 )",28973,"(+/- 2675 )",19832,"(+/- 2240 )",28818,"(+/- 2730 )",34996,"(+/- 3210 )",32073,"(+/- 3178 )",25093,"(+/- 2517 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$25,000 to $34,999",29125,"(+/- 3129 )",27016,"(+/- 2456 )",31801,"(+/- 2475 )",27214,"(+/- 2675 )",22168,"(+/- 2470 )",28802,"(+/- 2747 )",32247,"(+/- 3490 )",28773,"(+/- 2594 )",27114,"(+/- 2281 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$35,000 to $49,999",34360,"(+/- 2960 )",37260,"(+/- 2595 )",44862,"(+/- 2748 )",39380,"(+/- 3108 )",35838,"(+/- 3217 )",38708,"(+/- 3109 )",48815,"(+/- 4323 )",41455,"(+/- 2825 )",37650,"(+/- 2836 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$50,000 to $74,999",53260,"(+/- 3391 )",54321,"(+/- 3533 )",59583,"(+/- 2979 )",59494,"(+/- 3929 )",52308,"(+/- 3654 )",56133,"(+/- 3207 )",56818,"(+/- 3935 )",54274,"(+/- 3618 )",57797,"(+/- 4149 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$75,000 to $99,999",32523,"(+/- 3156 )",33460,"(+/- 2786 )",40468,"(+/- 2325 )",41860,"(+/- 2965 )",39101,"(+/- 2645 )",37441,"(+/- 2650 )",34540,"(+/- 3754 )",39427,"(+/- 3234 )",36403,"(+/- 3074 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$100,000 to $149,999",47249,"(+/- 3123 )",39849,"(+/- 2426 )",41526,"(+/- 2891 )",45466,"(+/- 3645 )",55289,"(+/- 3542 )",40296,"(+/- 2442 )",29750,"(+/- 3358 )",38276,"(+/- 3275 )",44189,"(+/- 3269 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$150,000 to $199,000",17449,"(+/- 2311 )",11020,"(+/- 1385 )",13688,"(+/- 1589 )",15237,"(+/- 1831 )",28284,"(+/- 2225 )",12677,"(+/- 1901 )",11538,"(+/- 1717 )",12223,"(+/- 1701 )",17420,"(+/- 2285 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$200,000 or more",13417,"(+/- 1543 )",9036,"(+/- 1271 )",11168,"(+/- 1344 )",11710,"(+/- 1653 )",36760,"(+/- 3122 )",9891,"(+/- 1494 )",6504,"(+/- 1219 )",10133,"(+/- 1257 )",13451,"(+/- 1700 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Median household income (dollars)",61104,"(+/- 1911 )",54788,"(+/- 1334 )",57288,"(+/- 1610 )",60119,"(+/- 1694 )",76417,"(+/- 2000 )",55959,"(+/- 1890 )",46118,"(+/- 1610 )",54326,"(+/- 1868 )",60448,"(+/- 1553 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Mean household income (dollars)",80239,"(+/- 2280 )",72210,"(+/- 2233 )",75461,"(+/- 1958 )",77949,"(+/- 2544 )",109475,"(+/- 4063 )",72193,"(+/- 2227 )",61395,"(+/- 1956 )",72249,"(+/- 2288 )",78695,"(+/- 2321 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",706919,"(+/- 3226 )",711107,"(+/- 4237 )",744847,"(+/- 2931 )",755865,"(+/- 4707 )",782079,"(+/- 9520 )",706532,"(+/- 3781 )",768784,"(+/- 8497 )",698904,"(+/- 3328 )",756492,"(+/- 4631 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",654148,"(+/- 6987 )",631982,"(+/- 7760 )",658133,"(+/- 6538 )",698220,"(+/- 7456 )",729491,"(+/- 10154 )",650518,"(+/- 6233 )",681129,"(+/- 10473 )",642709,"(+/- 5898 )",706763,"(+/- 6405 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",486484,"(+/- 9148 )",471409,"(+/- 9361 )",504452,"(+/- 9865 )",562527,"(+/- 9816 )",612013,"(+/- 10412 )",486829,"(+/- 8726 )",449046,"(+/- 15505 )",483069,"(+/- 9100 )",554352,"(+/- 9621 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",254486,"(+/- 8595 )",242484,"(+/- 7530 )",238178,"(+/- 8259 )",225480,"(+/- 7938 )",203923,"(+/- 7352 )",260616,"(+/- 8296 )",303233,"(+/- 12885 )",249271,"(+/- 7850 )",254226,"(+/- 8268 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",52771,"(+/- 6247 )",79125,"(+/- 6825 )",86714,"(+/- 6114 )",57645,"(+/- 6293 )",52588,"(+/- 6015 )",56014,"(+/- 4973 )",87655,"(+/- 8052 )",56195,"(+/- 5343 )",49729,"(+/- 4791 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",173203,"(+/- 2197 )",182806,"(+/- 3017 )",198990,"(+/- 2276 )",188220,"(+/- 3643 )",198702,"(+/- 5510 )",166232,"(+/- 2537 )",206235,"(+/- 4718 )",169299,"(+/- 2422 )",180162,"(+/- 3943 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",9136,"(+/- 2968 )",20709,"(+/- 3780 )",24521,"(+/- 3395 )",11405,"(+/- 2653 )",9495,"(+/- 2448 )",8720,"(+/- 2198 )",15103,"(+/- 4165 )",10518,"(+/- 2323 )",9176,"(+/- 2380 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",8.3,"(+/- 1.0 )",9.2,"(+/- 1.0 )",6.8,"(+/- 0.9 )",6.2,"(+/- 0.9 )",5.8,"(+/- 0.9 )",8.9,"(+/- 1.1 )",11.2,"(+/- 1.5 )",8.7,"(+/- 1.4 )",6.5,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",14.0,"(+/- 1.9 )",15.2,"(+/- 2.2 )",9.8,"(+/- 1.6 )",11.4,"(+/- 1.9 )",8.4,"(+/- 1.5 )",14.9,"(+/- 2.1 )",16.8,"(+/- 2.5 )",14.9,"(+/- 2.5 )",11.1,"(+/- 2.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",12.0,"(+/- 4.4 )",15.2,"(+/- 5.4 )",9.3,"(+/- 3.1 )",14.1,"(+/- 5.1 )",6.3,"(+/- 3.7 )",14.0,"(+/- 4.9 )",16.3,"(+/- 6.0 )",16.4,"(+/- 4.9 )",7.7,"(+/- 3.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",3.4,"(+/- 0.8 )",3.8,"(+/- 0.9 )",3.7,"(+/- 0.8 )",2.7,"(+/- 0.7 )",3.3,"(+/- 0.8 )",3.7,"(+/- 0.8 )",4.7,"(+/- 1.3 )",3.8,"(+/- 0.9 )",3.1,"(+/- 0.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",5.1,"(+/- 1.5 )",5.6,"(+/- 1.7 )",4.5,"(+/- 1.4 )",4.4,"(+/- 1.4 )",3.1,"(+/- 1.1 )",4.8,"(+/- 1.8 )",6.4,"(+/- 2.4 )",4.5,"(+/- 1.3 )",3.8,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",2.4,"(+/- 2.6 )",2.1,"(+/- 2.1 )",4.0,"(+/- 3.1 )",7.2,"(+/- 4.1 )",4.1,"(+/- 3.3 )",3.9,"(+/- 2.5 )",4.2,"(+/- 3.2 )",4.0,"(+/- 3.1 )",3.6,"(+/- 2.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",22.5,"(+/- 3.4 )",27.8,"(+/- 4.1 )",20.5,"(+/- 4.2 )",23.1,"(+/- 4.2 )",21.4,"(+/- 4.6 )",26.8,"(+/- 4.2 )",24.9,"(+/- 4.5 )",28.6,"(+/- 5.4 )",22.0,"(+/- 4.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",31.0,"(+/- 5.0 )",34.8,"(+/- 5.8 )",27.2,"(+/- 5.9 )",33.6,"(+/- 6.1 )",29.9,"(+/- 6.5 )",37.8,"(+/- 6.4 )",30.8,"(+/- 5.4 )",41.2,"(+/- 7.2 )",30.4,"(+/- 6.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",24.0,"(+/- 11.0 )",35.7,"(+/- 15.5 )",27.4,"(+/- 11.3 )",45.3,"(+/- 17.5 )",24.3,"(+/- 21.5 )",38.2,"(+/- 15.8 )",33.1,"(+/- 13.9 )",45.4,"(+/- 14.6 )",20.5,"(+/- 14.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",12.9,"(+/- 1.2 )",12.4,"(+/- 1.1 )",9.8,"(+/- 0.9 )",11.0,"(+/- 1.0 )",8.1,"(+/- 0.9 )",12.8,"(+/- 1.0 )",16.6,"(+/- 1.4 )",12.3,"(+/- 1.1 )",11.5,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",18.6,"(+/- 2.8 )",16.6,"(+/- 2.6 )",11.9,"(+/- 2.0 )",12.5,"(+/- 2.3 )",9.9,"(+/- 2.0 )",17.2,"(+/- 2.4 )",21.5,"(+/- 3.7 )",15.5,"(+/- 2.5 )",12.9,"(+/- 2.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",18.4,"(+/- 2.8 )",16.3,"(+/- 2.6 )",11.7,"(+/- 2.0 )",12.2,"(+/- 2.3 )",9.6,"(+/- 2.0 )",16.6,"(+/- 2.4 )",21.2,"(+/- 3.7 )",15.2,"(+/- 2.5 )",12.1,"(+/- 2.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",20.5,"(+/- 4.6 )",18.2,"(+/- 3.5 )",13.7,"(+/- 3.1 )",15.9,"(+/- 3.7 )",9.3,"(+/- 2.5 )",16.9,"(+/- 3.4 )",23.7,"(+/- 5.5 )",19.3,"(+/- 3.9 )",12.3,"(+/- 3.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",17.6,"(+/- 3.2 )",15.7,"(+/- 3.0 )",11.0,"(+/- 2.0 )",10.9,"(+/- 2.4 )",9.8,"(+/- 2.4 )",16.5,"(+/- 2.6 )",20.2,"(+/- 4.0 )",13.7,"(+/- 2.5 )",12.0,"(+/- 2.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",11.2,"(+/- 0.9 )",11.1,"(+/- 0.9 )",9.1,"(+/- 0.7 )",10.5,"(+/- 0.9 )",7.5,"(+/- 0.7 )",11.5,"(+/- 0.8 )",14.9,"(+/- 1.1 )",11.4,"(+/- 0.9 )",11.1,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",8.0,"(+/- 1.6 )",9.2,"(+/- 1.4 )",6.8,"(+/- 1.1 )",5.4,"(+/- 1.1 )",7.3,"(+/- 1.6 )",8.3,"(+/- 1.2 )",11.2,"(+/- 2.3 )",7.4,"(+/- 1.2 )",6.1,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",9.7,"(+/- 1.3 )",9.6,"(+/- 1.1 )",7.4,"(+/- 1.1 )",6.9,"(+/- 1.1 )",6.0,"(+/- 1.0 )",9.4,"(+/- 1.2 )",13.2,"(+/- 1.9 )",9.1,"(+/- 1.4 )",7.0,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",26.5,"(+/- 2.3 )",23.7,"(+/- 2.0 )",20.5,"(+/- 1.7 )",25.6,"(+/- 1.9 )",17.5,"(+/- 2.1 )",25.1,"(+/- 1.7 )",26.1,"(+/- 2.1 )",25.2,"(+/- 1.7 )",27.9,"(+/- 2.4 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",168561,"(+/- 4307 )",178187,"(+/- 4403 )",178295,"(+/- 4341 )",206110,"(+/- 5048 )",193455,"(+/- 6278 )",166367,"(+/- 4938 )",193189,"(+/- 6665 )",162674,"(+/- 3809 )",199538,"(+/- 5552 )"
Education,"School Enrollment","Nursery school, preschool",11011,"(+/- 1695 )",9444,"(+/- 1191 )",11016,"(+/- 1512 )",9481,"(+/- 1499 )",13371,"(+/- 1981 )",9613,"(+/- 1718 )",13141,"(+/- 3396 )",9151,"(+/- 1514 )",11605,"(+/- 1464 )"
Education,"School Enrollment",Kindergarten,9004,"(+/- 1552 )",8763,"(+/- 1826 )",10310,"(+/- 1195 )",8819,"(+/- 1587 )",9943,"(+/- 1569 )",7552,"(+/- 1150 )",8747,"(+/- 2148 )",8549,"(+/- 1295 )",7987,"(+/- 1465 )"
Education,"School Enrollment","Elementary school (grades 1-8)",71527,"(+/- 2798 )",78334,"(+/- 3347 )",84711,"(+/- 2148 )",79348,"(+/- 3287 )",86503,"(+/- 3816 )",69876,"(+/- 2581 )",86738,"(+/- 3834 )",72428,"(+/- 2249 )",72701,"(+/- 2847 )"
Education,"School Enrollment","High school (grades 9-12)",41916,"(+/- 2118 )",39199,"(+/- 2829 )",38162,"(+/- 1854 )",42063,"(+/- 3203 )",45008,"(+/- 2578 )",36241,"(+/- 2231 )",39023,"(+/- 3103 )",35350,"(+/- 1863 )",40629,"(+/- 2544 )"
Education,"School Enrollment","College or graduate school",35103,"(+/- 3820 )",42447,"(+/- 2776 )",34096,"(+/- 3118 )",66399,"(+/- 3842 )",38630,"(+/- 3493 )",43085,"(+/- 3823 )",45540,"(+/- 4194 )",37196,"(+/- 3048 )",66616,"(+/- 4112 )"
Education,"Educational Attainment","Population 25 years and over",492917,"(+/- 1957 )",477492,"(+/- 2903 )",496328,"(+/- 2487 )",500236,"(+/- 3916 )",537171,"(+/- 6769 )",492910,"(+/- 3407 )",503912,"(+/- 6070 )",490069,"(+/- 2649 )",510980,"(+/- 3839 )"
Education,"Educational Attainment","Less than 9th grade",17088,"(+/- 2223 )",24324,"(+/- 3243 )",28274,"(+/- 3004 )",15757,"(+/- 1769 )",10242,"(+/- 2115 )",15070,"(+/- 2268 )",25402,"(+/- 3485 )",15262,"(+/- 1817 )",10638,"(+/- 1787 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",28338,"(+/- 2872 )",37069,"(+/- 3321 )",32792,"(+/- 2589 )",32849,"(+/- 3244 )",20525,"(+/- 3073 )",39453,"(+/- 3064 )",50790,"(+/- 5827 )",32556,"(+/- 3304 )",31654,"(+/- 3340 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",182299,"(+/- 6058 )",176368,"(+/- 6607 )",165086,"(+/- 4833 )",171155,"(+/- 4781 )",118427,"(+/- 6660 )",187879,"(+/- 6360 )",167115,"(+/- 7852 )",184291,"(+/- 5603 )",174205,"(+/- 5250 )"
Education,"Educational Attainment","Some college, no degree",108073,"(+/- 5771 )",93331,"(+/- 4951 )",99881,"(+/- 4454 )",106907,"(+/- 4802 )",89017,"(+/- 5290 )",98939,"(+/- 4784 )",95659,"(+/- 5887 )",95301,"(+/- 4635 )",109546,"(+/- 5056 )"
Education,"Educational Attainment","Associate's degree",42851,"(+/- 3273 )",38862,"(+/- 3173 )",48620,"(+/- 3096 )",40725,"(+/- 3436 )",41872,"(+/- 4046 )",45137,"(+/- 3468 )",39090,"(+/- 3455 )",54145,"(+/- 3312 )",46325,"(+/- 3536 )"
Education,"Educational Attainment","Bachelor's degree",74929,"(+/- 3726 )",68158,"(+/- 3840 )",82797,"(+/- 4145 )",84422,"(+/- 4594 )",158913,"(+/- 6243 )",68433,"(+/- 4648 )",82356,"(+/- 5920 )",70902,"(+/- 3630 )",86861,"(+/- 4647 )"
Education,"Educational Attainment","Graduate or professional degree",39339,"(+/- 3205 )",39380,"(+/- 3635 )",38878,"(+/- 2893 )",48421,"(+/- 3644 )",98175,"(+/- 5505 )",37999,"(+/- 2899 )",43500,"(+/- 3607 )",37612,"(+/- 3066 )",51751,"(+/- 3931 )"
Education,"Educational Attainment","Percent high school graduate or higher",90.8,"(+/- 0.8 )",87.1,"(+/- 0.9 )",87.7,"(+/- 0.7 )",90.3,"(+/- 0.8 )",94.3,"(+/- 0.7 )",88.9,"(+/- 0.9 )",84.9,"(+/- 1.3 )",90.2,"(+/- 0.8 )",91.7,"(+/- 0.6 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",23.2,"(+/- 1.0 )",22.5,"(+/- 1.2 )",24.5,"(+/- 1.1 )",26.6,"(+/- 1.1 )",47.9,"(+/- 1.1 )",21.6,"(+/- 1.1 )",25.0,"(+/- 1.3 )",22.1,"(+/- 0.9 )",27.1,"(+/- 1.1 )"

"Source: 2019 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag","District 09 Estimate","District 09 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",245796,G,328475,G,339292,G,275129,G,406882,G,241263,G,356471,G,284062,G,249896,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",14,G,219,J,113,G,242,H,77,H,210,H,32,J,160,J,158,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",95,H,153,J,425,H,359,H,326,J,359,G,147,H,3370,G,1101,H
Business,"Paid employees for pay period including March 12",Utilities,2402,J,705,J,911,H,1937,J,1378,G,1241,H,1675,J,3385,H,1432,H
Business,"Paid employees for pay period including March 12",Construction,16805,G,11830,G,15521,G,13817,G,19180,G,10523,G,23567,G,17379,G,14684,G
Business,"Paid employees for pay period including March 12",Manufacturing,35562,G,113382,G,92424,G,62320,G,26786,G,54114,G,33097,G,58970,G,45567,G
Business,"Paid employees for pay period including March 12","Wholesale trade",9056,G,15880,G,16770,G,11177,H,21380,G,10056,G,20360,G,12028,G,8586,G
Business,"Paid employees for pay period including March 12","Retail trade",35377,G,35238,H,38862,G,42077,H,43180,G,29641,H,29712,G,34908,G,38866,H
Business,"Paid employees for pay period including March 12","Transportation and warehousing",10483,G,8709,G,13461,G,19572,G,15957,G,9876,G,32901,H,14482,G,11392,G
Business,"Paid employees for pay period including March 12",Information,2569,H,4251,G,4302,G,2716,G,9505,G,2550,G,9262,H,3559,G,3141,H
Business,"Paid employees for pay period including March 12","Finance and insurance",5548,G,7794,G,11903,G,6328,G,32511,G,7007,H,15240,G,8445,G,7893,H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",3103,G,2705,G,3357,G,2798,G,7321,G,1879,G,7599,H,2903,G,3111,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",8703,G,8525,G,9072,G,6992,G,38026,G,9003,G,21622,G,9035,G,7479,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",2204,G,6258,G,6693,G,973,H,14320,G,7198,H,6819,G,3938,H,1657,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",10705,G,11656,G,15261,G,13820,G,29658,G,13292,G,23882,G,11833,G,11626,G
Business,"Paid employees for pay period including March 12","Educational services",5657,G,18859,H,6471,G,3542,G,12871,G,2658,G,9852,G,5002,G,2432,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",47224,G,41386,G,53461,G,40257,H,63790,G,41845,G,61596,G,50028,G,43404,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",5477,H,2499,G,3851,G,2171,G,7633,G,3486,G,7785,G,3313,G,3096,H
Business,"Paid employees for pay period including March 12","Accommodation and food services",31279,G,25847,G,28868,G,31371,G,43891,G,27029,G,33226,G,28401,G,32783,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",13523,G,12558,G,17541,G,12635,G,19065,G,9282,G,18087,G,12894,G,11474,G
Business,"Paid employees for pay period including March 12","Industries not classified",10,G,21,J,25,H,25,H,27,G,14,J,10,J,29,H,14,J
Business,"Annual payroll ($1,000)","Total for all sectors",11623352,G,14414492,G,15249104,G,11586280,G,20894791,G,10445361,G,20124191,G,12636220,G,10159415,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",417,H,12517,J,4871,H,12318,G,5637,H,9016,G,1162,J,7225,H,5264,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",6733,G,9843,H,25035,G,21437,H,23684,J,21900,G,9986,H,270359,G,66056,H
Business,"Annual payroll ($1,000)",Utilities,248510,J,66653,J,81981,H,188821,J,166703,H,103950,H,189079,J,418629,H,127718,H
Business,"Annual payroll ($1,000)",Construction,1237110,G,730576,G,933600,G,803336,G,1212737,G,588906,G,1535215,G,1058550,G,827885,G
Business,"Annual payroll ($1,000)",Manufacturing,2828684,G,5592587,G,5000583,G,3630799,G,1615767,G,2870856,G,2337885,G,3195994,G,2464045,G
Business,"Annual payroll ($1,000)","Wholesale trade",537602,G,857749,G,1068420,G,644968,G,1659448,H,623836,H,1412372,G,742949,G,548332,G
Business,"Annual payroll ($1,000)","Retail trade",952550,G,1004337,G,1110785,G,1177657,H,1242339,G,788211,G,890243,G,924963,G,1044137,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",584581,G,410968,G,630880,G,883298,G,707901,G,458618,G,1500712,G,674941,G,601993,G
Business,"Annual payroll ($1,000)",Information,123653,H,234635,G,222072,G,107786,G,608504,G,142670,G,1071861,H,156860,G,141479,G
Business,"Annual payroll ($1,000)","Finance and insurance",319533,G,486251,G,851836,G,374148,G,2745199,G,438897,G,1306631,G,539645,G,514228,H
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",131493,G,105628,G,139657,G,106249,G,447600,G,70028,G,394179,G,108699,G,115272,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",485557,G,464597,H,461934,G,374494,G,2772075,G,645296,G,1751454,G,493008,G,380061,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",182124,H,593812,G,679196,G,54436,G,1203778,G,664479,H,796316,G,418932,H,155721,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",438834,G,354008,G,447569,G,408787,G,1238578,G,452368,G,823093,G,355614,G,402010,G
Business,"Annual payroll ($1,000)","Educational services",144120,G,729947,H,157245,G,95417,H,361511,H,61405,G,362630,G,129624,G,62113,G
Business,"Annual payroll ($1,000)","Health care and social assistance",2327159,G,1902484,G,2451995,G,1836246,H,3289266,H,1776543,G,3803344,G,2286490,G,1787427,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",141756,J,49565,G,64425,G,49053,G,190472,G,67022,H,603308,G,59545,G,49300,G
Business,"Annual payroll ($1,000)","Accommodation and food services",514943,G,401891,G,444179,G,481232,G,806534,G,438577,G,659071,G,439659,G,539655,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",417673,G,405945,G,472503,G,335362,G,596160,G,222512,G,675330,G,353925,G,326497,G
Business,"Annual payroll ($1,000)","Industries not classified",320,G,499,G,338,G,436,G,898,G,271,G,320,J,609,H,222,G
Business,"Total Establishments","Total for all sectors",15015,X,15822,X,17752,X,15499,X,22342,X,14355,X,15412,X,16222,X,15785,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",5,X,33,X,38,X,42,X,25,X,43,X,3,X,55,X,36,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",8,X,13,X,31,X,27,X,20,X,32,X,7,X,81,X,42,X
Business,"Total Establishments",Utilities,57,X,42,X,44,X,63,X,28,X,86,X,27,X,124,X,77,X
Business,"Total Establishments",Construction,1380,X,1440,X,1772,X,1546,X,1614,X,1439,X,1221,X,1607,X,1658,X
Business,"Total Establishments",Manufacturing,589,X,1585,X,1360,X,689,X,597,X,897,X,612,X,871,X,740,X
Business,"Total Establishments","Wholesale trade",675,X,958,X,958,X,656,X,1258,X,567,X,858,X,792,X,541,X
Business,"Total Establishments","Retail trade",2261,X,2339,X,2560,X,2300,X,2476,X,2221,X,1919,X,2496,X,2359,X
