cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",20006,"(+/- 2780 )",27795,"(+/- 2924 )",29321,"(+/- 3641 )",34592,"(+/- 3725 )",23629,"(+/- 2332 )",20181,"(+/- 2601 )",22302,"(+/- 2717 )",35924,"(+/- 4293 )",24586,"(+/- 2923 )",30111,"(+/- 3641 )",30189,"(+/- 4135 )",26123,"(+/- 3512 )",21436,"(+/- 2737 )",23091,"(+/- 3028 )",24235,"(+/- 2679 )",27531,"(+/- 2534 )",25190,"(+/- 2693 )",26032,"(+/- 2529 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",52868,"(+/- 4816 )",39404,"(+/- 4104 )",30929,"(+/- 3266 )",76461,"(+/- 4903 )",126997,"(+/- 6007 )",23840,"(+/- 2316 )",81406,"(+/- 6589 )",16402,"(+/- 2067 )",78653,"(+/- 5887 )",19327,"(+/- 2273 )",18595,"(+/- 2110 )",5365,"(+/- 1343 )",7863,"(+/- 2020 )",12738,"(+/- 1777 )",1612,"(+/- 674 )",1400,"(+/- 626 )",3370,"(+/- 1060 )",1527,"(+/- 662 )"
Workers,"Commuting to Work",Walked,9903,"(+/- 1930 )",6031,"(+/- 1451 )",6081,"(+/- 1312 )",10430,"(+/- 1831 )",14035,"(+/- 2107 )",5312,"(+/- 1161 )",49996,"(+/- 4526 )",3872,"(+/- 1188 )",16169,"(+/- 2482 )",7711,"(+/- 1513 )",4484,"(+/- 1257 )",6225,"(+/- 1573 )",15448,"(+/- 1813 )",3504,"(+/- 1176 )",7103,"(+/- 1490 )",5800,"(+/- 1354 )",10311,"(+/- 1603 )",4966,"(+/- 934 )"
Workers,"Commuting to Work","Other means",4971,"(+/- 1497 )",8823,"(+/- 1842 )",4850,"(+/- 1241 )",10802,"(+/- 1775 )",12816,"(+/- 1838 )",5186,"(+/- 1422 )",13316,"(+/- 2130 )",7275,"(+/- 2323 )",8580,"(+/- 1360 )",4379,"(+/- 1139 )",5097,"(+/- 1347 )",4106,"(+/- 1603 )",6241,"(+/- 1480 )",4873,"(+/- 1684 )",3999,"(+/- 954 )",4715,"(+/- 1386 )",3057,"(+/- 827 )",3217,"(+/- 918 )"
Workers,"Commuting to Work","Worked from home",13337,"(+/- 2378 )",13450,"(+/- 2198 )",13766,"(+/- 2255 )",13963,"(+/- 2184 )",30872,"(+/- 2923 )",32798,"(+/- 3840 )",23839,"(+/- 3355 )",16125,"(+/- 2215 )",26898,"(+/- 2641 )",23674,"(+/- 2754 )",18898,"(+/- 2141 )",12842,"(+/- 2208 )",14234,"(+/- 2654 )",29046,"(+/- 3701 )",14948,"(+/- 1987 )",12476,"(+/- 1651 )",10565,"(+/- 1462 )",14916,"(+/- 1838 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",35.9,"(+/- 0.9 )",34.4,"(+/- 0.9 )",33.5,"(+/- 0.8 )",35.2,"(+/- 0.8 )",34.1,"(+/- 0.5 )",31.1,"(+/- 0.6 )",31.8,"(+/- 0.8 )",29.3,"(+/- 0.6 )",32.9,"(+/- 0.6 )",29.4,"(+/- 0.6 )",32.3,"(+/- 1.0 )",24.8,"(+/- 0.8 )",20.9,"(+/- 0.5 )",33.1,"(+/- 0.8 )",22.4,"(+/- 0.6 )",25.1,"(+/- 0.7 )",21.4,"(+/- 0.7 )",20.8,"(+/- 0.5 )"
Workers,Occupation,"Civilian employed population 16 years and over",330798,"(+/- 11067 )",317623,"(+/- 8658 )",331816,"(+/- 11669 )",352458,"(+/- 12240 )",436257,"(+/- 11545 )",375841,"(+/- 9230 )",354730,"(+/- 12355 )",382084,"(+/- 9975 )",360269,"(+/- 8685 )",356872,"(+/- 7547 )",380825,"(+/- 8456 )",313123,"(+/- 6110 )",325649,"(+/- 7779 )",380643,"(+/- 8570 )",313764,"(+/- 5526 )",338357,"(+/- 5810 )",304780,"(+/- 6521 )",330758,"(+/- 6079 )"
Workers,Occupation,"Management, business, science, and arts occupations",123163,"(+/- 5660 )",93628,"(+/- 5568 )",121974,"(+/- 6919 )",116059,"(+/- 6110 )",236526,"(+/- 8267 )",195652,"(+/- 7599 )",180665,"(+/- 7250 )",137467,"(+/- 5896 )",197277,"(+/- 6408 )",152085,"(+/- 6142 )",149994,"(+/- 6731 )",107424,"(+/- 5404 )",131805,"(+/- 5777 )",168556,"(+/- 6849 )",104330,"(+/- 4802 )",112212,"(+/- 4335 )",91108,"(+/- 3348 )",140377,"(+/- 5029 )"
Workers,Occupation,"Service occupations",64121,"(+/- 4742 )",71064,"(+/- 5940 )",58129,"(+/- 4749 )",72909,"(+/- 5759 )",56697,"(+/- 4805 )",46779,"(+/- 3569 )",52716,"(+/- 4478 )",61817,"(+/- 5053 )",56144,"(+/- 4551 )",56711,"(+/- 3958 )",62593,"(+/- 5399 )",64112,"(+/- 4013 )",62126,"(+/- 4403 )",52035,"(+/- 3995 )",53097,"(+/- 3255 )",59362,"(+/- 3827 )",62082,"(+/- 3881 )",53111,"(+/- 3050 )"
Workers,Occupation,"Sales and office occupations",73680,"(+/- 5118 )",66845,"(+/- 5288 )",69812,"(+/- 5069 )",62251,"(+/- 3789 )",83852,"(+/- 5094 )",81984,"(+/- 4522 )",67137,"(+/- 5054 )",81066,"(+/- 5002 )",62357,"(+/- 4410 )",76301,"(+/- 4872 )",77428,"(+/- 5756 )",65630,"(+/- 3670 )",63851,"(+/- 4393 )",85263,"(+/- 5793 )",62070,"(+/- 3258 )",65110,"(+/- 3699 )",63333,"(+/- 3537 )",69036,"(+/- 3898 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",25083,"(+/- 2708 )",23016,"(+/- 3479 )",29062,"(+/- 3211 )",30397,"(+/- 3459 )",20340,"(+/- 2777 )",17213,"(+/- 1866 )",14478,"(+/- 2671 )",30958,"(+/- 3395 )",11900,"(+/- 2128 )",22778,"(+/- 3138 )",24646,"(+/- 2879 )",29478,"(+/- 2679 )",23841,"(+/- 3033 )",32762,"(+/- 3527 )",34590,"(+/- 2290 )",33994,"(+/- 2523 )",29228,"(+/- 2388 )",26298,"(+/- 2701 )"
Workers,Occupation,"Production, transportation, and material moving occupations",44751,"(+/- 3920 )",63070,"(+/- 5120 )",52839,"(+/- 4834 )",70842,"(+/- 5715 )",38842,"(+/- 3912 )",34213,"(+/- 3400 )",39734,"(+/- 4907 )",70776,"(+/- 5995 )",32591,"(+/- 3595 )",48997,"(+/- 4126 )",66164,"(+/- 4490 )",46479,"(+/- 3194 )",44026,"(+/- 4195 )",42027,"(+/- 3949 )",59677,"(+/- 3850 )",67679,"(+/- 4195 )",59029,"(+/- 4507 )",41936,"(+/- 3474 )"
Workers,Industry,"Civilian employed population 16 years and over",330798,"(+/- 11067 )",317623,"(+/- 8658 )",331816,"(+/- 11669 )",352458,"(+/- 12240 )",436257,"(+/- 11545 )",375841,"(+/- 9230 )",354730,"(+/- 12355 )",382084,"(+/- 9975 )",360269,"(+/- 8685 )",356872,"(+/- 7547 )",380825,"(+/- 8456 )",313123,"(+/- 6110 )",325649,"(+/- 7779 )",380643,"(+/- 8570 )",313764,"(+/- 5526 )",338357,"(+/- 5810 )",304780,"(+/- 6521 )",330758,"(+/- 6079 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",851,"(+/- 512 )",1511,"(+/- 943 )",346,"(+/- 280 )",284,"(+/- 214 )",826,"(+/- 306 )",1148,"(+/- 545 )",612,"(+/- 483 )",562,"(+/- 512 )",306,"(+/- 285 )",1157,"(+/- 633 )",856,"(+/- 429 )",6420,"(+/- 1499 )",5211,"(+/- 949 )",3658,"(+/- 1204 )",14165,"(+/- 1606 )",7591,"(+/- 1118 )",6183,"(+/- 1048 )",9840,"(+/- 1523 )"
Workers,Industry,Construction,18043,"(+/- 2192 )",14200,"(+/- 2357 )",22745,"(+/- 3066 )",21826,"(+/- 2865 )",20785,"(+/- 2677 )",21988,"(+/- 2517 )",12782,"(+/- 2305 )",26444,"(+/- 4025 )",11228,"(+/- 1896 )",17750,"(+/- 2285 )",19681,"(+/- 2545 )",18600,"(+/- 2368 )",15291,"(+/- 2310 )",27336,"(+/- 2934 )",18711,"(+/- 2009 )",21820,"(+/- 1905 )",20580,"(+/- 2417 )",17843,"(+/- 2222 )"
Workers,Industry,Manufacturing,24979,"(+/- 3304 )",32576,"(+/- 3993 )",30907,"(+/- 3436 )",48712,"(+/- 4521 )",36202,"(+/- 3425 )",46793,"(+/- 3766 )",28023,"(+/- 4114 )",61808,"(+/- 4376 )",31042,"(+/- 3244 )",55082,"(+/- 4438 )",44943,"(+/- 3306 )",30791,"(+/- 3035 )",32696,"(+/- 2589 )",49910,"(+/- 4588 )",44934,"(+/- 2596 )",61327,"(+/- 3784 )",46794,"(+/- 3907 )",35986,"(+/- 2957 )"
Workers,Industry,"Wholesale trade",6432,"(+/- 1275 )",5124,"(+/- 1398 )",12003,"(+/- 2118 )",8750,"(+/- 1473 )",10726,"(+/- 1423 )",15630,"(+/- 2198 )",6486,"(+/- 1670 )",14862,"(+/- 2470 )",8563,"(+/- 1496 )",13688,"(+/- 2282 )",13503,"(+/- 2026 )",8451,"(+/- 1556 )",7460,"(+/- 1486 )",13925,"(+/- 2118 )",9255,"(+/- 1340 )",8441,"(+/- 1307 )",7584,"(+/- 1142 )",10800,"(+/- 1902 )"
Workers,Industry,"Retail trade",35119,"(+/- 4176 )",32211,"(+/- 3766 )",31498,"(+/- 3450 )",32131,"(+/- 3208 )",31768,"(+/- 3064 )",36271,"(+/- 3609 )",23814,"(+/- 3359 )",40264,"(+/- 3101 )",30036,"(+/- 3141 )",44350,"(+/- 3752 )",44178,"(+/- 4007 )",34251,"(+/- 3333 )",32426,"(+/- 2314 )",44517,"(+/- 4206 )",35261,"(+/- 3054 )",40344,"(+/- 3761 )",34711,"(+/- 2526 )",36205,"(+/- 2730 )"
Workers,Industry,"Transportation and warehousing, and utilities",31867,"(+/- 3631 )",38082,"(+/- 3744 )",27797,"(+/- 2829 )",23732,"(+/- 2992 )",23537,"(+/- 2592 )",20843,"(+/- 2294 )",30912,"(+/- 3905 )",29100,"(+/- 3116 )",20440,"(+/- 2576 )",16482,"(+/- 2607 )",35154,"(+/- 3438 )",22482,"(+/- 2962 )",17078,"(+/- 2426 )",20836,"(+/- 3010 )",19407,"(+/- 2240 )",22676,"(+/- 1694 )",22001,"(+/- 2515 )",14215,"(+/- 1812 )"
Workers,Industry,Information,5534,"(+/- 1422 )",4895,"(+/- 1197 )",4321,"(+/- 1032 )",5124,"(+/- 1047 )",12670,"(+/- 1566 )",7483,"(+/- 1368 )",8396,"(+/- 1736 )",6002,"(+/- 1381 )",6514,"(+/- 1149 )",4668,"(+/- 968 )",5935,"(+/- 1439 )",3304,"(+/- 929 )",4898,"(+/- 1340 )",5342,"(+/- 1262 )",3474,"(+/- 1015 )",3720,"(+/- 1293 )",3736,"(+/- 937 )",4244,"(+/- 1005 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",21443,"(+/- 3124 )",16532,"(+/- 2269 )",26021,"(+/- 2803 )",21453,"(+/- 2422 )",43348,"(+/- 3311 )",36379,"(+/- 2930 )",34880,"(+/- 3716 )",25592,"(+/- 2940 )",33748,"(+/- 2898 )",26537,"(+/- 2386 )",26197,"(+/- 3180 )",19484,"(+/- 2719 )",18682,"(+/- 2437 )",29385,"(+/- 2934 )",15493,"(+/- 1711 )",12698,"(+/- 1454 )",12734,"(+/- 1440 )",28964,"(+/- 2570 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",34860,"(+/- 3510 )",25788,"(+/- 3185 )",38053,"(+/- 2809 )",52222,"(+/- 3995 )",94522,"(+/- 4748 )",57108,"(+/- 4448 )",69746,"(+/- 5191 )",50346,"(+/- 4058 )",57181,"(+/- 3851 )",48658,"(+/- 3434 )",46193,"(+/- 3692 )",28110,"(+/- 2854 )",29156,"(+/- 2669 )",45199,"(+/- 3952 )",19785,"(+/- 2320 )",25687,"(+/- 3154 )",22661,"(+/- 2106 )",25688,"(+/- 2730 )"
Workers,Industry,"Educational services, and health care and social assistance",90151,"(+/- 5060 )",90949,"(+/- 5193 )",76054,"(+/- 4979 )",60785,"(+/- 4815 )",91442,"(+/- 4485 )",75725,"(+/- 4564 )",86347,"(+/- 6025 )",68447,"(+/- 3978 )",99762,"(+/- 5403 )",71675,"(+/- 4561 )",79642,"(+/- 4421 )",79506,"(+/- 4467 )",96765,"(+/- 5093 )",82227,"(+/- 5142 )",80378,"(+/- 3676 )",80109,"(+/- 3666 )",74758,"(+/- 3915 )",88988,"(+/- 4689 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",28793,"(+/- 3684 )",28878,"(+/- 3072 )",28724,"(+/- 3447 )",47862,"(+/- 4252 )",35530,"(+/- 3789 )",32014,"(+/- 2822 )",27528,"(+/- 3699 )",34619,"(+/- 4516 )",33593,"(+/- 3658 )",32062,"(+/- 3950 )",36528,"(+/- 4116 )",29995,"(+/- 2375 )",35732,"(+/- 3506 )",28676,"(+/- 3041 )",22648,"(+/- 2300 )",28655,"(+/- 2839 )",27918,"(+/- 3125 )",23769,"(+/- 2369 )"
Workers,Industry,"Other services, except public administration",16271,"(+/- 2180 )",11632,"(+/- 1833 )",18299,"(+/- 2847 )",20888,"(+/- 2451 )",20584,"(+/- 2856 )",15377,"(+/- 2255 )",12855,"(+/- 2181 )",17072,"(+/- 2425 )",19065,"(+/- 2643 )",16408,"(+/- 2383 )",17297,"(+/- 2445 )",14402,"(+/- 2035 )",14802,"(+/- 1760 )",16823,"(+/- 2157 )",14158,"(+/- 1834 )",14605,"(+/- 1724 )",13934,"(+/- 1703 )",15628,"(+/- 1801 )"
Workers,Industry,"Public administration",16455,"(+/- 2158 )",15245,"(+/- 2343 )",15048,"(+/- 2096 )",8689,"(+/- 1560 )",14317,"(+/- 2245 )",9082,"(+/- 1631 )",12349,"(+/- 2057 )",6966,"(+/- 1454 )",8791,"(+/- 1533 )",8355,"(+/- 1462 )",10718,"(+/- 2153 )",17327,"(+/- 1727 )",15452,"(+/- 2270 )",12809,"(+/- 1897 )",16095,"(+/- 2041 )",10684,"(+/- 1608 )",11186,"(+/- 1573 )",18588,"(+/- 2031 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",330798,"(+/- 11067 )",317623,"(+/- 8658 )",331816,"(+/- 11669 )",352458,"(+/- 12240 )",436257,"(+/- 11545 )",375841,"(+/- 9230 )",354730,"(+/- 12355 )",382084,"(+/- 9975 )",360269,"(+/- 8685 )",356872,"(+/- 7547 )",380825,"(+/- 8456 )",313123,"(+/- 6110 )",325649,"(+/- 7779 )",380643,"(+/- 8570 )",313764,"(+/- 5526 )",338357,"(+/- 5810 )",304780,"(+/- 6521 )",330758,"(+/- 6079 )"
Workers,"Class of Worker","Private wage and salary workers",262596,"(+/- 10428 )",252317,"(+/- 8670 )",271381,"(+/- 9973 )",308896,"(+/- 11542 )",375895,"(+/- 10722 )",321462,"(+/- 9124 )",297804,"(+/- 10540 )",339790,"(+/- 10042 )",303473,"(+/- 8130 )",311824,"(+/- 7907 )",327026,"(+/- 7625 )",249862,"(+/- 7415 )",250488,"(+/- 7190 )",316444,"(+/- 8331 )",245637,"(+/- 5777 )",278981,"(+/- 6288 )",250004,"(+/- 6881 )",260250,"(+/- 6025 )"
Workers,"Class of Worker","Government workers",54224,"(+/- 4144 )",52171,"(+/- 4104 )",44579,"(+/- 3807 )",28123,"(+/- 3007 )",38921,"(+/- 3031 )",38949,"(+/- 3405 )",41274,"(+/- 3383 )",28672,"(+/- 2643 )",35217,"(+/- 3452 )",32851,"(+/- 3035 )",39357,"(+/- 3559 )",50504,"(+/- 3615 )",62882,"(+/- 4180 )",49213,"(+/- 3740 )",48326,"(+/- 3234 )",42010,"(+/- 3200 )",39162,"(+/- 2973 )",53006,"(+/- 3018 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",13218,"(+/- 2261 )",11598,"(+/- 1846 )",14659,"(+/- 2340 )",14650,"(+/- 2020 )",20435,"(+/- 2567 )",14196,"(+/- 1838 )",15292,"(+/- 3258 )",13075,"(+/- 1969 )",20591,"(+/- 2647 )",12018,"(+/- 1590 )",14100,"(+/- 2830 )",11927,"(+/- 1704 )",12119,"(+/- 1819 )",13791,"(+/- 1895 )",19390,"(+/- 1961 )",16899,"(+/- 1894 )",15195,"(+/- 1802 )",16951,"(+/- 1871 )"
Workers,"Class of Worker","Unpaid family workers",760,"(+/- 573 )",1537,"(+/- 1160 )",1197,"(+/- 723 )",789,"(+/- 437 )",1006,"(+/- 555 )",1234,"(+/- 452 )",360,"(+/- 290 )",547,"(+/- 415 )",988,"(+/- 586 )",179,"(+/- 218 )",342,"(+/- 238 )",830,"(+/- 437 )",160,"(+/- 121 )",1195,"(+/- 567 )",411,"(+/- 232 )",467,"(+/- 260 )",419,"(+/- 253 )",551,"(+/- 390 )"
Housing,"Housing Occupancy","Total housing units",307269,"(+/- 7063 )",303550,"(+/- 7374 )",263934,"(+/- 6171 )",248819,"(+/- 5625 )",327459,"(+/- 6702 )",280012,"(+/- 4810 )",358847,"(+/- 8680 )",268928,"(+/- 5627 )",310591,"(+/- 6446 )",270820,"(+/- 3876 )",268547,"(+/- 5222 )",325979,"(+/- 2491 )",326650,"(+/- 4494 )",270110,"(+/- 5042 )",316888,"(+/- 2642 )",303428,"(+/- 2597 )",321437,"(+/- 3579 )",314942,"(+/- 3893 )"
Housing,"Housing Occupancy","Occupied housing units",271729,"(+/- 7174 )",259880,"(+/- 6135 )",245983,"(+/- 5877 )",227057,"(+/- 5578 )",303552,"(+/- 5913 )",266761,"(+/- 4656 )",306915,"(+/- 8095 )",255684,"(+/- 5493 )",285485,"(+/- 5748 )",253447,"(+/- 4157 )",250397,"(+/- 5561 )",282834,"(+/- 3903 )",283501,"(+/- 5839 )",256715,"(+/- 5018 )",277166,"(+/- 3830 )",278976,"(+/- 3496 )",279176,"(+/- 4842 )",280748,"(+/- 4508 )"
Housing,"Housing Occupancy","Vacant housing units",35540,"(+/- 3120 )",43670,"(+/- 3670 )",17951,"(+/- 2509 )",21762,"(+/- 2345 )",23907,"(+/- 3448 )",13251,"(+/- 2455 )",51932,"(+/- 4372 )",13244,"(+/- 2050 )",25106,"(+/- 3243 )",17373,"(+/- 2824 )",18150,"(+/- 2903 )",43145,"(+/- 3562 )",43149,"(+/- 4033 )",13395,"(+/- 2512 )",39722,"(+/- 2966 )",24452,"(+/- 2446 )",42261,"(+/- 3823 )",34194,"(+/- 3624 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.9,"(+/- 0.6 )",3.4,"(+/- 0.9 )",1.7,"(+/- 0.6 )",1.6,"(+/- 0.7 )",1.2,"(+/- 0.6 )",1.0,"(+/- 0.5 )",1.7,"(+/- 0.7 )",0.6,"(+/- 0.4 )",1.9,"(+/- 0.7 )",1.4,"(+/- 0.6 )",1.2,"(+/- 0.6 )",1.6,"(+/- 0.5 )",2.0,"(+/- 0.7 )",1.0,"(+/- 0.5 )",2.4,"(+/- 0.6 )",1.5,"(+/- 0.5 )",1.8,"(+/- 0.5 )",2.3,"(+/- 0.7 )"
Housing,"Housing Occupancy","Rental vacancy rate",4.1,"(+/- 1.2 )",4.3,"(+/- 1.0 )",6.1,"(+/- 1.8 )",4.4,"(+/- 0.9 )",3.9,"(+/- 1.1 )",6.5,"(+/- 2.0 )",5.3,"(+/- 1.2 )",5.3,"(+/- 1.6 )",5.0,"(+/- 1.6 )",5.3,"(+/- 1.7 )",4.7,"(+/- 2.0 )",6.0,"(+/- 1.8 )",9.8,"(+/- 1.6 )",3.1,"(+/- 1.8 )",8.0,"(+/- 1.9 )",4.5,"(+/- 1.6 )",7.7,"(+/- 1.7 )",8.6,"(+/- 2.2 )"
Housing,"Housing Tenure","Occupied housing units",271729,"(+/- 7174 )",259880,"(+/- 6135 )",245983,"(+/- 5877 )",227057,"(+/- 5578 )",303552,"(+/- 5913 )",266761,"(+/- 4656 )",306915,"(+/- 8095 )",255684,"(+/- 5493 )",285485,"(+/- 5748 )",253447,"(+/- 4157 )",250397,"(+/- 5561 )",282834,"(+/- 3903 )",283501,"(+/- 5839 )",256715,"(+/- 5018 )",277166,"(+/- 3830 )",278976,"(+/- 3496 )",279176,"(+/- 4842 )",280748,"(+/- 4508 )"
Housing,"Housing Tenure",Owner-occupied,164240,"(+/- 5273 )",155105,"(+/- 4942 )",185946,"(+/- 5265 )",103792,"(+/- 4635 )",167364,"(+/- 4890 )",215148,"(+/- 4304 )",128425,"(+/- 5355 )",173044,"(+/- 5047 )",173551,"(+/- 5078 )",176836,"(+/- 4191 )",179451,"(+/- 5330 )",189545,"(+/- 4712 )",178211,"(+/- 5069 )",209904,"(+/- 4374 )",210085,"(+/- 3506 )",204079,"(+/- 3412 )",185702,"(+/- 4406 )",211439,"(+/- 4123 )"
Housing,"Housing Tenure",Renter-occupied,107489,"(+/- 5621 )",104775,"(+/- 5234 )",60037,"(+/- 4595 )",123265,"(+/- 5427 )",136188,"(+/- 5082 )",51613,"(+/- 3625 )",178490,"(+/- 6947 )",82640,"(+/- 4578 )",111934,"(+/- 5238 )",76611,"(+/- 4185 )",70946,"(+/- 4113 )",93289,"(+/- 4459 )",105290,"(+/- 4495 )",46811,"(+/- 4097 )",67081,"(+/- 3381 )",74897,"(+/- 3708 )",93474,"(+/- 3989 )",69309,"(+/- 3544 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.85,"(+/- 0.07 )",2.69,"(+/- 0.08 )",2.96,"(+/- 0.07 )",3.34,"(+/- 0.10 )",2.68,"(+/- 0.06 )",2.75,"(+/- 0.04 )",2.59,"(+/- 0.07 )",2.84,"(+/- 0.07 )",2.66,"(+/- 0.06 )",2.82,"(+/- 0.06 )",2.99,"(+/- 0.06 )",2.47,"(+/- 0.04 )",2.42,"(+/- 0.05 )",2.92,"(+/- 0.05 )",2.43,"(+/- 0.03 )",2.53,"(+/- 0.04 )",2.38,"(+/- 0.04 )",2.52,"(+/- 0.04 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.16,"(+/- 0.09 )",2.45,"(+/- 0.10 )",2.36,"(+/- 0.11 )",2.64,"(+/- 0.08 )",2.06,"(+/- 0.07 )",2.10,"(+/- 0.11 )",2.06,"(+/- 0.08 )",2.66,"(+/- 0.12 )",2.10,"(+/- 0.09 )",2.44,"(+/- 0.09 )",2.52,"(+/- 0.13 )",2.06,"(+/- 0.07 )",2.15,"(+/- 0.07 )",2.34,"(+/- 0.14 )",2.20,"(+/- 0.09 )",2.12,"(+/- 0.08 )",2.14,"(+/- 0.07 )",2.17,"(+/- 0.09 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",271729,"(+/- 7174 )",259880,"(+/- 6135 )",245983,"(+/- 5877 )",227057,"(+/- 5578 )",303552,"(+/- 5913 )",266761,"(+/- 4656 )",306915,"(+/- 8095 )",255684,"(+/- 5493 )",285485,"(+/- 5748 )",253447,"(+/- 4157 )",250397,"(+/- 5561 )",282834,"(+/- 3903 )",283501,"(+/- 5839 )",256715,"(+/- 5018 )",277166,"(+/- 3830 )",278976,"(+/- 3496 )",279176,"(+/- 4842 )",280748,"(+/- 4508 )"
Housing,"Year Householder Moved into Unit","Moved in 2017 or later",68725,"(+/- 4389 )",70447,"(+/- 4920 )",48627,"(+/- 3991 )",64701,"(+/- 3492 )",100885,"(+/- 4653 )",58669,"(+/- 3578 )",112361,"(+/- 5484 )",65165,"(+/- 4334 )",76906,"(+/- 4083 )",65459,"(+/- 4192 )",70113,"(+/- 4552 )",71603,"(+/- 3968 )",88025,"(+/- 4896 )",56081,"(+/- 4178 )",60068,"(+/- 3207 )",65357,"(+/- 3436 )",69298,"(+/- 3838 )",66077,"(+/- 4154 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 to 2016",34622,"(+/- 2982 )",32041,"(+/- 3070 )",25044,"(+/- 3369 )",31274,"(+/- 2417 )",39522,"(+/- 3055 )",34994,"(+/- 2966 )",41719,"(+/- 3240 )",33239,"(+/- 2814 )",38932,"(+/- 3198 )",29784,"(+/- 2760 )",27414,"(+/- 2677 )",36640,"(+/- 3107 )",36350,"(+/- 3068 )",34733,"(+/- 3206 )",27841,"(+/- 2047 )",30983,"(+/- 2894 )",33732,"(+/- 2870 )",32322,"(+/- 2645 )"
Housing,"Year Householder Moved into Unit","Moved in 2014 to 2014",37079,"(+/- 3039 )",36538,"(+/- 3638 )",36874,"(+/- 3400 )",37422,"(+/- 3405 )",51171,"(+/- 3258 )",38709,"(+/- 2865 )",48169,"(+/- 4017 )",35628,"(+/- 2994 )",47891,"(+/- 3293 )",41232,"(+/- 3077 )",34691,"(+/- 2768 )",44121,"(+/- 3282 )",40599,"(+/- 3199 )",37190,"(+/- 3382 )",43644,"(+/- 2574 )",40334,"(+/- 2688 )",40108,"(+/- 2396 )",46899,"(+/- 2892 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",58779,"(+/- 3666 )",48708,"(+/- 3946 )",56849,"(+/- 3920 )",44326,"(+/- 3332 )",48970,"(+/- 2749 )",56774,"(+/- 3242 )",54282,"(+/- 4900 )",56918,"(+/- 3847 )",56306,"(+/- 3115 )",56649,"(+/- 3493 )",62877,"(+/- 4106 )",55126,"(+/- 3426 )",52339,"(+/- 3500 )",71058,"(+/- 4138 )",60756,"(+/- 2789 )",64752,"(+/- 3488 )",55592,"(+/- 3356 )",60254,"(+/- 3037 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",33581,"(+/- 2439 )",34384,"(+/- 2832 )",36629,"(+/- 2817 )",25174,"(+/- 2926 )",29803,"(+/- 2412 )",42055,"(+/- 3026 )",22565,"(+/- 2592 )",32428,"(+/- 2416 )",31898,"(+/- 2527 )",31278,"(+/- 2479 )",31438,"(+/- 2531 )",34140,"(+/- 2663 )",31218,"(+/- 2432 )",36898,"(+/- 3279 )",36554,"(+/- 2636 )",37990,"(+/- 2522 )",34962,"(+/- 2113 )",35707,"(+/- 2344 )"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier",38943,"(+/- 2769 )",37762,"(+/- 2839 )",41960,"(+/- 2954 )",24160,"(+/- 2593 )",33201,"(+/- 2430 )",35560,"(+/- 2260 )",27819,"(+/- 2377 )",32306,"(+/- 2758 )",33552,"(+/- 2298 )",29045,"(+/- 2402 )",23864,"(+/- 2224 )",41204,"(+/- 2460 )",34970,"(+/- 2395 )",20755,"(+/- 1810 )",48303,"(+/- 2636 )",39560,"(+/- 2321 )",45484,"(+/- 2214 )",39489,"(+/- 2226 )"
Housing,Value,"Owner-occupied units",164240,"(+/- 5273 )",155105,"(+/- 4942 )",185946,"(+/- 5265 )",103792,"(+/- 4635 )",167364,"(+/- 4890 )",215148,"(+/- 4304 )",128425,"(+/- 5355 )",173044,"(+/- 5047 )",173551,"(+/- 5078 )",176836,"(+/- 4191 )",179451,"(+/- 5330 )",189545,"(+/- 4712 )",178211,"(+/- 5069 )",209904,"(+/- 4374 )",210085,"(+/- 3506 )",204079,"(+/- 3412 )",185702,"(+/- 4406 )",211439,"(+/- 4123 )"
