cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",1387,"(+/- 1108 )",2432,"(+/- 985 )",942,"(+/- 566 )",5203,"(+/- 1168 )",6547,"(+/- 1230 )",8173,"(+/- 1565 )",6829,"(+/- 1465 )",2860,"(+/- 778 )",1482,"(+/- 710 )",976,"(+/- 496 )",420,"(+/- 332 )",3348,"(+/- 1181 )",1108,"(+/- 529 )",3395,"(+/- 992 )",3735,"(+/- 1041 )",3269,"(+/- 991 )"
Workers,Industry,Construction,18228,"(+/- 2493 )",24052,"(+/- 2968 )",20194,"(+/- 3074 )",22276,"(+/- 2360 )",21187,"(+/- 2359 )",22823,"(+/- 2661 )",23983,"(+/- 2685 )",22318,"(+/- 2583 )",18563,"(+/- 2261 )",17053,"(+/- 2532 )",12123,"(+/- 2035 )",19124,"(+/- 3021 )",18306,"(+/- 2905 )",23069,"(+/- 2284 )",27351,"(+/- 2927 )",22031,"(+/- 2428 )"
Workers,Industry,Manufacturing,52248,"(+/- 3993 )",47294,"(+/- 3359 )",30454,"(+/- 2645 )",88901,"(+/- 4415 )",85368,"(+/- 4744 )",43112,"(+/- 3315 )",69549,"(+/- 3790 )",69665,"(+/- 4113 )",51105,"(+/- 4436 )",43117,"(+/- 3243 )",36356,"(+/- 3165 )",43908,"(+/- 3887 )",50903,"(+/- 3392 )",60413,"(+/- 4047 )",40218,"(+/- 3363 )",57031,"(+/- 4194 )"
Workers,Industry,"Wholesale trade",9945,"(+/- 1768 )",9378,"(+/- 1566 )",9871,"(+/- 1653 )",7213,"(+/- 1182 )",9182,"(+/- 1488 )",6712,"(+/- 1260 )",9342,"(+/- 1543 )",8777,"(+/- 1477 )",7798,"(+/- 1474 )",6249,"(+/- 1310 )",6208,"(+/- 1326 )",10694,"(+/- 1789 )",9421,"(+/- 2042 )",10881,"(+/- 1529 )",10839,"(+/- 2087 )",11472,"(+/- 1665 )"
Workers,Industry,"Retail trade",40859,"(+/- 3574 )",38999,"(+/- 4678 )",52408,"(+/- 4868 )",37950,"(+/- 3046 )",39126,"(+/- 3263 )",35348,"(+/- 2888 )",37108,"(+/- 2996 )",41443,"(+/- 3014 )",38758,"(+/- 3881 )",36648,"(+/- 3111 )",34556,"(+/- 3856 )",46256,"(+/- 3351 )",43427,"(+/- 3822 )",35496,"(+/- 2983 )",44032,"(+/- 4112 )",42029,"(+/- 3524 )"
Workers,Industry,"Transportation and warehousing, and utilities",22707,"(+/- 3120 )",16904,"(+/- 2171 )",33348,"(+/- 3388 )",16612,"(+/- 2070 )",19138,"(+/- 2232 )",17984,"(+/- 2004 )",16507,"(+/- 1965 )",18489,"(+/- 2701 )",18475,"(+/- 2042 )",16080,"(+/- 2184 )",13921,"(+/- 2052 )",19211,"(+/- 3069 )",17307,"(+/- 2752 )",12232,"(+/- 1642 )",22788,"(+/- 2392 )",18045,"(+/- 1898 )"
Workers,Industry,Information,4952,"(+/- 1158 )",3977,"(+/- 858 )",8566,"(+/- 1800 )",3408,"(+/- 862 )",3563,"(+/- 823 )",3836,"(+/- 970 )",3088,"(+/- 830 )",3789,"(+/- 1140 )",5409,"(+/- 1053 )",5770,"(+/- 1237 )",3855,"(+/- 877 )",6358,"(+/- 1162 )",4290,"(+/- 944 )",4945,"(+/- 1135 )",8516,"(+/- 2362 )",6537,"(+/- 1337 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",28459,"(+/- 2800 )",25090,"(+/- 2237 )",36255,"(+/- 4242 )",13664,"(+/- 2001 )",15089,"(+/- 2078 )",11690,"(+/- 1593 )",16342,"(+/- 2129 )",18134,"(+/- 2347 )",16484,"(+/- 1903 )",20447,"(+/- 2958 )",18951,"(+/- 2222 )",37873,"(+/- 3914 )",16743,"(+/- 1792 )",27520,"(+/- 2548 )",26341,"(+/- 2766 )",26606,"(+/- 2622 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",45729,"(+/- 4130 )",43879,"(+/- 3662 )",50331,"(+/- 3868 )",22662,"(+/- 2428 )",26400,"(+/- 2660 )",20814,"(+/- 2695 )",28339,"(+/- 2796 )",28222,"(+/- 2635 )",31796,"(+/- 3196 )",40932,"(+/- 2833 )",31963,"(+/- 2687 )",45699,"(+/- 3648 )",26983,"(+/- 3474 )",36097,"(+/- 3275 )",35831,"(+/- 3189 )",39528,"(+/- 3424 )"
Workers,Industry,"Educational services, and health care and social assistance",88025,"(+/- 4589 )",83779,"(+/- 4266 )",98716,"(+/- 5388 )",74358,"(+/- 4085 )",85799,"(+/- 3575 )",77746,"(+/- 4125 )",75724,"(+/- 5198 )",80478,"(+/- 4128 )",73799,"(+/- 3890 )",86437,"(+/- 5018 )",90850,"(+/- 4471 )",104012,"(+/- 5598 )",78931,"(+/- 4918 )",82905,"(+/- 5324 )",103218,"(+/- 5557 )",85482,"(+/- 4629 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",36957,"(+/- 3918 )",31190,"(+/- 2977 )",41979,"(+/- 4036 )",26471,"(+/- 3368 )",30847,"(+/- 2924 )",28954,"(+/- 2864 )",27261,"(+/- 2878 )",30563,"(+/- 3139 )",34842,"(+/- 3511 )",31780,"(+/- 3505 )",30543,"(+/- 2926 )",33894,"(+/- 2479 )",38199,"(+/- 3638 )",29638,"(+/- 2746 )",32159,"(+/- 3077 )",31339,"(+/- 3202 )"
Workers,Industry,"Other services, except public administration",15527,"(+/- 2274 )",14329,"(+/- 2094 )",19900,"(+/- 2896 )",14423,"(+/- 1543 )",14069,"(+/- 1791 )",14466,"(+/- 1816 )",17470,"(+/- 2199 )",15312,"(+/- 1934 )",13678,"(+/- 2225 )",13926,"(+/- 2121 )",15413,"(+/- 1941 )",18360,"(+/- 2446 )",17488,"(+/- 2157 )",16855,"(+/- 2384 )",14372,"(+/- 1889 )",16705,"(+/- 1935 )"
Workers,Industry,"Public administration",15060,"(+/- 2273 )",10914,"(+/- 1852 )",17370,"(+/- 2402 )",12854,"(+/- 1803 )",12402,"(+/- 1564 )",11210,"(+/- 2018 )",12852,"(+/- 2024 )",11251,"(+/- 1721 )",9332,"(+/- 1281 )",22141,"(+/- 2318 )",14233,"(+/- 2372 )",15445,"(+/- 2303 )",11560,"(+/- 1826 )",12172,"(+/- 1950 )",18592,"(+/- 2346 )",12033,"(+/- 1861 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",380083,"(+/- 6703 )",352217,"(+/- 7896 )",420334,"(+/- 8553 )",345995,"(+/- 5943 )",368717,"(+/- 6343 )",302868,"(+/- 5320 )",344394,"(+/- 7227 )",351301,"(+/- 5175 )",321521,"(+/- 7273 )",341556,"(+/- 6216 )",309392,"(+/- 8089 )",404182,"(+/- 8890 )",334666,"(+/- 7555 )",355618,"(+/- 7236 )",387992,"(+/- 8723 )",372107,"(+/- 8247 )"
Workers,"Class of Worker","Private wage and salary workers",319670,"(+/- 7234 )",295853,"(+/- 7810 )",349037,"(+/- 9339 )",290517,"(+/- 6050 )",303747,"(+/- 6089 )",248366,"(+/- 5209 )",284634,"(+/- 6886 )",292494,"(+/- 5058 )",272508,"(+/- 7546 )",277116,"(+/- 6477 )",257465,"(+/- 7838 )",325399,"(+/- 8533 )",276616,"(+/- 7465 )",296998,"(+/- 7174 )",299358,"(+/- 8486 )",311628,"(+/- 8305 )"
Workers,"Class of Worker","Government workers",43136,"(+/- 3391 )",36714,"(+/- 3257 )",53180,"(+/- 4181 )",38886,"(+/- 2985 )",46273,"(+/- 3107 )",39630,"(+/- 3476 )",38106,"(+/- 3351 )",41484,"(+/- 3295 )",34589,"(+/- 2845 )",49675,"(+/- 3767 )",39890,"(+/- 3694 )",56378,"(+/- 4350 )",39324,"(+/- 2961 )",38385,"(+/- 3067 )",67100,"(+/- 4395 )",42357,"(+/- 3439 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",16668,"(+/- 2402 )",18795,"(+/- 2436 )",17070,"(+/- 2999 )",16060,"(+/- 2001 )",17845,"(+/- 1777 )",14368,"(+/- 1327 )",21102,"(+/- 2230 )",16598,"(+/- 2346 )",14026,"(+/- 1929 )",14577,"(+/- 2010 )",11654,"(+/- 1688 )",21538,"(+/- 2743 )",17606,"(+/- 2263 )",19442,"(+/- 2653 )",20849,"(+/- 2676 )",17154,"(+/- 1893 )"
Workers,"Class of Worker","Unpaid family workers",609,"(+/- 322 )",855,"(+/- 359 )",1047,"(+/- 660 )",532,"(+/- 308 )",852,"(+/- 354 )",504,"(+/- 367 )",552,"(+/- 331 )",725,"(+/- 351 )",398,"(+/- 223 )",188,"(+/- 207 )",383,"(+/- 268 )",867,"(+/- 443 )",1120,"(+/- 585 )",793,"(+/- 388 )",685,"(+/- 354 )",968,"(+/- 609 )"
Housing,"Housing Occupancy","Total housing units",328980,"(+/- 3944 )",329900,"(+/- 4280 )",348389,"(+/- 4691 )",316213,"(+/- 2747 )",314363,"(+/- 2938 )",325469,"(+/- 2939 )",309087,"(+/- 3944 )",306634,"(+/- 819 )",348734,"(+/- 4706 )",337202,"(+/- 1355 )",360797,"(+/- 5129 )",322811,"(+/- 4645 )",337621,"(+/- 3851 )",312101,"(+/- 3919 )",318068,"(+/- 4355 )",316574,"(+/- 4858 )"
Housing,"Housing Occupancy","Occupied housing units",300336,"(+/- 4360 )",301403,"(+/- 4148 )",318400,"(+/- 4764 )",286055,"(+/- 3946 )",293869,"(+/- 3448 )",275138,"(+/- 3693 )",284461,"(+/- 4346 )",280620,"(+/- 2868 )",297555,"(+/- 4769 )",300821,"(+/- 2901 )",307046,"(+/- 5552 )",301083,"(+/- 5731 )",301973,"(+/- 4647 )",289183,"(+/- 4607 )",293600,"(+/- 5038 )",298797,"(+/- 4297 )"
Housing,"Housing Occupancy","Vacant housing units",28644,"(+/- 3212 )",28497,"(+/- 3748 )",29989,"(+/- 3490 )",30158,"(+/- 3008 )",20494,"(+/- 2761 )",50331,"(+/- 3730 )",24626,"(+/- 3164 )",26014,"(+/- 2778 )",51179,"(+/- 3820 )",36381,"(+/- 2881 )",53751,"(+/- 4051 )",21728,"(+/- 3598 )",35648,"(+/- 3868 )",22918,"(+/- 2968 )",24468,"(+/- 3246 )",17777,"(+/- 2534 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.0,"(+/- 0.5 )",0.8,"(+/- 0.5 )",0.8,"(+/- 0.5 )",1.0,"(+/- 0.4 )",0.6,"(+/- 0.3 )",1.7,"(+/- 0.6 )",0.9,"(+/- 0.4 )",0.9,"(+/- 0.4 )",1.7,"(+/- 0.6 )",1.5,"(+/- 0.5 )",1.9,"(+/- 0.8 )",0.8,"(+/- 0.4 )",2.4,"(+/- 0.7 )",0.8,"(+/- 0.4 )",1.0,"(+/- 0.4 )",1.1,"(+/- 0.4 )"
Housing,"Housing Occupancy","Rental vacancy rate",4.4,"(+/- 1.3 )",2.4,"(+/- 0.9 )",4.5,"(+/- 1.0 )",6.1,"(+/- 1.4 )",3.8,"(+/- 1.6 )",4.8,"(+/- 1.6 )",4.4,"(+/- 1.4 )",4.6,"(+/- 1.5 )",5.3,"(+/- 1.3 )",5.7,"(+/- 1.3 )",6.5,"(+/- 1.0 )",5.5,"(+/- 1.8 )",3.8,"(+/- 1.1 )",2.8,"(+/- 1.2 )",4.0,"(+/- 1.3 )",4.5,"(+/- 1.5 )"
Housing,"Housing Tenure","Occupied housing units",300336,"(+/- 4360 )",301403,"(+/- 4148 )",318400,"(+/- 4764 )",286055,"(+/- 3946 )",293869,"(+/- 3448 )",275138,"(+/- 3693 )",284461,"(+/- 4346 )",280620,"(+/- 2868 )",297555,"(+/- 4769 )",300821,"(+/- 2901 )",307046,"(+/- 5552 )",301083,"(+/- 5731 )",301973,"(+/- 4647 )",289183,"(+/- 4607 )",293600,"(+/- 5038 )",298797,"(+/- 4297 )"
Housing,"Housing Tenure",Owner-occupied,183597,"(+/- 4441 )",204556,"(+/- 4265 )",146399,"(+/- 5381 )",208176,"(+/- 4264 )",214287,"(+/- 4141 )",208536,"(+/- 3744 )",208938,"(+/- 4408 )",196190,"(+/- 3614 )",172967,"(+/- 4788 )",187793,"(+/- 3960 )",149583,"(+/- 3964 )",213418,"(+/- 5297 )",191367,"(+/- 4331 )",220221,"(+/- 4887 )",199292,"(+/- 4945 )",218413,"(+/- 3834 )"
Housing,"Housing Tenure",Renter-occupied,116739,"(+/- 5198 )",96847,"(+/- 3881 )",172001,"(+/- 5593 )",77879,"(+/- 3754 )",79582,"(+/- 3689 )",66602,"(+/- 3279 )",75523,"(+/- 4172 )",84430,"(+/- 3313 )",124588,"(+/- 4733 )",113028,"(+/- 4127 )",157463,"(+/- 5885 )",87665,"(+/- 4641 )",110606,"(+/- 4587 )",68962,"(+/- 3989 )",94308,"(+/- 4594 )",80384,"(+/- 4287 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.61,"(+/- 0.05 )",2.54,"(+/- 0.04 )",2.55,"(+/- 0.06 )",2.49,"(+/- 0.04 )",2.51,"(+/- 0.03 )",2.53,"(+/- 0.04 )",2.65,"(+/- 0.05 )",2.63,"(+/- 0.04 )",2.35,"(+/- 0.05 )",2.39,"(+/- 0.04 )",2.30,"(+/- 0.05 )",2.69,"(+/- 0.04 )",2.32,"(+/- 0.04 )",2.53,"(+/- 0.04 )",2.66,"(+/- 0.05 )",2.54,"(+/- 0.03 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.12,"(+/- 0.06 )",2.07,"(+/- 0.08 )",2.43,"(+/- 0.06 )",2.14,"(+/- 0.08 )",2.09,"(+/- 0.07 )",2.24,"(+/- 0.08 )",2.10,"(+/- 0.07 )",2.39,"(+/- 0.08 )",2.22,"(+/- 0.07 )",2.18,"(+/- 0.06 )",2.01,"(+/- 0.05 )",2.22,"(+/- 0.08 )",2.16,"(+/- 0.08 )",2.13,"(+/- 0.10 )",2.20,"(+/- 0.08 )",1.92,"(+/- 0.07 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",300336,"(+/- 4360 )",301403,"(+/- 4148 )",318400,"(+/- 4764 )",286055,"(+/- 3946 )",293869,"(+/- 3448 )",275138,"(+/- 3693 )",284461,"(+/- 4346 )",280620,"(+/- 2868 )",297555,"(+/- 4769 )",300821,"(+/- 2901 )",307046,"(+/- 5552 )",301083,"(+/- 5731 )",301973,"(+/- 4647 )",289183,"(+/- 4607 )",293600,"(+/- 5038 )",298797,"(+/- 4297 )"
Housing,"Year Householder Moved into Unit","Moved in 2017 or later",95755,"(+/- 5550 )",78146,"(+/- 4248 )",117697,"(+/- 5741 )",64437,"(+/- 3668 )",72773,"(+/- 3477 )",55111,"(+/- 3324 )",60182,"(+/- 4000 )",74252,"(+/- 4213 )",84895,"(+/- 4151 )",88868,"(+/- 3579 )",90767,"(+/- 4753 )",85029,"(+/- 4323 )",82285,"(+/- 5174 )",60368,"(+/- 3790 )",82342,"(+/- 4508 )",71634,"(+/- 4184 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 to 2016",36807,"(+/- 3088 )",39918,"(+/- 3933 )",46327,"(+/- 4079 )",33328,"(+/- 3225 )",36351,"(+/- 3107 )",27926,"(+/- 3134 )",33997,"(+/- 3398 )",31130,"(+/- 2881 )",36348,"(+/- 4098 )",40713,"(+/- 2857 )",37730,"(+/- 3096 )",37960,"(+/- 3707 )",32596,"(+/- 2902 )",33716,"(+/- 2801 )",35483,"(+/- 3037 )",32163,"(+/- 2880 )"
Housing,"Year Householder Moved into Unit","Moved in 2014 to 2014",44333,"(+/- 3262 )",50990,"(+/- 3939 )",49011,"(+/- 3722 )",42719,"(+/- 2797 )",43252,"(+/- 2659 )",42742,"(+/- 3399 )",46663,"(+/- 3699 )",44088,"(+/- 3293 )",45175,"(+/- 3258 )",41831,"(+/- 2893 )",46779,"(+/- 3301 )",48476,"(+/- 3399 )",46787,"(+/- 3642 )",38285,"(+/- 2960 )",48287,"(+/- 3247 )",40822,"(+/- 2945 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",59323,"(+/- 3951 )",56059,"(+/- 3530 )",53999,"(+/- 4188 )",58669,"(+/- 3196 )",56066,"(+/- 2759 )",55623,"(+/- 3609 )",60039,"(+/- 3332 )",56079,"(+/- 3418 )",53546,"(+/- 3641 )",53865,"(+/- 2780 )",54770,"(+/- 4130 )",63406,"(+/- 4199 )",52738,"(+/- 3941 )",64042,"(+/- 3307 )",54980,"(+/- 3407 )",64240,"(+/- 3340 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",33407,"(+/- 2732 )",34053,"(+/- 2480 )",25065,"(+/- 2548 )",38652,"(+/- 2496 )",38396,"(+/- 2546 )",40507,"(+/- 2687 )",38190,"(+/- 2635 )",35688,"(+/- 2477 )",33407,"(+/- 2654 )",34239,"(+/- 2802 )",32666,"(+/- 2625 )",33522,"(+/- 2730 )",36180,"(+/- 2768 )",44130,"(+/- 3014 )",36348,"(+/- 2890 )",43324,"(+/- 2634 )"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier",30711,"(+/- 2266 )",42237,"(+/- 2793 )",26301,"(+/- 1843 )",48250,"(+/- 2451 )",47031,"(+/- 2300 )",53229,"(+/- 2842 )",45390,"(+/- 2678 )",39383,"(+/- 2443 )",44184,"(+/- 2873 )",41305,"(+/- 2599 )",44334,"(+/- 3016 )",32690,"(+/- 2438 )",51387,"(+/- 2913 )",48642,"(+/- 2975 )",36160,"(+/- 2662 )",46614,"(+/- 3262 )"
Housing,Value,"Owner-occupied units",183597,"(+/- 4441 )",204556,"(+/- 4265 )",146399,"(+/- 5381 )",208176,"(+/- 4264 )",214287,"(+/- 4141 )",208536,"(+/- 3744 )",208938,"(+/- 4408 )",196190,"(+/- 3614 )",172967,"(+/- 4788 )",187793,"(+/- 3960 )",149583,"(+/- 3964 )",213418,"(+/- 5297 )",191367,"(+/- 4331 )",220221,"(+/- 4887 )",199292,"(+/- 4945 )",218413,"(+/- 3834 )"
Housing,Value,"Less than $50,000",4717,"(+/- 982 )",13254,"(+/- 1788 )",8237,"(+/- 1463 )",17298,"(+/- 2102 )",15176,"(+/- 1781 )",26213,"(+/- 2581 )",13875,"(+/- 1824 )",13571,"(+/- 1716 )",25284,"(+/- 2458 )",15121,"(+/- 1690 )",24147,"(+/- 2475 )",10460,"(+/- 1900 )",26649,"(+/- 2105 )",8509,"(+/- 1101 )",12515,"(+/- 1582 )",8379,"(+/- 1333 )"
Housing,Value,"$50,000 to $99,999",25727,"(+/- 2719 )",31241,"(+/- 3128 )",26275,"(+/- 2406 )",51844,"(+/- 2709 )",42981,"(+/- 2612 )",55261,"(+/- 2722 )",40109,"(+/- 2822 )",33941,"(+/- 2456 )",47469,"(+/- 2975 )",45520,"(+/- 2831 )",49819,"(+/- 3215 )",18967,"(+/- 1751 )",64083,"(+/- 3749 )",21266,"(+/- 1968 )",22003,"(+/- 2035 )",17265,"(+/- 2025 )"
Housing,Value,"$100,000 to $149,999",37122,"(+/- 2896 )",39325,"(+/- 3448 )",34840,"(+/- 2880 )",46372,"(+/- 2628 )",48057,"(+/- 3080 )",42478,"(+/- 2753 )",47175,"(+/- 2848 )",38027,"(+/- 2795 )",45008,"(+/- 2611 )",43756,"(+/- 2855 )",25143,"(+/- 2276 )",21146,"(+/- 2077 )",43298,"(+/- 2673 )",41485,"(+/- 2827 )",29004,"(+/- 2527 )",43913,"(+/- 2701 )"
Housing,Value,"$150,000 to $199,999",29439,"(+/- 2530 )",36825,"(+/- 2767 )",31064,"(+/- 2464 )",39805,"(+/- 2421 )",42658,"(+/- 2740 )",34835,"(+/- 2637 )",41036,"(+/- 3020 )",36491,"(+/- 2696 )",21100,"(+/- 2057 )",29509,"(+/- 2058 )",18235,"(+/- 1871 )",29570,"(+/- 2341 )",28710,"(+/- 2048 )",44557,"(+/- 2527 )",39338,"(+/- 3232 )",57499,"(+/- 3003 )"
Housing,Value,"$200,000 to $299,999",39383,"(+/- 2776 )",43676,"(+/- 2727 )",31687,"(+/- 3067 )",32657,"(+/- 2090 )",40301,"(+/- 2285 )",30224,"(+/- 2883 )",38066,"(+/- 2765 )",46118,"(+/- 2391 )",18499,"(+/- 1712 )",32494,"(+/- 2157 )",15277,"(+/- 1589 )",57273,"(+/- 4501 )",19775,"(+/- 1898 )",55022,"(+/- 3341 )",51924,"(+/- 3517 )",56945,"(+/- 2904 )"
Housing,Value,"$300,000 to $499,999",32646,"(+/- 2820 )",25060,"(+/- 2058 )",10050,"(+/- 1423 )",15458,"(+/- 1313 )",20784,"(+/- 2100 )",13894,"(+/- 1977 )",21923,"(+/- 2097 )",22323,"(+/- 1959 )",10702,"(+/- 1594 )",16318,"(+/- 1442 )",11543,"(+/- 1096 )",60734,"(+/- 3561 )",7201,"(+/- 1115 )",36440,"(+/- 2567 )",32957,"(+/- 2918 )",27007,"(+/- 1967 )"
Housing,Value,"$500,000 to $999,999",12030,"(+/- 1590 )",13163,"(+/- 1544 )",3774,"(+/- 872 )",3852,"(+/- 800 )",3764,"(+/- 900 )",4743,"(+/- 963 )",5261,"(+/- 1122 )",4947,"(+/- 910 )",3832,"(+/- 814 )",4001,"(+/- 846 )",4854,"(+/- 843 )",14475,"(+/- 1400 )",1267,"(+/- 483 )",10952,"(+/- 1437 )",9790,"(+/- 1435 )",6051,"(+/- 1093 )"
Housing,Value,"$1,000,000 or more",2533,"(+/- 772 )",2012,"(+/- 536 )",472,"(+/- 270 )",890,"(+/- 455 )",566,"(+/- 227 )",888,"(+/- 482 )",1493,"(+/- 709 )",772,"(+/- 315 )",1073,"(+/- 445 )",1074,"(+/- 452 )",565,"(+/- 275 )",793,"(+/- 388 )",384,"(+/- 257 )",1990,"(+/- 481 )",1761,"(+/- 509 )",1354,"(+/- 555 )"
Housing,Value,"Median (dollars)",189300,"(+/- 6702 )",169600,"(+/- 3719 )",155200,"(+/- 3831 )",136800,"(+/- 3201 )",150900,"(+/- 2636 )",122900,"(+/- 3236 )",153300,"(+/- 3580 )",163800,"(+/- 2758 )",113700,"(+/- 2257 )",137200,"(+/- 3337 )",101400,"(+/- 4104 )",246200,"(+/- 6095 )",105400,"(+/- 3033 )",190800,"(+/- 4523 )",195100,"(+/- 4919 )",181300,"(+/- 2982 )"
Housing,"Mortgage Status","Owner-occupied units",183597,"(+/- 4441 )",204556,"(+/- 4265 )",146399,"(+/- 5381 )",208176,"(+/- 4264 )",214287,"(+/- 4141 )",208536,"(+/- 3744 )",208938,"(+/- 4408 )",196190,"(+/- 3614 )",172967,"(+/- 4788 )",187793,"(+/- 3960 )",149583,"(+/- 3964 )",213418,"(+/- 5297 )",191367,"(+/- 4331 )",220221,"(+/- 4887 )",199292,"(+/- 4945 )",218413,"(+/- 3834 )"
Housing,"Mortgage Status","Housing units with a mortgage",125583,"(+/- 4136 )",128441,"(+/- 4613 )",103378,"(+/- 5288 )",125072,"(+/- 3954 )",136869,"(+/- 3904 )",108141,"(+/- 4118 )",128659,"(+/- 4222 )",127001,"(+/- 3683 )",102299,"(+/- 4114 )",114608,"(+/- 4042 )",86957,"(+/- 3715 )",142140,"(+/- 4873 )",106928,"(+/- 4275 )",139093,"(+/- 4815 )",129353,"(+/- 4476 )",135678,"(+/- 3921 )"
Housing,"Mortgage Status","Housing units without a mortgage",58014,"(+/- 3152 )",76115,"(+/- 3536 )",43021,"(+/- 2859 )",83104,"(+/- 3551 )",77418,"(+/- 2739 )",100395,"(+/- 4109 )",80279,"(+/- 4193 )",69189,"(+/- 3385 )",70668,"(+/- 3377 )",73185,"(+/- 2749 )",62626,"(+/- 3404 )",71278,"(+/- 3591 )",84439,"(+/- 3689 )",81128,"(+/- 3540 )",69939,"(+/- 3179 )",82735,"(+/- 3010 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",125583,"(+/- 4136 )",128441,"(+/- 4613 )",103378,"(+/- 5288 )",125072,"(+/- 3954 )",136869,"(+/- 3904 )",108141,"(+/- 4118 )",128659,"(+/- 4222 )",127001,"(+/- 3683 )",102299,"(+/- 4114 )",114608,"(+/- 4042 )",86957,"(+/- 3715 )",142140,"(+/- 4873 )",106928,"(+/- 4275 )",139093,"(+/- 4815 )",129353,"(+/- 4476 )",135678,"(+/- 3921 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",971,"(+/- 347 )",1609,"(+/- 540 )",1444,"(+/- 477 )",3349,"(+/- 696 )",3422,"(+/- 782 )",3592,"(+/- 774 )",3013,"(+/- 791 )",2354,"(+/- 648 )",2525,"(+/- 714 )",2343,"(+/- 610 )",2536,"(+/- 661 )",1496,"(+/- 554 )",4772,"(+/- 1139 )",1445,"(+/- 598 )",1290,"(+/- 489 )",1725,"(+/- 600 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",22981,"(+/- 2239 )",30923,"(+/- 2937 )",26284,"(+/- 2348 )",46714,"(+/- 3000 )",42989,"(+/- 2771 )",46452,"(+/- 3288 )",45267,"(+/- 3260 )",37210,"(+/- 2274 )",36548,"(+/- 2937 )",33220,"(+/- 2169 )",26649,"(+/- 2336 )",20798,"(+/- 2166 )",51162,"(+/- 3223 )",28909,"(+/- 2508 )",28018,"(+/- 2283 )",30511,"(+/- 2302 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",42550,"(+/- 3355 )",48412,"(+/- 3271 )",45140,"(+/- 3717 )",46967,"(+/- 2698 )",47190,"(+/- 3187 )",35897,"(+/- 2960 )",44392,"(+/- 3272 )",45004,"(+/- 3083 )",39669,"(+/- 2765 )",41758,"(+/- 3128 )",31654,"(+/- 2405 )",34301,"(+/- 3171 )",33097,"(+/- 2294 )",49120,"(+/- 2999 )",39387,"(+/- 3151 )",51137,"(+/- 3551 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",28308,"(+/- 2566 )",23140,"(+/- 2196 )",20931,"(+/- 2855 )",16872,"(+/- 1957 )",24956,"(+/- 2146 )",13833,"(+/- 2000 )",21592,"(+/- 2057 )",25327,"(+/- 2310 )",14750,"(+/- 1873 )",21314,"(+/- 1939 )",13499,"(+/- 1462 )",37038,"(+/- 3384 )",12355,"(+/- 1591 )",27906,"(+/- 2141 )",31181,"(+/- 2774 )",30530,"(+/- 2681 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",14419,"(+/- 1990 )",9493,"(+/- 1418 )",5483,"(+/- 1120 )",5893,"(+/- 1089 )",9880,"(+/- 1448 )",5257,"(+/- 1308 )",8460,"(+/- 1280 )",10717,"(+/- 1686 )",4733,"(+/- 952 )",9406,"(+/- 1445 )",4793,"(+/- 886 )",21497,"(+/- 2384 )",4163,"(+/- 945 )",16759,"(+/- 1975 )",14919,"(+/- 1756 )",12978,"(+/- 1609 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",7244,"(+/- 1487 )",6170,"(+/- 1045 )",1733,"(+/- 553 )",2294,"(+/- 593 )",4521,"(+/- 881 )",1506,"(+/- 531 )",3331,"(+/- 888 )",4156,"(+/- 891 )",1952,"(+/- 627 )",3578,"(+/- 791 )",3322,"(+/- 647 )",12286,"(+/- 1747 )",690,"(+/- 335 )",6931,"(+/- 1195 )",6756,"(+/- 1092 )",4649,"(+/- 1072 )"
