cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",69590,"(+/- 5820 )",29313,"(+/- 4134 )",62344,"(+/- 6080 )",83121,"(+/- 5718 )",93449,"(+/- 7090 )",64944,"(+/- 4573 )",107838,"(+/- 7549 )",93103,"(+/- 5976 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",165437,"(+/- 5342 )",165083,"(+/- 6724 )",192455,"(+/- 4531 )",181772,"(+/- 3629 )",184318,"(+/- 3953 )",195052,"(+/- 4441 )",188865,"(+/- 2814 )",173572,"(+/- 3117 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",8205,"(+/- 1793 )",3032,"(+/- 1108 )",10396,"(+/- 2517 )",16179,"(+/- 2545 )",14940,"(+/- 3315 )",11545,"(+/- 1875 )",17964,"(+/- 3080 )",12425,"(+/- 2267 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",12.2,"(+/- 1.6 )",3.1,"(+/- 0.8 )",5.6,"(+/- 0.9 )",9.1,"(+/- 1.1 )",10.5,"(+/- 1.1 )",6.7,"(+/- 0.9 )",10.3,"(+/- 1.3 )",13.8,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",20.1,"(+/- 2.8 )",5.0,"(+/- 1.6 )",8.6,"(+/- 1.7 )",14.2,"(+/- 1.9 )",18.5,"(+/- 2.2 )",10.6,"(+/- 1.8 )",15.8,"(+/- 2.3 )",22.5,"(+/- 2.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",16.1,"(+/- 6.9 )",2.5,"(+/- 2.0 )",6.7,"(+/- 3.5 )",14.8,"(+/- 4.3 )",17.7,"(+/- 5.9 )",12.5,"(+/- 4.6 )",15.7,"(+/- 4.6 )",22.7,"(+/- 6.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",5.0,"(+/- 1.4 )",1.3,"(+/- 0.4 )",2.6,"(+/- 0.7 )",5.0,"(+/- 0.9 )",3.9,"(+/- 1.0 )",3.1,"(+/- 0.6 )",6.0,"(+/- 1.1 )",6.9,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",8.0,"(+/- 3.2 )",1.2,"(+/- 0.7 )",2.5,"(+/- 1.0 )",6.1,"(+/- 1.6 )",6.0,"(+/- 2.1 )",3.5,"(+/- 0.9 )",7.7,"(+/- 1.8 )",9.0,"(+/- 2.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",3.0,"(+/- 3.4 )",1.4,"(+/- 1.8 )",0.7,"(+/- 0.9 )",6.4,"(+/- 4.7 )",7.8,"(+/- 5.2 )",4.9,"(+/- 3.1 )",7.1,"(+/- 4.5 )",8.2,"(+/- 5.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",22.5,"(+/- 3.7 )",14.8,"(+/- 5.2 )",21.3,"(+/- 4.3 )",25.2,"(+/- 4.4 )",29.6,"(+/- 3.7 )",24.3,"(+/- 4.0 )",28.9,"(+/- 5.6 )",36.4,"(+/- 4.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",31.3,"(+/- 5.1 )",20.7,"(+/- 7.6 )",30.7,"(+/- 6.8 )",32.8,"(+/- 5.8 )",40.6,"(+/- 5.0 )",32.6,"(+/- 5.9 )",38.0,"(+/- 7.7 )",48.2,"(+/- 5.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",27.3,"(+/- 13.5 )",10.5,"(+/- 10.3 )",36.8,"(+/- 21.9 )",29.2,"(+/- 12.6 )",38.7,"(+/- 14.0 )",36.3,"(+/- 15.6 )",39.0,"(+/- 14.7 )",46.1,"(+/- 14.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",16.4,"(+/- 1.4 )",5.1,"(+/- 0.9 )",8.2,"(+/- 0.8 )",14.8,"(+/- 1.3 )",14.3,"(+/- 1.1 )",11.2,"(+/- 1.1 )",16.0,"(+/- 1.0 )",18.0,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",22.4,"(+/- 3.6 )",5.8,"(+/- 1.7 )",11.0,"(+/- 2.0 )",18.3,"(+/- 2.9 )",21.9,"(+/- 2.7 )",14.5,"(+/- 2.6 )",19.5,"(+/- 2.3 )",24.0,"(+/- 2.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",22.0,"(+/- 3.7 )",5.6,"(+/- 1.7 )",10.2,"(+/- 2.0 )",17.9,"(+/- 2.9 )",21.6,"(+/- 2.8 )",13.9,"(+/- 2.6 )",18.8,"(+/- 2.4 )",23.4,"(+/- 2.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",24.1,"(+/- 5.9 )",4.9,"(+/- 2.2 )",13.8,"(+/- 3.5 )",19.5,"(+/- 4.2 )",24.2,"(+/- 4.4 )",15.4,"(+/- 2.8 )",19.2,"(+/- 3.3 )",25.9,"(+/- 4.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",21.2,"(+/- 3.8 )",5.9,"(+/- 1.9 )",8.9,"(+/- 1.9 )",17.4,"(+/- 3.1 )",20.6,"(+/- 3.0 )",13.4,"(+/- 3.0 )",18.7,"(+/- 2.9 )",22.5,"(+/- 2.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",14.7,"(+/- 1.1 )",4.9,"(+/- 0.8 )",7.3,"(+/- 0.6 )",13.8,"(+/- 1.0 )",12.1,"(+/- 0.9 )",10.2,"(+/- 0.8 )",15.0,"(+/- 1.0 )",16.2,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",14.2,"(+/- 1.9 )",4.7,"(+/- 1.0 )",7.2,"(+/- 1.4 )",8.5,"(+/- 1.2 )",8.3,"(+/- 1.3 )",9.4,"(+/- 1.2 )",9.5,"(+/- 1.5 )",11.0,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",13.1,"(+/- 1.8 )",3.2,"(+/- 0.8 )",5.7,"(+/- 1.0 )",10.3,"(+/- 1.4 )",11.9,"(+/- 1.2 )",8.0,"(+/- 1.2 )",11.3,"(+/- 1.2 )",14.3,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",24.3,"(+/- 2.0 )",14.2,"(+/- 2.3 )",20.0,"(+/- 2.0 )",31.9,"(+/- 2.3 )",21.3,"(+/- 1.9 )",25.0,"(+/- 1.6 )",32.7,"(+/- 2.5 )",33.4,"(+/- 2.0 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",182026,"(+/- 6553 )",171242,"(+/- 6441 )",187630,"(+/- 5217 )",190938,"(+/- 5197 )",173326,"(+/- 5590 )",189298,"(+/- 5116 )",188907,"(+/- 5324 )",161434,"(+/- 3962 )"
Education,"School Enrollment","Nursery school, preschool",15301,"(+/- 2867 )",14548,"(+/- 1830 )",13191,"(+/- 1730 )",9608,"(+/- 1879 )",10901,"(+/- 1592 )",12542,"(+/- 1695 )",11155,"(+/- 1714 )",9292,"(+/- 1365 )"
Education,"School Enrollment",Kindergarten,8130,"(+/- 1929 )",9412,"(+/- 1479 )",9335,"(+/- 1469 )",9283,"(+/- 1578 )",9390,"(+/- 1595 )",9659,"(+/- 1891 )",10633,"(+/- 1924 )",8421,"(+/- 1448 )"
Education,"School Enrollment","Elementary school (grades 1-8)",69006,"(+/- 3394 )",70005,"(+/- 3946 )",84949,"(+/- 3823 )",76619,"(+/- 2513 )",79800,"(+/- 3693 )",80887,"(+/- 3457 )",78268,"(+/- 3038 )",73116,"(+/- 3082 )"
Education,"School Enrollment","High school (grades 9-12)",36062,"(+/- 3070 )",37352,"(+/- 2390 )",42865,"(+/- 2165 )",37101,"(+/- 2994 )",35719,"(+/- 2220 )",44336,"(+/- 2027 )",37048,"(+/- 2079 )",37125,"(+/- 2103 )"
Education,"School Enrollment","College or graduate school",53527,"(+/- 3660 )",39925,"(+/- 3551 )",37290,"(+/- 3204 )",58327,"(+/- 3585 )",37516,"(+/- 3408 )",41874,"(+/- 3151 )",51803,"(+/- 3701 )",33480,"(+/- 2721 )"
Education,"Educational Attainment","Population 25 years and over",499521,"(+/- 6734 )",541357,"(+/- 8593 )",554777,"(+/- 5709 )",510236,"(+/- 3785 )",535994,"(+/- 5057 )",525235,"(+/- 5496 )",529184,"(+/- 3438 )",509858,"(+/- 3288 )"
Education,"Educational Attainment","Less than 9th grade",12067,"(+/- 1994 )",7563,"(+/- 1574 )",13314,"(+/- 2227 )",17361,"(+/- 2058 )",14331,"(+/- 2549 )",15419,"(+/- 1755 )",19615,"(+/- 2619 )",22709,"(+/- 2385 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",35683,"(+/- 3229 )",17345,"(+/- 2423 )",34579,"(+/- 3521 )",31872,"(+/- 3054 )",32516,"(+/- 3491 )",26586,"(+/- 2276 )",37705,"(+/- 3323 )",53150,"(+/- 3958 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",136082,"(+/- 7230 )",99981,"(+/- 4698 )",169251,"(+/- 6341 )",175881,"(+/- 6184 )",169274,"(+/- 6797 )",184541,"(+/- 5328 )",173865,"(+/- 6813 )",199984,"(+/- 5391 )"
Education,"Educational Attainment","Some college, no degree",112593,"(+/- 6466 )",97226,"(+/- 5526 )",123831,"(+/- 5273 )",111948,"(+/- 5311 )",120869,"(+/- 5169 )",104322,"(+/- 4746 )",125459,"(+/- 6148 )",104238,"(+/- 5006 )"
Education,"Educational Attainment","Associate's degree",35541,"(+/- 4277 )",38644,"(+/- 3432 )",56545,"(+/- 4760 )",40755,"(+/- 3199 )",39542,"(+/- 3261 )",42942,"(+/- 2978 )",40891,"(+/- 4355 )",38861,"(+/- 3591 )"
Education,"Educational Attainment","Bachelor's degree",91555,"(+/- 5177 )",160405,"(+/- 6039 )",103767,"(+/- 5242 )",77284,"(+/- 4249 )",103015,"(+/- 5023 )",97673,"(+/- 5310 )",86832,"(+/- 4667 )",55277,"(+/- 3663 )"
Education,"Educational Attainment","Graduate or professional degree",76000,"(+/- 4507 )",120193,"(+/- 3960 )",53490,"(+/- 4203 )",55135,"(+/- 4012 )",56447,"(+/- 3736 )",53752,"(+/- 3217 )",44817,"(+/- 3513 )",35639,"(+/- 3536 )"
Education,"Educational Attainment","Percent high school graduate or higher",90.4,"(+/- 0.7 )",95.4,"(+/- 0.5 )",91.4,"(+/- 0.8 )",90.4,"(+/- 0.7 )",91.3,"(+/- 0.8 )",92.0,"(+/- 0.6 )",89.2,"(+/- 0.7 )",85.1,"(+/- 0.9 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",33.5,"(+/- 1.2 )",51.8,"(+/- 1.1 )",28.3,"(+/- 1.1 )",26.0,"(+/- 1.1 )",29.8,"(+/- 1.1 )",28.8,"(+/- 1.1 )",24.9,"(+/- 1.2 )",17.8,"(+/- 1.0 )"

"Source: 2019 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",422074,G,458995,G,242693,G,207184,G,418272,G,216796,G,315900,G,203786,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",446,J,65,H,125,G,165,G,79,H,280,H,224,H,578,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",0,N,286,H,466,G,282,J,176,J,301,H,274,G,1646,H
Business,"Paid employees for pay period including March 12",Utilities,4411,J,1273,H,2417,J,1431,H,2012,H,1249,H,1373,G,1612,J
Business,"Paid employees for pay period including March 12",Construction,21098,G,22895,G,19040,G,9986,G,24448,G,10849,G,12925,G,8713,G
Business,"Paid employees for pay period including March 12",Manufacturing,47290,G,19268,G,38251,G,25042,G,43146,G,31460,G,40041,G,32966,G
Business,"Paid employees for pay period including March 12","Wholesale trade",25352,G,16927,G,10961,G,7103,G,33789,H,9302,G,15959,G,8291,G
Business,"Paid employees for pay period including March 12","Retail trade",29137,G,52468,G,37894,G,34659,G,40948,G,35706,G,43297,G,33785,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",21675,G,6603,G,9397,G,7757,G,12856,G,9090,G,19823,G,8514,G
Business,"Paid employees for pay period including March 12",Information,9546,H,14138,H,5682,H,2921,H,10567,G,3353,G,7241,G,2703,H
Business,"Paid employees for pay period including March 12","Finance and insurance",17877,G,39541,G,8639,G,11290,G,25757,G,9967,G,11042,G,7382,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",6038,G,7115,G,2715,G,2747,G,5515,G,3251,G,6261,G,2447,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",25104,G,47665,G,8766,G,8984,G,46404,H,7101,G,12308,G,4656,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",24970,G,36212,H,2502,H,2575,H,8961,G,2820,H,9441,G,1700,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",29228,G,33678,G,10700,G,7940,G,20732,G,10157,G,17313,G,5664,G
Business,"Paid employees for pay period including March 12","Educational services",35964,H,12162,G,5893,H,4073,G,8582,G,4591,G,5104,H,782,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",62618,G,71831,H,34701,G,41636,G,64688,G,37174,G,54685,G,49904,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",7123,G,10322,G,3433,G,2176,G,7816,G,3325,H,6570,G,1706,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",39131,G,45276,G,29218,G,27299,G,41533,G,26513,G,37727,G,21909,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",14878,G,21196,G,11850,G,9076,G,20151,G,10227,G,14233,G,8691,G
Business,"Paid employees for pay period including March 12","Industries not classified",161,J,74,J,43,H,42,J,112,H,80,J,59,J,137,J
Business,"Annual payroll ($1,000)","Total for all sectors",24981113,G,26988148,G,9865692,G,7785370,G,23707419,G,8955476,G,12762183,G,7280367,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",11287,J,1327,G,2677,H,5392,G,3196,H,10854,H,6097,H,27013,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",0,N,19299,H,29541,G,15303,J,16101,H,15988,H,17412,G,108379,H
Business,"Annual payroll ($1,000)",Utilities,550011,J,133273,H,292529,J,131786,G,220059,H,125445,H,124281,G,141921,H
Business,"Annual payroll ($1,000)",Construction,1622074,G,1563386,G,1085893,G,536655,G,1793471,G,730395,G,634441,G,427894,G
Business,"Annual payroll ($1,000)",Manufacturing,3696828,H,1132914,G,2074479,G,1110487,G,2909203,G,1691069,G,1872637,G,1439267,G
Business,"Annual payroll ($1,000)","Wholesale trade",1874176,G,1538135,G,606039,G,322002,G,1487347,G,550993,G,819260,G,402227,G
Business,"Annual payroll ($1,000)","Retail trade",887364,G,1516018,G,1031234,G,902768,G,1163646,G,877655,G,1172235,G,863738,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",982570,G,355406,G,428769,G,295044,G,568930,G,387115,G,958956,G,364853,G
Business,"Annual payroll ($1,000)",Information,770960,J,1257082,H,259598,H,125053,G,922594,G,146249,G,427310,G,128449,H
Business,"Annual payroll ($1,000)","Finance and insurance",1615140,G,4334119,G,497067,G,829661,H,2409147,G,581155,G,595549,G,349972,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",285403,G,450691,G,128818,G,103169,G,352223,G,147744,G,213571,G,77860,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",2098017,G,3704204,G,396132,G,394075,G,4310624,H,398373,G,781473,G,192146,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",2811084,H,3081754,H,159537,H,116906,H,892164,G,311941,H,644441,G,106620,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",928677,G,1588096,G,358523,G,238811,G,770096,G,379721,G,489881,G,176389,G
Business,"Annual payroll ($1,000)","Educational services",2293874,H,419825,G,152006,H,98277,H,298212,G,125695,H,129686,H,17597,G
Business,"Annual payroll ($1,000)","Health care and social assistance",2683872,H,4178233,H,1442635,G,1874820,G,3482089,G,1688470,G,2668934,G,1892149,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",544025,J,201576,G,66374,G,37279,G,591802,G,53040,H,142550,G,35360,G
Business,"Annual payroll ($1,000)","Accommodation and food services",780910,G,840600,G,491895,G,423146,G,841662,G,447376,G,677089,G,321251,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",541378,G,671415,G,361178,G,223995,G,673692,G,285195,G,385223,G,206377,G
Business,"Annual payroll ($1,000)","Industries not classified",1435,G,795,G,768,G,741,H,1161,G,1003,H,1157,G,905,G
Business,"Total Establishments","Total for all sectors",19858,X,24915,X,17679,X,16056,X,20409,X,16337,X,19395,X,16521,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",4,X,11,X,33,X,53,X,19,X,56,X,37,X,107,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",0,X,15,X,32,X,43,X,12,X,43,X,24,X,73,X
Business,"Total Establishments",Utilities,30,X,20,X,55,X,57,X,28,X,64,X,46,X,76,X
Business,"Total Establishments",Construction,959,X,1822,X,2478,X,1864,X,1512,X,1685,X,1812,X,1435,X
Business,"Total Establishments",Manufacturing,760,X,564,X,772,X,611,X,764,X,526,X,801,X,814,X
Business,"Total Establishments","Wholesale trade",1093,X,1269,X,762,X,561,X,1079,X,792,X,871,X,680,X
Business,"Total Establishments","Retail trade",1990,X,2746,X,2529,X,2442,X,2478,X,2307,X,2993,X,2720,X
Business,"Total Establishments","Transportation and warehousing",525,X,554,X,566,X,575,X,578,X,688,X,778,X,774,X
Business,"Total Establishments",Information,339,X,453,X,258,X,294,X,431,X,289,X,324,X,267,X
Business,"Total Establishments","Finance and insurance",797,X,2505,X,1186,X,1068,X,1292,X,1252,X,1312,X,1099,X
Business,"Total Establishments","Real estate and rental and leasing",780,X,1282,X,735,X,693,X,947,X,744,X,989,X,565,X
Business,"Total Establishments","Professional, scientific, and technical services",1759,X,3264,X,1338,X,1155,X,2463,X,1344,X,1595,X,939,X
Business,"Total Establishments","Management of companies and enterprises",284,X,548,X,72,X,55,X,174,X,70,X,119,X,71,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",859,X,1504,X,998,X,772,X,981,X,802,X,929,X,553,X
Business,"Total Establishments","Educational services",256,X,355,X,184,X,138,X,256,X,164,X,171,X,91,X
Business,"Total Establishments","Health care and social assistance",5347,X,3596,X,1985,X,2046,X,3084,X,1972,X,2134,X,2793,X
Business,"Total Establishments","Arts, entertainment, and recreation",243,X,449,X,275,X,245,X,312,X,256,X,377,X,185,X
Business,"Total Establishments","Accommodation and food services",1785,X,1823,X,1498,X,1476,X,1828,X,1364,X,1928,X,1371,X
Business,"Total Establishments","Other services (except public administration)",1830,X,2094,X,1888,X,1863,X,2081,X,1858,X,2102,X,1765,X
Business,"Total Establishments","Industries not classified",217,X,41,X,35,X,45,X,90,X,61,X,53,X,143,X

"Source: 2019 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
