cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE"
Business,"Paid employees for pay period including March 12",Construction,10161,G,12740,G,17418,G,12090,G,4965,G,17827,G
Business,"Paid employees for pay period including March 12",Manufacturing,51467,G,50470,G,54161,H,34506,G,17617,G,44485,G
Business,"Paid employees for pay period including March 12","Wholesale trade",7968,G,7882,G,20459,G,14738,G,4883,G,10332,G
Business,"Paid employees for pay period including March 12","Retail trade",32297,H,36011,H,44412,G,35706,G,28584,G,40742,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",13775,G,9689,G,49473,J,23890,H,6345,G,9160,G
Business,"Paid employees for pay period including March 12",Information,2696,G,2837,G,10030,H,3048,G,4065,H,6585,H
Business,"Paid employees for pay period including March 12","Finance and insurance",6521,G,8531,G,30233,H,13354,G,5515,G,8640,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",2052,G,2383,G,5699,G,2904,H,1599,G,3386,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",5790,G,7623,G,23366,G,9608,G,8041,H,17060,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",710,G,2924,G,24837,G,4964,G,1215,H,5435,H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",9746,G,15089,G,26904,G,18355,G,8572,H,20704,G
Business,"Paid employees for pay period including March 12","Educational services",3082,H,4605,H,8649,G,4355,H,4102,G,5147,H
Business,"Paid employees for pay period including March 12","Health care and social assistance",34015,G,38028,G,65523,G,36031,H,36231,G,49675,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",1925,H,2347,G,6445,G,4366,G,581,G,4539,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",22383,G,26969,G,43973,G,30753,G,18186,G,36489,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",8302,G,9389,G,20210,G,10528,G,4180,G,13064,G
Business,"Paid employees for pay period including March 12","Industries not classified",42,G,18,J,18,J,7,G,46,H,55,G
Business,"Annual payroll ($1,000)","Total for all sectors",8549060,G,9671452,G,24351157,G,12170145,G,5713058,G,13079394,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",5528,G,3724,H,648,G,15872,H,2917,G,32441,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",251156,H,32909,G,7985,G,20607,J,348734,G,20060,H
Business,"Annual payroll ($1,000)",Utilities,100738,H,87606,G,217796,J,170537,H,80126,H,130309,G
Business,"Annual payroll ($1,000)",Construction,518052,G,663645,G,1014844,G,712163,G,234833,G,1052535,G
Business,"Annual payroll ($1,000)",Manufacturing,2568572,G,2726022,G,3606535,H,2131383,G,688855,G,2508130,G
Business,"Annual payroll ($1,000)","Wholesale trade",389803,G,383985,G,1375879,G,1149997,G,214036,G,613963,G
Business,"Annual payroll ($1,000)","Retail trade",857624,H,988548,H,1322410,G,960841,G,738549,G,1149166,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",636586,G,472108,G,2986966,J,1247444,H,268376,G,395855,G
Business,"Annual payroll ($1,000)",Information,119524,G,125682,G,634973,H,159841,G,137116,H,281111,H
Business,"Annual payroll ($1,000)","Finance and insurance",323095,G,475361,G,2767592,H,923094,G,241247,G,577175,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",65579,G,79614,G,319938,G,152491,H,60761,G,126124,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",259161,G,401630,G,1566490,G,643210,G,226950,G,1086643,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",47323,G,206248,G,2127381,G,441356,G,76286,H,551459,H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",300429,G,381097,G,880738,G,594447,G,263791,H,683892,G
Business,"Annual payroll ($1,000)","Educational services",81655,H,102354,G,272425,G,126475,H,105525,G,147295,H
Business,"Annual payroll ($1,000)","Health care and social assistance",1465754,G,1832072,G,3606996,G,1815724,H,1647583,G,2575161,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",40262,G,46308,G,176168,G,74440,G,11844,G,116362,G
Business,"Annual payroll ($1,000)","Accommodation and food services",311802,G,419851,G,813686,G,507402,G,264452,G,627878,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",205772,G,241747,G,651542,G,322601,G,100267,G,402775,G
Business,"Annual payroll ($1,000)","Industries not classified",645,G,941,G,165,G,220,G,810,G,1060,G
Business,"Total Establishments","Total for all sectors",14228,X,14128,X,19479,X,14426,X,11064,X,17258,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",45,X,21,X,6,X,41,X,32,X,78,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",65,X,51,X,3,X,19,X,192,X,32,X
Business,"Total Establishments",Utilities,70,X,48,X,33,X,76,X,55,X,60,X
Business,"Total Establishments",Construction,1173,X,1491,X,1335,X,1438,X,677,X,1353,X
Business,"Total Establishments",Manufacturing,783,X,617,X,673,X,609,X,368,X,653,X
Business,"Total Establishments","Wholesale trade",642,X,549,X,1022,X,683,X,391,X,682,X
Business,"Total Establishments","Retail trade",2691,X,2457,X,2558,X,2141,X,2414,X,2577,X
Business,"Total Establishments","Transportation and warehousing",512,X,467,X,575,X,570,X,490,X,375,X
Business,"Total Establishments",Information,217,X,206,X,389,X,225,X,261,X,355,X
Business,"Total Establishments","Finance and insurance",948,X,1007,X,1579,X,950,X,773,X,1149,X
Business,"Total Establishments","Real estate and rental and leasing",475,X,578,X,1092,X,630,X,365,X,868,X
Business,"Total Establishments","Professional, scientific, and technical services",931,X,945,X,2179,X,1364,X,745,X,1893,X
Business,"Total Establishments","Management of companies and enterprises",53,X,62,X,253,X,102,X,58,X,90,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",530,X,643,X,1070,X,720,X,356,X,812,X
Business,"Total Establishments","Educational services",119,X,123,X,241,X,143,X,78,X,204,X
Business,"Total Establishments","Health care and social assistance",1765,X,1862,X,2474,X,1629,X,1736,X,2336,X
Business,"Total Establishments","Arts, entertainment, and recreation",157,X,209,X,329,X,231,X,92,X,314,X
Business,"Total Establishments","Accommodation and food services",1263,X,1256,X,1823,X,1378,X,936,X,1615,X
Business,"Total Establishments","Other services (except public administration)",1757,X,1516,X,1832,X,1463,X,1010,X,1786,X
Business,"Total Establishments","Industries not classified",32,X,20,X,13,X,14,X,35,X,26,X

"Source: 2019 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
